Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+11:00,77.4881863936705,77.76024021221578,77.20675659179688,77.20675659179688,15902,0.0,0.0
2024-01-03 00:00:00+11:00,77.34746882967258,77.34746882967258,76.9347036839242,77.05665588378906,17817,0.0,0.0
2024-01-04 00:00:00+11:00,77.08479030531493,77.30994271525702,76.74706884764032,76.81273651123047,20588,0.0,0.0
2024-01-05 00:00:00+11:00,77.39437416666043,77.51632636146853,77.2630388315628,77.50695037841797,14236,0.0,0.0
2024-01-08 00:00:00+11:00,77.39435766657813,77.4975507160459,77.14107019067198,77.2536392211914,38748,0.0,0.0
2024-01-09 00:00:00+11:00,77.59137928775621,77.86343310566882,77.56323702335821,77.61014556884766,22715,0.0,0.0
2024-01-10 00:00:00+11:00,77.61012588200143,77.7602203064637,77.1692114323055,77.24425506591797,21778,0.0,0.0
2024-01-11 00:00:00+11:00,77.58198816791864,77.825899696347,77.58198816791864,77.76961517333984,17211,0.0,0.0
2024-01-12 00:00:00+11:00,77.86342509743123,77.86342509743123,77.68518123159069,77.76961517333984,17310,0.0,0.0
2024-01-15 00:00:00+11:00,77.91033550249472,78.24805696309615,77.86342696070729,78.11671447753906,5950,0.0,0.0
2024-01-16 00:00:00+11:00,78.21991104676778,78.35124638096813,77.97600665881792,78.06981658935547,31236,0.0,0.0
2024-01-17 00:00:00+11:00,78.00414401213784,78.09795393677035,77.57261263303752,77.69456481933594,21066,0.0,0.0
2024-01-18 00:00:00+11:00,77.36623484031125,77.69457319052103,77.25365862427965,77.37561798095703,31892,0.0,0.0
2024-01-19 00:00:00+11:00,77.72270002375977,78.11670596578355,77.62889010764522,77.77899169921875,25417,0.0,0.0
2024-01-22 00:00:00+11:00,77.86342934480558,78.14486628967028,77.86342934480558,77.97600555419922,36110,0.0,0.0
2024-01-23 00:00:00+11:00,78.13548075714948,78.41691053615827,77.86342696070729,78.11671447753906,50312,0.0,0.0
2024-01-24 00:00:00+11:00,78.56701418624021,78.56701418624021,78.0041474563537,78.13548278808594,68831,0.0,0.0
2024-01-25 00:00:00+11:00,78.70773168797056,79.07359541574957,78.30434255769646,78.77339935302734,27855,0.0,0.0
2024-01-29 00:00:00+11:00,78.89534679954129,79.21430912295247,78.84844541717142,79.12987518310547,44324,0.0,0.0
2024-01-30 00:00:00+11:00,79.1111185410634,79.1955453263182,78.95164095297868,79.07359313964844,21695,0.0,0.0
2024-01-31 00:00:00+11:00,79.08296787083178,79.43006527184775,78.94224941979715,79.30811309814453,26247,0.0,0.0
2024-02-01 00:00:00+11:00,79.26121541508267,79.505126953125,79.05482927960368,79.505126953125,38772,0.0,0.0
2024-02-02 00:00:00+11:00,79.70213317871094,80.04923779855973,79.66460777462682,79.70213317871094,35993,0.0,0.0
2024-02-05 00:00:00+11:00,79.84285423102158,79.94604730627289,79.63646808051895,79.73027801513672,41452,0.0,0.0
2024-02-06 00:00:00+11:00,79.75840860878635,79.91789334726239,79.68336496641679,79.76779174804688,31300,0.0,0.0
2024-02-07 00:00:00+11:00,80.07737842481971,80.38695763425385,80.04923616164186,80.17118835449219,37636,0.0,0.0
2024-02-08 00:00:00+11:00,80.27437804049555,80.39633022820523,80.18056811477746,80.37757110595703,26581,0.0,0.0
2024-02-09 00:00:00+11:00,80.47138351683655,80.66838651410009,80.20871285381851,80.3212890625,41096,0.0,0.0
2024-02-12 00:00:00+11:00,80.48075911173989,80.48075911173989,80.27437299379204,80.40570831298828,22932,0.0,0.0
2024-02-13 00:00:00+11:00,80.49014660186472,80.69652557373047,80.4057126593955,80.69652557373047,28381,0.0,0.0
2024-02-14 00:00:00+11:00,80.37757146222181,80.37757146222181,80.02109088001754,80.21809387207031,32551,0.0,0.0
2024-02-15 00:00:00+11:00,80.67776645164759,80.71529185305185,80.45262120046046,80.69652557373047,39946,0.0,0.0
2024-02-16 00:00:00+11:00,81.02487257749881,81.34382775960334,81.02487257749881,81.27816009521484,26705,0.0,0.0
2024-02-19 00:00:00+11:00,81.22187389444196,81.37196834255867,80.99672148640917,81.09991455078125,33771,0.0,0.0
2024-02-20 00:00:00+11:00,81.36259946984713,81.36259946984713,81.01549484506113,81.09054565429688,37553,0.0,0.0
2024-02-21 00:00:00+11:00,81.19373669501464,81.51269189042291,80.96858427294404,81.07177734375,46594,0.0,0.0
2024-02-22 00:00:00+11:00,81.28754287854555,81.597122076693,81.28754287854555,81.43763732910156,26014,0.0,0.0
2024-02-23 00:00:00+11:00,81.61588508241584,82.03803334925689,81.61588508241584,81.80350494384766,27128,0.0,0.0
2024-02-26 00:00:00+11:00,81.89731181425736,81.95359633421704,81.7472102180475,81.77535247802734,31564,0.0,0.0
2024-02-27 00:00:00+11:00,81.82225955618533,82.14121470658306,81.82225955618533,81.84101867675781,35773,0.0,0.0
2024-02-28 00:00:00+11:00,82.01927169648404,82.4320439675906,82.01927169648404,82.42266082763672,42254,0.0,0.0
2024-02-29 00:00:00+11:00,82.23503268830261,82.35698486646385,82.01926343453027,82.25379180908203,24339,0.0,0.0
2024-03-01 00:00:00+11:00,82.35699134325552,82.6478042602539,82.22565601575698,82.6478042602539,263539,0.0,0.0
2024-03-04 00:00:00+11:00,82.64780447005643,82.93862454503162,82.64780447005643,82.89171600341797,68427,0.0,0.0
2024-03-05 00:00:00+11:00,82.9198627623431,82.96677130650066,82.68533435603321,82.77914428710938,45007,0.0,0.0
2024-03-06 00:00:00+11:00,82.7885229376588,82.96676680710438,82.50708600245405,82.89171600341797,31851,0.0,0.0
2024-03-07 00:00:00+11:00,83.06996224868293,83.06996224868293,82.55399690513035,82.67594909667969,31551,0.0,0.0
2024-03-08 00:00:00+11:00,82.9573904771665,83.21067801385186,82.8823396673193,83.12625122070312,67795,0.0,0.0
2024-03-11 00:00:00+11:00,82.6478096831477,82.77914501926374,82.46018981933594,82.46018981933594,21245,0.0,0.0
2024-03-12 00:00:00+11:00,82.76038380653202,83.0042953491211,82.60090621059406,83.0042953491211,33460,0.0,0.0
2024-03-13 00:00:00+11:00,83.45459021409533,83.82045396838734,83.01367564937442,83.29511260986328,51920,0.0,0.0
2024-03-14 00:00:00+11:00,83.25757710089357,83.35138702392578,83.03243185416859,83.35138702392578,46743,0.0,0.0
2024-03-15 00:00:00+11:00,83.21067462182806,83.48272842850473,82.92924483223207,83.33263397216797,34517,0.0,0.0
2024-03-18 00:00:00+11:00,83.64269858359118,83.83101654052734,83.22839045768815,83.83101654052734,35596,0.3293,0.0
2024-03-19 00:00:00+11:00,83.61445418472327,83.9063491821289,83.23781107537644,83.9063491821289,29366,0.0,0.0
2024-03-20 00:00:00+11:00,84.05700545876074,84.11350659692536,83.53912744869727,83.77452850341797,28306,0.0,0.0
2024-03-21 00:00:00+11:00,83.94400879960924,84.27356880508991,83.77451977052355,84.08525085449219,44377,0.0,0.0
2024-03-22 00:00:00+11:00,84.27357150140256,84.59371346443541,84.11350051988612,84.4053955078125,50441,0.0,0.0
2024-03-25 00:00:00+11:00,84.38656320668865,84.74437018349268,84.1982380737371,84.41481018066406,29240,0.0,0.0
2024-03-26 00:00:00+11:00,84.41480456821081,84.41480456821081,84.10407350740218,84.24531555175781,33567,0.0,0.0
