Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+11:00,4.079218106590717,4.116471203483532,4.069904610321541,4.1071577072143555,297784,0.0,0.0
2024-01-03 00:00:00+11:00,4.041965159949404,4.060591709088214,3.967458963394165,3.967458963394165,725660,0.0,0.0
2024-01-04 00:00:00+11:00,3.986085135477723,4.01402473449707,3.9581450923664563,4.01402473449707,432433,0.0,0.0
2024-01-05 00:00:00+11:00,4.023338230231466,4.051277829250813,3.995398187120199,4.01402473449707,406795,0.0,0.0
2024-01-08 00:00:00+11:00,3.9488317362034726,4.032651424407959,3.939518684231827,4.032651424407959,471884,0.0,0.0
2024-01-09 00:00:00+11:00,4.1164703369140625,4.130440134285061,4.079217247863498,4.1164703369140625,629203,0.0,0.0
2024-01-10 00:00:00+11:00,4.13509721807534,4.13509721807534,3.8929516754418825,3.976771354675293,1032247,0.0,0.0
2024-01-11 00:00:00+11:00,3.976771735180876,3.9953982830047607,3.9534884393780367,3.9953982830047607,922743,0.0,0.0
2024-01-12 00:00:00+11:00,3.9395186026058364,3.9488316543845174,3.8929520114366527,3.9302051067352295,626825,0.0,0.0
2024-01-15 00:00:00+11:00,3.939518885110061,3.939518885110061,3.9069225354092927,3.9348621368408203,49051,0.0,0.0
2024-01-16 00:00:00+11:00,3.8463861401698414,3.948831937540982,3.837072643631397,3.902265787124634,1031145,0.0,0.0
2024-01-17 00:00:00+11:00,3.883639097213745,3.902265645522773,3.84638600059569,3.883639097213745,835022,0.0,0.0
2024-01-18 00:00:00+11:00,3.8370723203405674,3.8650123635098668,3.734626531600952,3.734626531600952,2153784,0.0,0.0
2024-01-19 00:00:00+11:00,3.8184460620292797,3.8743257085067477,3.795162764974013,3.8370726108551025,1236248,0.0,0.0
2024-01-22 00:00:00+11:00,3.8650122643295504,3.8650122643295504,3.7905060765792213,3.8463857173919678,1211847,0.0,0.0
2024-01-23 00:00:00+11:00,3.865012271440664,3.920891912356222,3.8463857244688113,3.911578416824341,558908,0.0,0.0
2024-01-24 00:00:00+11:00,3.9115785127607237,3.9115785127607237,3.8696691141151067,3.8929519653320312,509408,0.0,0.0
2024-01-25 00:00:00+11:00,3.911578504457827,3.9302050518469818,3.8743254096795177,3.9208920001983643,800077,0.0,0.0
2024-01-29 00:00:00+11:00,3.9302050601894156,3.948831607618108,3.8743254179033393,3.8929519653320312,1375002,0.0,0.0
2024-01-30 00:00:00+11:00,3.9302051019500275,3.9302051019500275,3.846385859676247,3.8650124073028564,1213872,0.0,0.0
2024-01-31 00:00:00+11:00,3.8929519570686724,3.9628018428469423,3.8789821575497863,3.9208920001983643,2537128,0.0,0.0
2024-02-01 00:00:00+11:00,3.883639097213745,3.902265645522773,3.8370725043952056,3.883639097213745,1262651,0.0,0.0
2024-02-02 00:00:00+11:00,3.9115782214835417,3.976771354675293,3.8929516754418825,3.976771354675293,927466,0.0,0.0
2024-02-05 00:00:00+11:00,3.958145466778779,3.9907418167487063,3.920892368501159,3.967458963394165,807251,0.0,0.0
2024-02-06 00:00:00+11:00,3.9395184909888274,4.004711627960205,3.90226539674573,4.004711627960205,668712,0.0,0.0
2024-02-07 00:00:00+11:00,4.069905029918516,4.144411231385548,4.069905029918516,4.097845077514648,1364581,0.0,0.0
2024-02-08 00:00:00+11:00,4.1816637002579276,4.1816637002579276,4.0699044149445225,4.079217910766602,841456,0.0,0.0
2024-02-09 00:00:00+11:00,4.060591132775226,4.08853073047204,4.032651090986515,4.0512776374816895,740310,0.0,0.0
2024-02-12 00:00:00+11:00,4.069904320839669,4.069904320839669,3.962801785913742,4.004711627960205,913249,0.0,0.0
2024-02-13 00:00:00+11:00,4.069904376627684,4.069904376627684,3.986085135477723,4.01402473449707,1305266,0.0,0.0
2024-02-14 00:00:00+11:00,4.1723502714828555,4.638014362299729,4.153723725613856,4.461061954498291,6893847,0.0,0.0
2024-02-15 00:00:00+11:00,4.55419528069355,4.777714304506724,4.535568732383448,4.721834659576416,5666615,0.0,0.0
2024-02-16 00:00:00+11:00,4.8429069119612125,4.852220407989952,4.675267980271301,4.712521076202393,2913527,0.0,0.0
2024-02-19 00:00:00+11:00,4.740461210256226,4.814967403533881,4.675268069092305,4.787027359008789,2007241,0.0,0.0
2024-02-20 00:00:00+11:00,4.787027307546778,4.86153350002347,4.740461159294815,4.842906951904297,2316670,0.0,0.0
2024-02-21 00:00:00+11:00,4.787027018086363,4.8242801120721,4.7218343256572775,4.7404608726501465,1961991,0.0,0.0
2024-02-22 00:00:00+11:00,4.7404608726501465,4.800997261399947,4.712520830114888,4.7404608726501465,1624271,0.0,0.0
2024-02-23 00:00:00+11:00,4.796340579346642,4.796340579346642,4.600761611195805,4.628701210021973,1860509,0.0,0.0
2024-02-26 00:00:00+11:00,4.684581810527405,4.693894863128662,4.628701718551999,4.693894863128662,2356524,0.0,0.0
2024-02-27 00:00:00+11:00,4.71252054371285,4.768400181295388,4.6566409061303125,4.703207492828369,1532661,0.0,0.0
2024-02-28 00:00:00+11:00,4.768400720099029,4.777714216127769,4.675267980271301,4.712521076202393,5114516,0.0,0.0
2024-02-29 00:00:00+11:00,4.721834479643346,4.735804279320595,4.638014793395996,4.638014793395996,3802252,0.0,0.0
2024-03-01 00:00:00+11:00,4.721834285512839,4.726490589152536,4.628701107248391,4.675267696380615,6060970,0.0,0.0
2024-03-04 00:00:00+11:00,4.69389429159101,4.69389429159101,4.507628821326253,4.619388103485107,1808011,0.0,0.0
2024-03-05 00:00:00+11:00,4.628701297549879,4.675267888596612,4.544882055394455,4.638014793395996,1640988,0.0,0.0
2024-03-06 00:00:00+11:00,4.665954693097253,4.703207787150204,4.554194966846486,4.619388103485107,1593661,0.0,0.0
2024-03-07 00:00:00+11:00,4.712520983797229,4.712520983797229,4.600761698195379,4.638014793395996,2161116,0.0,0.0
2024-03-08 00:00:00+11:00,4.665954742362853,4.665954742362853,4.55419501493207,4.5635085105896,1939487,0.0,0.0
2024-03-11 00:00:00+11:00,4.535568766598182,4.558852063184437,4.461062572795723,4.479689121246338,1196425,0.0,0.0
2024-03-12 00:00:00+11:00,4.461062521201091,4.535568714141846,4.451749469129467,4.535568714141846,4900907,0.0,0.0
2024-03-13 00:00:00+11:00,4.544998124290175,4.582715913733951,4.478991767947809,4.488421440124512,2061657,0.06,0.0
2024-03-14 00:00:00+11:00,4.460132931412916,4.563857078552246,4.4412740364449945,4.563857078552246,2079528,0.0,0.0
2024-03-15 00:00:00+11:00,4.554427582015128,4.554427582015128,4.469562326568634,4.4978508949279785,2347023,0.0,0.0
2024-03-18 00:00:00+11:00,4.478992203611488,4.516709996724008,4.460133307055228,4.469562530517578,1073046,0.0,0.0
2024-03-19 00:00:00+11:00,4.488421382665929,4.493135769062412,4.422415027168544,4.450703144073486,1187128,0.0,0.0
2024-03-20 00:00:00+11:00,4.450703144073486,4.474276874581946,4.412985355112555,4.450703144073486,1248975,0.0,0.0
2024-03-21 00:00:00+11:00,4.516710137563306,4.69115504855611,4.5072809138069365,4.639293193817139,3058933,0.0,0.0
2024-03-22 00:00:00+11:00,4.611004338944014,4.6581518037132055,4.563857323806369,4.5921454429626465,795498,0.0,0.0
2024-03-25 00:00:00+11:00,4.5921452254063935,4.648721910670133,4.5921452254063935,4.601574897766113,1661702,0.0,0.0
2024-03-26 00:00:00+11:00,4.582716502384195,4.639293193817139,4.554427931851936,4.639293193817139,2187621,0.0,0.0
2024-03-27 00:00:00+11:00,4.667581186480472,4.790164239366452,4.6487222898542875,4.780735015869141,1432900,0.0,0.0
2024-03-28 00:00:00+11:00,4.818452576115265,4.884458486299277,4.7807347846868185,4.809022903442383,1991068,0.0,0.0
2024-04-02 00:00:00+11:00,4.7335874429116815,4.771305235314838,4.648722185188802,4.667581081390381,1890735,0.0,0.0
2024-04-03 00:00:00+11:00,4.601574668930016,4.67229540958487,4.592144997039233,4.6298627853393555,1237583,0.0,0.0
2024-04-04 00:00:00+11:00,4.705298860225034,4.72415820600378,4.625148888823116,4.648722171783447,579558,0.0,0.0
2024-04-05 00:00:00+11:00,4.620434011750471,4.648722130906749,4.544998427825002,4.5921454429626465,1081202,0.0,0.0
2024-04-08 00:00:00+10:00,4.629863000913828,4.639292673243673,4.578001151994258,4.58271598815918,649287,0.0,0.0
2024-04-09 00:00:00+10:00,4.620433792854026,4.677010478117767,4.5921452254063935,4.601574897766113,1630509,0.0,0.0
2024-04-10 00:00:00+10:00,4.611004120494307,4.63457785176208,4.544998212502373,4.601574897766113,769463,0.0,0.0
2024-04-11 00:00:00+10:00,4.535568511284602,4.582715973520168,4.497850721348759,4.563857078552246,2146334,0.0,0.0
2024-04-12 00:00:00+10:00,4.554427637430534,4.611004325206072,4.554427637430534,4.573286533355713,494887,0.0,0.0
2024-04-15 00:00:00+10:00,4.544997893157751,4.573286008986253,4.516709327697754,4.516709327697754,727849,0.0,0.0
2024-04-16 00:00:00+10:00,4.460133018633247,4.460133018633247,4.384697437286377,4.384697437286377,1907548,0.0,0.0
2024-04-17 00:00:00+10:00,4.3846976420176755,4.408271374697165,4.3469798495831125,4.356409072875977,752507,0.0,0.0
2024-04-18 00:00:00+10:00,4.337549717206422,4.4129852940850816,4.337549717206422,4.375267505645752,845976,0.0,0.0
2024-04-19 00:00:00+10:00,4.337550108525511,4.337550108525511,4.196108164301859,4.262114524841309,2276288,0.0,0.0
2024-04-22 00:00:00+10:00,4.318690822986758,4.375267505645752,4.2951170928043005,4.375267505645752,1315857,0.0,0.0
2024-04-23 00:00:00+10:00,4.346979660699815,4.41298556977646,4.2904029745063195,4.4035563468933105,1615823,0.0,0.0
2024-04-24 00:00:00+10:00,4.422415312145113,4.554427582015128,4.375267848090052,4.4978508949279785,1725266,0.0,0.0
2024-04-26 00:00:00+10:00,4.346980082530633,4.403556774214329,4.299832614645098,4.328121185302734,1161218,0.0,0.0
2024-04-29 00:00:00+10:00,4.412985355112555,4.460132816129475,4.370553179755141,4.450703144073486,1346506,0.0,0.0
2024-04-30 00:00:00+10:00,4.412985355112555,4.469562038553952,4.384697238207613,4.450703144073486,1527732,0.0,0.0
2024-05-01 00:00:00+10:00,4.375267778980796,4.422415242291142,4.3186910927873,4.4035563468933105,1270204,0.0,0.0
2024-05-02 00:00:00+10:00,4.3941264305084395,4.497850574255682,4.3941264305084395,4.412985324859619,1822321,0.0,0.0
2024-05-03 00:00:00+10:00,4.4318444363264415,4.4318444363264415,4.351694018999489,4.365838527679443,809001,0.0,0.0
2024-05-06 00:00:00+10:00,4.346980082530633,4.365838979758532,4.2904033908469374,4.328121185302734,1214129,0.0,0.0
2024-05-07 00:00:00+10:00,4.3469798495831125,4.39412686531054,4.323406116903622,4.356409072875977,1763605,0.0,0.0
2024-05-08 00:00:00+10:00,4.375267505645752,4.394126399865416,4.337549717206422,4.375267505645752,823737,0.0,0.0
2024-05-09 00:00:00+10:00,4.384697876986431,4.384697876986431,4.299832614645098,4.328121185302734,1015423,0.0,0.0
2024-05-10 00:00:00+10:00,4.346979342667829,4.384697130703999,4.318690776824951,4.318690776824951,642538,0.0,0.0
2024-05-13 00:00:00+10:00,4.3564093063287945,4.384697876986431,4.3092622880748355,4.328121185302734,1341937,0.0,0.0
2024-05-14 00:00:00+10:00,4.262114094770697,4.318690776824951,4.262114094770697,4.318690776824951,855854,0.0,0.0
2024-05-15 00:00:00+10:00,4.328120979742873,4.394126892089844,4.299832410428774,4.394126892089844,892087,0.0,0.0
2024-05-16 00:00:00+10:00,4.431844789819833,4.535568946921772,4.37526809948193,4.5072808265686035,2216587,0.0,0.0
2024-05-17 00:00:00+10:00,4.450703128882651,4.478991695322552,4.422415012074259,4.431844234466553,725768,0.0,0.0
2024-05-20 00:00:00+10:00,4.4412744756123805,4.526139736175537,4.384697785114133,4.526139736175537,1433880,0.0,0.0
2024-05-21 00:00:00+10:00,4.52613909232977,4.6581513513802,4.488421304029647,4.6298627853393555,2204405,0.0,0.0
2024-05-22 00:00:00+10:00,4.658151844672821,4.686439964077838,4.59214548334186,4.648722171783447,1493051,0.0,0.0
2024-05-23 00:00:00+10:00,4.620433778215508,4.71472825335633,4.563857093131015,4.58271598815918,2265378,0.0,0.0
2024-05-24 00:00:00+10:00,4.497850936143201,4.573286519617306,4.478992040274674,4.554427623748779,788495,0.0,0.0
2024-05-27 00:00:00+10:00,4.601575115769104,4.611004338944014,4.544998427825002,4.5921454429626465,598505,0.0,0.0
2024-05-28 00:00:00+10:00,4.611004338944014,4.648722130906749,4.573286546981279,4.5921454429626465,844112,0.0,0.0
2024-05-29 00:00:00+10:00,4.5261389993949175,4.578000844834835,4.469561868474924,4.516709327697754,1164034,0.0,0.0
2024-05-30 00:00:00+10:00,4.5261389993949175,4.573286008986253,4.478991540172087,4.516709327697754,600096,0.0,0.0
2024-05-31 00:00:00+10:00,4.544998633008286,4.611004547107125,4.488421942510038,4.526139736175537,1909714,0.0,0.0
2024-06-03 00:00:00+10:00,4.554427650999912,4.611004338944014,4.535568755018544,4.5921454429626465,868223,0.0,0.0
