squeeze_threshold,adx_min,require_fvg,target_rr,cooldown_hours,total_trades,win_rate,net_profit,return_pct,max_loss_streak,sharpe
1.5,20,True,3.0,4,15,26.666666666666668,-8.706157599999699,-2.4183771111110275,4,-0.17430758010097744
1.5,22,False,3.0,0,19,26.31578947368421,-12.60245359999925,-3.5006815555553477,5,-0.21998814090093788
1.5,20,False,2.5,0,20,30.0,-13.045510599999773,-3.6237529444443815,5,-0.24516628478487032
1.5,25,True,2.5,0,11,27.27272727272727,-14.462625999999489,-4.017396111110969,4,-0.3856099615519477
1.2,20,False,2.5,0,11,27.27272727272727,-14.482306300000118,-4.022862861111144,5,-0.38060161855564173
1.2,20,False,2.5,4,11,27.27272727272727,-14.482306300000118,-4.022862861111144,5,-0.38060161855564173
1.2,22,False,2.5,0,11,27.27272727272727,-14.482306300000118,-4.022862861111144,5,-0.38060161855564173
1.2,22,False,2.5,4,11,27.27272727272727,-14.482306300000118,-4.022862861111144,5,-0.38060161855564173
1.5,25,True,2.5,4,11,27.27272727272727,-14.50744139999938,-4.029844833333161,4,-0.38702766434902913
1.5,25,False,3.0,0,16,25.0,-16.493132799999785,-4.581425777777718,5,-0.32482753175319284
1.5,22,False,2.5,4,18,27.77777777777778,-21.26778280000002,-5.90771744444445,5,-0.4344467749622039
1.5,20,True,2.5,0,15,26.666666666666668,-21.606623699999773,-6.001839916666603,4,-0.501919872094243
1.5,20,True,2.5,4,15,26.666666666666668,-21.651439099999664,-6.014288638888796,4,-0.503182331877741
1.5,25,False,2.5,4,15,26.666666666666668,-21.702049600000237,-6.028347111111177,5,-0.4964710717598564
1.5,22,False,3.0,4,17,23.52941176470588,-24.066316000000427,-6.6850877777778965,5,-0.47525367813055647
1.5,22,True,3.0,0,14,21.428571428571427,-27.72275599999972,-7.700765555555478,5,-0.6351653890216127
1.5,22,True,3.0,4,14,21.428571428571427,-27.85061359999969,-7.73628155555547,5,-0.6390666507379154
1.5,22,False,2.5,0,19,26.31578947368421,-28.807359499999734,-8.002044305555483,5,-0.5886777115085599
1.5,25,False,2.5,0,16,25.0,-29.214555099999927,-8.115154194444424,5,-0.6692171051560881
1.5,22,True,2.5,0,14,21.428571428571427,-37.03920459999978,-10.288667944444382,5,-0.9815755554600167
1.5,22,True,2.5,4,14,21.428571428571427,-37.05491599999965,-10.293032222222125,5,-0.9826970152871012
