date,dir,entry,exit,result,r,pnl,equity,month
2026-01-20 09:55:00+00:00,BUY,95.384,94.9615,EXIT_SMA,-0.701,-84.58,11988.56,2026-01
2026-01-20 16:30:00+00:00,SELL,93.3792,94.285,EXIT_SMA,-0.631,-75.6,11912.96,2026-01
2026-01-21 12:00:00+00:00,SELL,94.6801,94.7852,SL,-1.0,-119.13,11793.83,2026-01
2026-01-21 13:30:00+00:00,SELL,94.4714,94.5822,EXIT_SMA,-0.239,-28.2,11765.63,2026-01
2026-01-21 20:35:00+00:00,SELL,92.0966,92.0705,EXIT_SMA,0.016,1.94,11767.56,2026-01
2026-01-22 00:55:00+00:00,SELL,90.9964,91.9345,SL,-1.0,-117.68,11649.89,2026-01
2026-01-22 13:50:00+00:00,SELL,93.056,93.5216,EXIT_SMA,-0.839,-97.71,11552.17,2026-01
2026-01-22 18:55:00+00:00,BUY,95.2893,96.2245,EXIT_SMA,1.095,126.46,11678.64,2026-01
2026-01-23 03:10:00+00:00,BUY,96.8846,98.7088,EXIT_SMA,2.375,277.36,11955.99,2026-01
2026-01-23 06:25:00+00:00,BUY,99.148,98.86,EXIT_SMA,-0.56,-66.98,11889.01,2026-01
2026-01-23 09:40:00+00:00,SELL,98.0343,98.1008,EXIT_SMA,-0.109,-12.98,11876.03,2026-01
2026-01-26 01:30:00+00:00,BUY,103.2635,108.4535,TP,10.0,1187.6,13063.63,2026-01
2026-01-26 09:40:00+00:00,BUY,109.6682,109.4072,EXIT_SMA,-0.396,-51.76,13011.86,2026-01
2026-01-26 12:55:00+00:00,BUY,110.7702,109.6098,SL,-1.0,-130.12,12881.74,2026-01
2026-01-26 18:05:00+00:00,BUY,117.4694,116.263,SL,-1.0,-128.82,12752.93,2026-01
2026-01-26 20:25:00+00:00,SELL,110.011,109.1602,EXIT_SMA,0.27,34.4,12787.32,2026-01
2026-01-26 23:10:00+00:00,SELL,105.9456,106.1544,EXIT_SMA,-0.075,-9.53,12777.8,2026-01
2026-01-27 01:00:00+00:00,SELL,105.1069,107.4635,SL,-1.0,-127.78,12650.02,2026-01
2026-01-27 02:50:00+00:00,BUY,110.0172,109.9952,EXIT_SMA,-0.005,-0.66,12649.36,2026-01
2026-01-27 08:25:00+00:00,BUY,112.7522,111.2312,EXIT_SMA,-0.626,-79.19,12570.17,2026-01
2026-01-27 15:45:00+00:00,SELL,109.345,108.2276,EXIT_SMA,0.416,52.31,12622.48,2026-01
2026-01-27 23:00:00+00:00,BUY,110.7184,111.4878,EXIT_SMA,0.396,50.01,12672.49,2026-01
2026-01-28 10:10:00+00:00,SELL,112.8876,113.3167,EXIT_SMA,-0.317,-40.15,12632.34,2026-01
2026-01-28 11:55:00+00:00,SELL,111.8072,112.5206,EXIT_SMA,-0.408,-51.55,12580.79,2026-01
2026-01-28 14:25:00+00:00,BUY,114.2346,113.4926,EXIT_SMA,-0.647,-81.34,12499.45,2026-01
2026-01-28 19:10:00+00:00,SELL,112.4074,113.1464,EXIT_SMA,-0.525,-65.65,12433.8,2026-01
2026-01-28 21:25:00+00:00,BUY,116.8052,115.4974,EXIT_SMA,-0.775,-96.39,12337.4,2026-01
2026-01-29 07:05:00+00:00,BUY,119.8099,118.8634,EXIT_SMA,-0.814,-100.4,12237.0,2026-01
2026-01-29 09:20:00+00:00,SELL,116.9206,117.3072,EXIT_SMA,-0.381,-46.58,12190.42,2026-01
