entry_time,exit_time,type,entry_price,exit_price,sl,pnl,r_achieved,exit_reason,hold_hours
2025-04-14 01:00:00+00:00,2025-04-14 09:00:00+00:00,BUY,3240.5111344012107,3226.340747429732,3215.42,-56.47567282089527,-0.5647567282089527,BB_CROSSBACK,8.0
2025-04-23 23:00:00+00:00,2025-04-24 15:00:00+00:00,BUY,3317.1737325180948,3326.888631484598,3284.0,29.11952526198922,0.292849137829285,BB_CROSSBACK,16.0
2025-05-09 07:00:00+00:00,2025-05-11 22:00:00+00:00,BUY,3328.0693089522993,3312.422235636563,3312.95,-103.20755399812079,-1.0349066458726264,STOP_LOSS,63.0
2025-05-14 03:00:00+00:00,2025-05-15 11:00:00+00:00,SELL,3227.5784282445534,3179.3821724607237,3251.905,195.53510501349865,1.9812185731858545,BB_CROSSBACK,32.0
2025-05-16 07:00:00+00:00,2025-05-18 22:00:00+00:00,SELL,3207.0203837812164,3216.492000223636,3231.335,-39.20750703184601,-0.38954414732248055,BB_CROSSBACK,63.0
2025-05-21 15:00:00+00:00,2025-05-22 09:00:00+00:00,BUY,3312.39,3310.698832977819,3295.355,-9.95317949738974,-0.09927602126097573,BB_CROSSBACK,18.0
2025-05-23 04:00:00+00:00,2025-05-26 01:00:00+00:00,BUY,3314.3124860014264,3341.7036530657083,3291.0,117.68146246384617,1.1749569334907501,BB_CROSSBACK,69.0
2025-05-26 02:00:00+00:00,2025-05-26 06:00:00+00:00,BUY,3348.5459526217523,3346.565646515879,3331.445,-11.73467752383687,-0.11580092347337266,BB_CROSSBACK,4.0
2025-05-28 00:00:00+00:00,2025-05-28 03:00:00+00:00,BUY,3309.2029802494426,3296.5907673279344,3297.298,-107.23055232233376,-1.059406454882485,STOP_LOSS,3.0
2025-05-28 05:00:00+00:00,2025-05-28 15:00:00+00:00,BUY,3307.7809183447444,3301.965849042869,3291.705,-36.22509581615189,-0.36172548137980753,BB_CROSSBACK,10.0
2025-05-29 10:00:00+00:00,2025-05-30 03:00:00+00:00,BUY,3297.380389128341,3296.945660607081,3276.33,-2.060699392827393,-0.020651804515788793,BB_CROSSBACK,17.0
2025-06-05 08:00:00+00:00,2025-06-05 15:00:00+00:00,BUY,3375.9938236786593,3367.0627631386437,3363.89,-73.61179084941625,-0.7378710048265288,BB_CROSSBACK,7.0
2025-06-11 20:00:00+00:00,2025-06-12 09:00:00+00:00,BUY,3356.0185454829093,3356.222644913097,3323.9,0.6292691590049019,0.006354566407636898,BB_CROSSBACK,13.0
2025-06-12 09:00:00+00:00,2025-06-16 05:00:00+00:00,BUY,3366.2726073400418,3426.893138524348,3338.59,216.86569888168523,2.1898418179931194,BB_CROSSBACK,92.0
2025-06-17 10:00:00+00:00,2025-06-17 13:00:00+00:00,BUY,3399.062653688251,3386.054380445872,3375.785,-56.554386586564775,-0.558830946477416,BB_CROSSBACK,3.0
2025-06-17 22:00:00+00:00,2025-06-18 01:00:00+00:00,BUY,3389.6043523216354,3385.3140682917942,3382.465,-60.47547658788044,-0.600934627758849,BB_CROSSBACK,3.0
2025-07-02 10:00:00+00:00,2025-07-03 10:00:00+00:00,BUY,3345.216522572463,3345.0535017018456,3333.005,-1.3353888996416072,-0.013349757956064865,BB_CROSSBACK,24.0
2025-07-04 04:00:00+00:00,2025-07-04 15:00:00+00:00,BUY,3341.551606089905,3332.3293834153706,3326.235,-60.221206203479376,-0.602106146779654,BB_CROSSBACK,11.0
2025-07-07 02:00:00+00:00,2025-07-07 15:00:00+00:00,SELL,3308.356880739318,3318.944072572252,3329.77,-49.15349664713932,-0.4944254829969507,BB_CROSSBACK,13.0
2025-07-10 13:00:00+00:00,2025-07-10 20:00:00+00:00,SELL,3312.041696895247,3325.580884948822,3330.325,-73.25528193986649,-0.7405219929901846,BB_CROSSBACK,7.0
2025-07-21 00:00:00+00:00,2025-07-22 06:00:00+00:00,BUY,3352.759106115809,3384.5961731287666,3344.905,398.02399711206124,4.053557023997315,BB_CROSSBACK,30.0
2025-07-22 14:00:00+00:00,2025-07-23 12:00:00+00:00,BUY,3426.9577155679326,3427.7013444843906,3390.935,2.109160945568768,0.020643333095074642,BB_CROSSBACK,22.0
2025-07-25 00:00:00+00:00,2025-07-25 02:00:00+00:00,BUY,3373.053568536603,3364.716751829316,3365.205,-108.54987872922463,-1.0622085630528733,STOP_LOSS,2.0
2025-07-25 05:00:00+00:00,2025-07-28 04:00:00+00:00,SELL,3357.7088685944664,3344.128772569293,3363.575,234.06302285044538,2.315000310488041,BB_CROSSBACK,71.0
2025-07-28 08:00:00+00:00,2025-07-28 10:00:00+00:00,SELL,3335.4409135264755,3338.600337209143,3345.52,-32.42707408703293,-0.3134632975882078,BB_CROSSBACK,2.0
2025-07-28 12:00:00+00:00,2025-07-29 07:00:00+00:00,SELL,3327.634444880829,3317.9705553812432,3338.88,88.61936437663758,0.8593519303561222,BB_CROSSBACK,19.0
2025-07-29 07:00:00+00:00,2025-07-29 08:00:00+00:00,SELL,3316.4560105533214,3323.144221643811,3322.4,-117.03228624634032,-1.1252057478376942,STOP_LOSS,1.0
