Entry_Time,Entry_Price,Exit_Price,Stop_Loss,Take_Profit,Direction,PnL,RR,Exit_Reason,Balance,peak
2025-10-29 17:15:00+00:00,47.91655,48.14340154275774,48.14340154275774,47.349421143105644,SELL,-7.2,-1.0,STOP_LOSS,352.8,352.8
2025-10-30 02:45:00+00:00,47.33445,47.60912299132936,47.60912299132936,46.6477675216766,SELL,-7.056,-1.0,STOP_LOSS,345.744,352.8
2025-11-06 15:00:00+00:00,48.04305,48.2540162459343,48.2540162459343,47.51563438516425,SELL,-6.914880000000001,-1.0,STOP_LOSS,338.82912000000005,352.8
2025-11-06 15:30:00+00:00,47.8935,48.12782306409642,48.12782306409642,47.307692339758965,SELL,-6.7765824000000014,-1.0,STOP_LOSS,332.05253760000005,352.8
2025-11-12 01:00:00+00:00,51.2311,51.05099398983184,51.05099398983184,51.6813650254204,BUY,-6.641050752000001,-1.0,STOP_LOSS,325.41148684800004,352.8
2025-11-14 00:15:00+00:00,52.7772,53.52101440561755,52.47967423775298,53.52101440561755,BUY,16.2705743424,2.5,TAKE_PROFIT,341.6820611904,352.8
2025-11-14 01:30:00+00:00,52.84255,52.55037471953282,52.55037471953282,53.57298820116796,BUY,-6.833641223808001,-1.0,STOP_LOSS,334.848419966592,352.8
2025-11-17 19:30:00+00:00,49.8835,50.23206039301336,50.23206039301336,49.01209901746658,SELL,-6.6969683993318405,-1.0,STOP_LOSS,328.15145156726015,352.8
2025-11-19 09:30:00+00:00,51.81035,52.44572608651396,51.556199565394415,52.44572608651396,BUY,16.407572578362917,2.4999999999999862,TAKE_PROFIT,344.5590241456231,352.8
2025-11-25 01:30:00+00:00,51.37,51.16839959973618,51.16839959973618,51.87400100065953,BUY,-6.891180482912462,-1.0,STOP_LOSS,337.6678436627106,352.8
2025-12-02 20:30:00+00:00,58.5761,58.20438248671976,58.20438248671976,59.50539378320059,BUY,-6.753356873254213,-1.0,STOP_LOSS,330.91448678945636,352.8
2025-12-03 02:00:00+00:00,58.5084,58.17010101000619,58.17010101000619,59.35414747498453,BUY,-6.618289735789127,-1.0,STOP_LOSS,324.29619705366724,352.8
2025-12-04 01:15:00+00:00,58.62265,58.39289598087568,58.39289598087568,59.1970350478108,BUY,-6.485923941073345,-1.0,STOP_LOSS,317.8102731125939,352.8
2025-12-09 23:15:00+00:00,60.8654,61.51239271176617,60.606602915293536,61.51239271176617,BUY,15.890513655629784,2.5000000000000138,TAKE_PROFIT,333.7007867682237,352.8
2025-12-10 01:00:00+00:00,60.9754,61.61317938050054,60.720288247799786,61.61317938050054,BUY,16.685039338411276,2.5000000000000138,TAKE_PROFIT,350.38582610663497,352.8
2025-12-10 20:00:00+00:00,61.70435,63.12241451238853,61.137124195044585,63.12241451238853,BUY,17.51929130533175,2.5,TAKE_PROFIT,367.9051174119667,367.9051174119667
2025-12-12 08:45:00+00:00,63.9908,63.6820803378864,63.6820803378864,64.76259915528401,BUY,-7.358102348239335,-1.0,STOP_LOSS,360.5470150637274,367.9051174119667
2025-12-23 17:00:00+00:00,70.9062,72.3858340450692,70.31434638197231,72.3858340450692,BUY,18.027350753186283,2.499999999999988,TAKE_PROFIT,378.57436581691366,378.57436581691366
2025-12-23 23:00:00+00:00,71.69375,72.65230528537619,71.31032788584952,72.65230528537619,BUY,18.928718290845683,2.5,TAKE_PROFIT,397.5030841077593,397.5030841077593
2025-12-30 16:45:00+00:00,77.0202,76.19368835343995,76.19368835343995,79.08647911640013,BUY,-7.950061682155186,-1.0,STOP_LOSS,389.5530224256041,397.5030841077593
2026-01-06 20:45:00+00:00,81.27805,80.54558161324972,80.54558161324972,83.10922096687567,BUY,-7.7910604485120825,-1.0,STOP_LOSS,381.761961977092,397.5030841077593
2026-01-12 14:30:00+00:00,84.8005,83.91891002873831,83.91891002873831,87.00447492815422,BUY,-7.635239239541842,-1.0,STOP_LOSS,374.1267227375502,397.5030841077593
2026-01-13 16:30:00+00:00,88.82615,87.92271414262316,87.92271414262316,91.08473964344208,BUY,-7.482534454751004,-1.0,STOP_LOSS,366.6441882827992,397.5030841077593
2026-01-27 20:45:00+00:00,112.1071,117.03713923373437,110.13508430650626,117.03713923373437,BUY,18.33220941413996,2.5,TAKE_PROFIT,384.97639769693916,397.5030841077593
2026-01-30 02:15:00+00:00,110.53255,103.25931192378536,113.44184523048585,103.25931192378536,SELL,19.24881988484698,2.500000000000002,TAKE_PROFIT,404.2252175817861,404.2252175817861
2026-01-30 16:15:00+00:00,95.3748,87.45724890651894,98.54182043739242,87.45724890651894,SELL,20.211260879089288,2.499999999999998,TAKE_PROFIT,424.43647846087543,424.43647846087543
2026-02-03 17:00:00+00:00,85.4108,87.16109031544798,87.16109031544798,81.03507421138004,SELL,-8.488729569217508,-1.0,STOP_LOSS,415.9477488916579,424.43647846087543
2026-02-04 15:15:00+00:00,88.618,84.46122447287459,90.28071021085016,84.46122447287459,SELL,20.79738744458286,2.4999999999999956,TAKE_PROFIT,436.74513633624076,436.74513633624076
2026-02-05 02:00:00+00:00,82.9798,77.98720969709544,84.97683612116182,77.98720969709544,SELL,21.837256816812005,2.4999999999999964,TAKE_PROFIT,458.58239315305275,458.58239315305275
2026-02-09 13:15:00+00:00,79.7085,80.74647382148473,80.74647382148473,77.11356544628819,SELL,-9.171647863061056,-1.0,STOP_LOSS,449.41074528999167,458.58239315305275
2026-02-09 23:00:00+00:00,81.5304,82.4591352791865,82.4591352791865,79.20856180203376,SELL,-8.988214905799834,-1.0,STOP_LOSS,440.4225303841918,458.58239315305275
