ORB_Hours,HTF,RR_Target,Total_Trades,Wins,Win_Rate,Net_Profit,ROI,Avg_RR,Sharpe,Max_DD
1.5,1h,2.5,10,4,40.0,27.628902163826297,7.674695045507304,0.400000000000003,0.6909641450590105,-7.06565299932784
1.5,4h,2.5,12,7,58.333333333333336,97.88664068101974,27.190733522505482,1.041666666666669,1.9930899568464848,-2.0000000000000058
2.0,4h,2.5,11,5,45.45454545454545,47.0103472720175,13.058429797782638,0.590909090909092,1.046760548772725,-1.9999999999999987
