di,atr_ratio,di_slope,adx_min,persist,avoid,rr,weekend,trades,win_rate,roi,sharpe,max_dd,expectancy_R,worst_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
25.0,0.0,False,0.0,1,none,2.0,hold,472,36.9,48.6,0.86,-17.96,0.095,-4.22,0.157,0.027,False,7,11
25.0,0.0,False,0.0,1,none,2.0,flat,564,38.1,60.87,0.85,-23.46,0.094,-1.0,0.181,0.004,False,8,11
25.0,0.0,False,0.0,1,none,2.5,hold,374,32.6,59.59,1.21,-13.86,0.138,-1.9,0.185,0.081,True,8,11
25.0,0.0,False,0.0,1,none,2.5,flat,483,35.0,100.94,1.28,-15.28,0.157,-1.0,0.261,0.046,False,9,11
25.0,0.0,False,0.0,1,none,3.0,hold,327,28.1,42.27,0.89,-14.6,0.124,-1.49,0.205,0.03,False,7,11
25.0,0.0,False,0.0,1,none,3.0,flat,420,31.7,70.04,1.08,-15.72,0.141,-1.0,0.226,0.064,True,8,11
25.0,0.0,False,0.0,1,none,3.5,hold,209,27.3,54.22,1.65,-16.81,0.227,-1.0,0.237,0.213,True,8,10
25.0,0.0,False,0.0,1,none,3.5,flat,389,29.0,76.02,1.17,-19.44,0.163,-1.0,0.248,0.075,True,10,11
25.0,0.0,False,0.0,1,none,4.0,hold,235,26.0,89.72,1.91,-11.54,0.296,-1.33,0.402,0.184,True,9,10
25.0,0.0,False,0.0,1,none,4.0,flat,368,27.7,106.45,1.36,-14.28,0.217,-1.0,0.369,0.072,True,10,11
25.0,0.0,False,0.0,1,none,5.0,hold,80,21.2,21.68,1.57,-11.49,0.275,-1.0,,,False,2,4
25.0,0.0,False,0.0,1,none,5.0,flat,340,24.4,52.22,0.82,-27.05,0.147,-1.0,0.267,0.01,False,7,11
25.0,0.0,False,0.0,1,none,6.0,hold,95,18.9,31.65,1.86,-17.38,0.326,-1.0,,,False,3,4
25.0,0.0,False,0.0,1,none,6.0,flat,290,24.5,68.36,1.1,-23.99,0.208,-1.0,0.328,0.042,False,8,11
25.0,0.0,False,0.0,1,live_5m,2.0,hold,509,36.5,42.09,0.71,-19.63,0.08,-4.22,0.136,0.017,False,7,11
25.0,0.0,False,0.0,1,live_5m,2.0,flat,586,36.3,24.34,0.38,-29.6,0.047,-1.0,0.122,-0.035,False,5,11
25.0,0.0,False,0.0,1,live_5m,2.5,hold,424,32.3,62.59,1.11,-18.41,0.128,-1.9,0.153,0.094,True,7,11
25.0,0.0,False,0.0,1,live_5m,2.5,flat,520,32.5,42.03,0.64,-28.0,0.08,-1.0,0.149,0.012,False,8,11
25.0,0.0,False,0.0,1,live_5m,3.0,hold,359,29.0,64.39,1.07,-20.03,0.155,-1.9,0.253,0.035,False,6,11
25.0,0.0,False,0.0,1,live_5m,3.0,flat,453,29.6,43.49,0.69,-24.2,0.094,-1.0,0.203,0.002,False,5,11
25.0,0.0,False,0.0,1,live_5m,3.5,hold,270,27.8,85.95,1.73,-12.52,0.25,-1.0,0.27,0.22,True,9,10
25.0,0.0,False,0.0,1,live_5m,3.5,flat,411,29.2,87.72,1.16,-20.45,0.171,-1.0,0.318,0.027,False,10,11
25.0,0.0,False,0.0,1,live_5m,4.0,hold,298,25.2,96.7,1.58,-18.4,0.251,-3.0,0.353,0.121,True,8,10
25.0,0.0,False,0.0,1,live_5m,4.0,flat,403,27.5,104.26,1.3,-17.32,0.197,-1.0,0.3,0.1,True,9,11
25.0,0.0,False,0.0,1,live_5m,5.0,hold,219,19.6,38.45,0.93,-24.58,0.176,-1.33,0.297,-0.13,False,6,9
25.0,0.0,False,0.0,1,live_5m,5.0,flat,358,23.7,56.82,0.87,-24.3,0.15,-1.0,0.221,0.066,True,7,11
25.0,0.0,False,0.0,1,live_5m,6.0,hold,203,16.3,19.09,0.54,-24.55,0.119,-4.22,0.156,0.038,False,3,8
25.0,0.0,False,0.0,1,live_5m,6.0,flat,321,23.7,105.78,1.3,-19.7,0.255,-1.0,0.362,0.111,True,8,11
25.0,0.0,False,0.0,1,post_ny,2.0,hold,482,35.9,30.44,0.6,-26.38,0.066,-4.22,0.081,0.047,False,5,11
25.0,0.0,False,0.0,1,post_ny,2.0,flat,601,36.1,14.16,0.25,-36.58,0.032,-1.49,0.066,-0.006,False,6,11
25.0,0.0,False,0.0,1,post_ny,2.5,hold,392,31.6,42.76,0.96,-23.23,0.104,-1.9,0.059,0.165,True,7,11
25.0,0.0,False,0.0,1,post_ny,2.5,flat,509,32.4,37.04,0.59,-33.61,0.074,-1.0,0.124,0.018,False,7,11
25.0,0.0,False,0.0,1,post_ny,3.0,hold,348,27.6,34.98,0.75,-25.28,0.102,-1.49,0.095,0.112,True,7,11
25.0,0.0,False,0.0,1,post_ny,3.0,flat,460,28.5,8.17,0.15,-40.59,0.031,-1.0,0.088,-0.024,False,5,11
25.0,0.0,False,0.0,1,post_ny,3.5,hold,258,26.0,47.0,1.33,-20.55,0.169,-1.0,0.041,0.378,False,7,10
25.0,0.0,False,0.0,1,post_ny,3.5,flat,423,26.5,14.39,0.27,-37.94,0.048,-1.0,0.091,0.003,False,5,11
25.0,0.0,False,0.0,1,post_ny,4.0,hold,165,22.4,17.51,0.75,-15.14,0.119,-1.33,0.057,0.212,True,6,7
25.0,0.0,False,0.0,1,post_ny,4.0,flat,426,25.8,40.51,0.62,-23.78,0.099,-1.0,0.143,0.058,True,8,11
25.0,0.0,False,0.0,1,post_ny,5.0,hold,83,20.5,17.68,1.23,-15.14,0.225,-1.33,,,False,2,4
25.0,0.0,False,0.0,1,post_ny,5.0,flat,382,22.0,11.74,0.2,-40.07,0.051,-1.0,0.12,-0.031,False,6,11
25.0,0.0,False,0.0,1,post_ny,6.0,hold,95,15.8,7.25,0.47,-16.55,0.105,-1.0,,,False,2,4
25.0,0.0,False,0.0,1,post_ny,6.0,flat,322,22.4,40.59,0.7,-30.14,0.133,-1.0,0.188,0.066,True,8,11
25.0,0.0,False,0.0,1,pre_london,2.0,hold,492,36.8,49.79,0.88,-17.4,0.093,-4.22,0.128,0.057,True,7,11
25.0,0.0,False,0.0,1,pre_london,2.0,flat,557,38.8,91.79,1.25,-15.7,0.127,-1.0,0.161,0.088,True,10,11
25.0,0.0,False,0.0,1,pre_london,2.5,hold,430,33.3,89.53,1.5,-12.32,0.162,-1.39,0.116,0.208,True,7,11
25.0,0.0,False,0.0,1,pre_london,2.5,flat,488,35.5,124.29,1.58,-13.44,0.178,-1.0,0.199,0.157,True,10,11
25.0,0.0,False,0.0,1,pre_london,3.0,hold,358,29.9,86.9,1.48,-12.41,0.191,-1.9,0.216,0.163,True,9,11
25.0,0.0,False,0.0,1,pre_london,3.0,flat,416,31.7,84.08,1.29,-11.9,0.162,-1.0,0.212,0.109,True,9,11
25.0,0.0,False,0.0,1,pre_london,3.5,hold,262,27.9,82.58,1.79,-16.73,0.25,-1.9,0.339,0.166,True,8,10
25.0,0.0,False,0.0,1,pre_london,3.5,flat,401,28.2,87.66,1.32,-16.18,0.175,-1.0,0.206,0.138,True,10,11
25.0,0.0,False,0.0,1,pre_london,4.0,hold,280,25.0,88.55,1.69,-15.08,0.25,-1.07,0.265,0.228,True,9,10
25.0,0.0,False,0.0,1,pre_london,4.0,flat,384,26.8,105.99,1.42,-16.48,0.209,-1.0,0.254,0.157,True,10,11
25.0,0.0,False,0.0,1,pre_london,5.0,hold,94,27.7,79.52,3.32,-7.73,0.66,-1.0,,,False,3,4
25.0,0.0,False,0.0,1,pre_london,5.0,flat,342,24.0,83.15,1.16,-17.0,0.202,-1.0,0.285,0.096,True,9,11
25.0,0.0,False,0.0,1,pre_london,6.0,hold,104,20.2,47.62,2.33,-19.03,0.413,-1.0,,,False,3,4
25.0,0.0,False,0.0,1,pre_london,6.0,flat,298,22.8,73.32,1.05,-24.54,0.213,-1.0,0.354,0.019,False,6,11
25.0,0.0,False,0.0,2,none,2.0,hold,446,34.8,11.02,0.25,-20.86,0.034,-4.22,0.079,-0.017,False,5,11
25.0,0.0,False,0.0,2,none,2.0,flat,516,37.0,33.2,0.62,-16.8,0.065,-1.0,0.11,0.013,False,7,11
25.0,0.0,False,0.0,2,none,2.5,hold,358,32.4,52.95,1.12,-10.95,0.132,-1.39,0.187,0.057,True,8,11
25.0,0.0,False,0.0,2,none,2.5,flat,435,34.7,74.22,1.23,-12.95,0.14,-1.0,0.185,0.087,True,9,11
25.0,0.0,False,0.0,2,none,3.0,hold,286,29.7,61.33,1.4,-18.5,0.184,-1.9,0.197,0.167,True,8,11
25.0,0.0,False,0.0,2,none,3.0,flat,386,32.1,73.64,1.21,-12.68,0.158,-1.49,0.251,0.077,True,10,11
25.0,0.0,False,0.0,2,none,3.5,hold,199,27.6,54.61,1.7,-13.63,0.239,-1.9,0.327,0.111,True,9,10
25.0,0.0,False,0.0,2,none,3.5,flat,361,28.5,66.93,1.09,-18.78,0.159,-1.49,0.326,-0.012,False,8,11
25.0,0.0,False,0.0,2,none,4.0,hold,134,26.9,53.27,2.21,-8.74,0.343,-1.0,0.4,0.271,True,7,7
25.0,0.0,False,0.0,2,none,4.0,flat,343,26.5,63.28,1.08,-17.14,0.163,-1.49,0.308,0.037,False,7,11
25.0,0.0,False,0.0,2,none,5.0,hold,88,20.5,19.09,1.32,-11.36,0.227,-1.0,,,False,4,4
25.0,0.0,False,0.0,2,none,5.0,flat,313,24.0,57.31,1.08,-21.09,0.169,-1.49,0.186,0.153,True,7,11
25.0,0.0,False,0.0,2,none,6.0,hold,87,19.5,33.25,2.0,-11.36,0.368,-1.0,,,False,4,4
25.0,0.0,False,0.0,2,none,6.0,flat,289,22.8,49.15,0.92,-21.05,0.166,-1.49,0.239,0.085,True,6,11
25.0,0.0,False,0.0,2,live_5m,2.0,hold,504,33.7,-4.98,-0.12,-19.58,0.0,-4.22,-0.005,0.007,False,6,11
25.0,0.0,False,0.0,2,live_5m,2.0,flat,551,35.8,13.8,0.27,-16.09,0.033,-1.0,0.04,0.025,False,7,11
25.0,0.0,False,0.0,2,live_5m,2.5,hold,402,31.8,49.13,0.96,-10.85,0.113,-1.39,0.145,0.065,True,9,11
25.0,0.0,False,0.0,2,live_5m,2.5,flat,465,33.3,54.16,0.92,-14.36,0.105,-1.0,0.145,0.06,True,9,11
25.0,0.0,False,0.0,2,live_5m,3.0,hold,317,29.3,60.71,1.27,-13.28,0.166,-1.9,0.144,0.198,True,9,11
25.0,0.0,False,0.0,2,live_5m,3.0,flat,438,30.1,55.51,0.89,-18.4,0.116,-1.49,0.153,0.081,True,7,11
25.0,0.0,False,0.0,2,live_5m,3.5,hold,284,24.3,22.6,0.59,-12.38,0.09,-1.9,0.083,0.103,True,7,10
25.0,0.0,False,0.0,2,live_5m,3.5,flat,402,28.1,56.25,0.88,-23.38,0.128,-1.49,0.251,0.005,False,7,11
25.0,0.0,False,0.0,2,live_5m,4.0,hold,294,23.5,52.87,1.04,-23.62,0.167,-3.0,0.236,0.06,True,7,10
25.0,0.0,False,0.0,2,live_5m,4.0,flat,384,27.1,81.24,1.21,-17.01,0.175,-1.49,0.244,0.109,True,7,11
25.0,0.0,False,0.0,2,live_5m,5.0,hold,226,19.0,29.47,0.7,-34.94,0.141,-1.05,0.28,-0.227,False,5,9
25.0,0.0,False,0.0,2,live_5m,5.0,flat,344,24.4,101.37,1.45,-26.54,0.229,-1.49,0.237,0.22,True,8,11
25.0,0.0,False,0.0,2,live_5m,6.0,hold,174,19.5,74.94,1.69,-14.69,0.359,-1.9,0.466,0.129,True,6,8
25.0,0.0,False,0.0,2,live_5m,6.0,flat,312,23.4,98.08,1.31,-25.14,0.249,-1.49,0.329,0.15,True,8,11
25.0,0.0,False,0.0,2,post_ny,2.0,hold,450,34.2,3.51,0.09,-28.09,0.018,-4.22,0.01,0.028,False,4,11
25.0,0.0,False,0.0,2,post_ny,2.0,flat,545,35.4,7.36,0.15,-30.88,0.023,-1.0,0.041,0.0,False,6,11
25.0,0.0,False,0.0,2,post_ny,2.5,hold,396,30.6,24.2,0.56,-23.61,0.068,-1.39,0.05,0.093,False,6,11
25.0,0.0,False,0.0,2,post_ny,2.5,flat,477,31.4,6.79,0.14,-32.94,0.025,-1.0,0.056,-0.013,False,7,11
25.0,0.0,False,0.0,2,post_ny,3.0,hold,319,28.8,52.79,1.2,-25.74,0.149,-1.9,0.106,0.205,True,8,11
25.0,0.0,False,0.0,2,post_ny,3.0,flat,436,28.7,10.28,0.21,-32.15,0.036,-1.49,0.066,0.006,False,5,11
25.0,0.0,False,0.0,2,post_ny,3.5,hold,256,27.0,62.45,1.59,-20.96,0.209,-1.9,0.14,0.345,True,10,10
25.0,0.0,False,0.0,2,post_ny,3.5,flat,409,25.7,11.01,0.22,-35.23,0.042,-1.49,0.11,-0.039,False,5,11
25.0,0.0,False,0.0,2,post_ny,4.0,hold,144,25.7,45.61,1.87,-11.71,0.285,-1.0,0.221,0.379,True,6,7
25.0,0.0,False,0.0,2,post_ny,4.0,flat,386,25.1,24.7,0.46,-25.82,0.076,-1.49,0.129,0.022,False,7,11
25.0,0.0,False,0.0,2,post_ny,5.0,hold,92,19.6,14.4,0.97,-11.36,0.174,-1.0,,,False,3,4
25.0,0.0,False,0.0,2,post_ny,5.0,flat,329,23.7,44.47,0.78,-27.09,0.135,-1.49,0.18,0.083,True,6,11
25.0,0.0,False,0.0,2,post_ny,6.0,hold,87,19.5,33.25,1.95,-11.36,0.368,-1.0,,,False,4,4
25.0,0.0,False,0.0,2,post_ny,6.0,flat,307,22.1,39.64,0.74,-28.47,0.136,-1.49,0.164,0.1,True,6,11
25.0,0.0,False,0.0,2,pre_london,2.0,hold,444,35.8,27.64,0.59,-15.26,0.065,-4.22,0.102,0.026,False,5,11
25.0,0.0,False,0.0,2,pre_london,2.0,flat,513,37.0,39.85,0.75,-14.21,0.075,-1.0,0.091,0.055,True,9,11
25.0,0.0,False,0.0,2,pre_london,2.5,hold,399,33.8,96.01,1.56,-11.44,0.182,-1.39,0.241,0.114,True,8,11
25.0,0.0,False,0.0,2,pre_london,2.5,flat,444,35.6,105.76,1.52,-13.69,0.175,-1.0,0.234,0.111,True,10,11
25.0,0.0,False,0.0,2,pre_london,3.0,hold,334,29.0,59.59,1.12,-18.5,0.156,-1.9,0.209,0.103,True,8,11
25.0,0.0,False,0.0,2,pre_london,3.0,flat,390,31.5,67.31,1.07,-13.55,0.147,-1.49,0.266,0.041,False,8,11
25.0,0.0,False,0.0,2,pre_london,3.5,hold,233,26.2,42.9,1.19,-19.74,0.173,-1.9,0.336,-0.013,False,7,10
25.0,0.0,False,0.0,2,pre_london,3.5,flat,362,27.6,68.4,1.1,-16.32,0.162,-1.49,0.277,0.036,False,10,11
25.0,0.0,False,0.0,2,pre_london,4.0,hold,160,27.5,75.04,2.34,-9.18,0.375,-1.0,0.512,0.216,True,7,7
25.0,0.0,False,0.0,2,pre_london,4.0,flat,363,25.6,83.2,1.25,-17.26,0.187,-1.49,0.292,0.09,True,9,11
25.0,0.0,False,0.0,2,pre_london,5.0,hold,93,21.5,27.4,1.66,-11.36,0.29,-1.0,,,False,3,4
25.0,0.0,False,0.0,2,pre_london,5.0,flat,316,24.4,98.56,1.59,-20.8,0.243,-1.49,0.227,0.259,True,9,11
25.0,0.0,False,0.0,2,pre_london,6.0,hold,96,18.8,29.6,1.59,-11.36,0.307,-1.56,,,False,4,4
25.0,0.0,False,0.0,2,pre_london,6.0,flat,299,23.1,86.48,1.34,-20.36,0.238,-1.49,0.286,0.186,True,8,11
25.0,0.0,False,15.0,1,none,2.0,hold,460,36.7,44.18,0.88,-20.73,0.09,-4.22,0.074,0.11,True,7,11
25.0,0.0,False,15.0,1,none,2.0,flat,539,38.2,58.89,0.98,-14.41,0.096,-1.49,0.101,0.09,True,8,11
25.0,0.0,False,15.0,1,none,2.5,hold,371,34.8,110.84,2.01,-22.13,0.215,-1.39,0.143,0.316,True,9,11
25.0,0.0,False,15.0,1,none,2.5,flat,430,37.0,142.24,1.97,-10.43,0.219,-1.0,0.227,0.208,True,10,11
25.0,0.0,False,15.0,1,none,3.0,hold,358,29.6,80.69,1.53,-28.89,0.182,-1.49,0.057,0.347,True,9,11
25.0,0.0,False,15.0,1,none,3.0,flat,384,35.4,149.83,2.17,-11.37,0.254,-1.0,0.21,0.304,True,9,11
25.0,0.0,False,15.0,1,none,3.5,hold,217,28.1,69.33,1.88,-13.99,0.263,-1.39,0.236,0.31,True,8,10
25.0,0.0,False,15.0,1,none,3.5,flat,355,31.3,120.62,1.74,-12.46,0.241,-1.0,0.319,0.137,True,10,11
25.0,0.0,False,15.0,1,none,4.0,hold,146,24.0,24.98,1.09,-13.56,0.176,-3.45,0.254,0.06,True,5,7
25.0,0.0,False,15.0,1,none,4.0,flat,339,29.2,117.29,1.59,-12.76,0.249,-1.0,0.353,0.128,True,10,11
25.0,0.0,False,15.0,1,none,5.0,hold,92,28.3,83.17,3.77,-9.69,0.696,-1.0,,,False,4,4
25.0,0.0,False,15.0,1,none,5.0,flat,329,24.6,63.36,1.01,-16.72,0.173,-1.0,0.211,0.121,True,8,11
25.0,0.0,False,15.0,1,none,6.0,hold,90,17.8,20.75,1.39,-16.05,0.244,-1.0,,,False,3,4
25.0,0.0,False,15.0,1,none,6.0,flat,286,24.5,73.07,1.19,-17.83,0.22,-1.0,0.273,0.137,True,8,11
25.0,0.0,False,15.0,1,live_5m,2.0,hold,484,36.0,30.31,0.59,-11.57,0.065,-4.22,0.072,0.056,True,8,11
25.0,0.0,False,15.0,1,live_5m,2.0,flat,557,36.3,18.73,0.34,-21.43,0.04,-1.0,0.051,0.028,False,8,11
25.0,0.0,False,15.0,1,live_5m,2.5,hold,419,32.5,65.98,1.22,-18.65,0.134,-1.39,0.084,0.205,True,9,11
25.0,0.0,False,15.0,1,live_5m,2.5,flat,471,34.2,75.35,1.23,-12.42,0.132,-1.0,0.114,0.151,True,10,11
25.0,0.0,False,15.0,1,live_5m,3.0,hold,349,29.8,83.45,1.45,-22.31,0.191,-1.49,0.166,0.223,True,10,11
25.0,0.0,False,15.0,1,live_5m,3.0,flat,423,32.6,108.25,1.5,-10.94,0.189,-1.0,0.205,0.172,True,10,11
25.0,0.0,False,15.0,1,live_5m,3.5,hold,299,27.1,80.69,1.42,-11.5,0.218,-1.39,0.29,0.082,True,9,10
25.0,0.0,False,15.0,1,live_5m,3.5,flat,395,29.6,92.42,1.25,-11.99,0.183,-1.0,0.296,0.05,True,10,11
25.0,0.0,False,15.0,1,live_5m,4.0,hold,286,24.8,78.69,1.33,-14.49,0.226,-3.45,0.361,-0.013,False,7,10
25.0,0.0,False,15.0,1,live_5m,4.0,flat,373,29.5,147.75,1.69,-11.48,0.264,-1.0,0.328,0.191,True,11,11
25.0,0.0,False,15.0,1,live_5m,5.0,hold,197,21.3,63.38,1.47,-15.88,0.279,-1.05,0.412,-0.017,False,7,9
25.0,0.0,False,15.0,1,live_5m,5.0,flat,340,24.7,84.44,1.25,-18.25,0.205,-1.0,0.201,0.21,True,8,11
25.0,0.0,False,15.0,1,live_5m,6.0,hold,213,17.4,39.53,0.83,-27.75,0.191,-4.22,0.515,-0.08,False,6,10
25.0,0.0,False,15.0,1,live_5m,6.0,flat,291,25.1,113.06,1.53,-16.63,0.29,-1.0,0.368,0.193,True,8,11
25.0,0.0,False,15.0,1,post_ny,2.0,hold,461,34.9,12.59,0.29,-31.87,0.036,-4.22,0.006,0.073,False,5,11
25.0,0.0,False,15.0,1,post_ny,2.0,flat,548,36.1,11.87,0.24,-33.47,0.03,-1.49,0.019,0.043,False,6,11
25.0,0.0,False,15.0,1,post_ny,2.5,hold,372,32.5,58.08,1.28,-26.89,0.137,-1.39,0.056,0.246,True,7,11
25.0,0.0,False,15.0,1,post_ny,2.5,flat,460,34.1,66.46,1.11,-27.52,0.123,-1.0,0.106,0.144,True,8,11
25.0,0.0,False,15.0,1,post_ny,3.0,hold,354,29.1,67.03,1.36,-30.35,0.161,-1.49,0.045,0.298,False,8,11
25.0,0.0,False,15.0,1,post_ny,3.0,flat,413,30.8,40.5,0.79,-34.16,0.097,-1.0,0.055,0.145,True,7,11
25.0,0.0,False,15.0,1,post_ny,3.5,hold,217,25.8,35.59,1.21,-18.69,0.159,-1.39,0.019,0.421,False,7,10
25.0,0.0,False,15.0,1,post_ny,3.5,flat,397,27.5,24.55,0.49,-28.09,0.071,-1.0,0.066,0.078,True,7,11
25.0,0.0,False,15.0,1,post_ny,4.0,hold,153,22.9,16.49,0.74,-14.42,0.122,-3.45,0.119,0.126,True,4,7
25.0,0.0,False,15.0,1,post_ny,4.0,flat,374,26.2,33.26,0.61,-26.18,0.095,-1.0,0.093,0.098,True,8,11
25.0,0.0,False,15.0,1,post_ny,5.0,hold,88,25.0,50.69,2.6,-11.49,0.5,-1.0,,,False,3,4
25.0,0.0,False,15.0,1,post_ny,5.0,flat,345,22.0,1.16,0.02,-32.35,0.025,-1.0,0.005,0.05,False,6,11
25.0,0.0,False,15.0,1,post_ny,6.0,hold,80,17.5,16.47,1.23,-16.05,0.225,-1.0,,,False,3,4
25.0,0.0,False,15.0,1,post_ny,6.0,flat,295,22.4,23.31,0.49,-25.08,0.097,-1.0,0.057,0.154,True,7,11
25.0,0.0,False,15.0,1,pre_london,2.0,hold,460,37.8,67.39,1.22,-17.83,0.123,-4.22,0.1,0.148,True,7,11
25.0,0.0,False,15.0,1,pre_london,2.0,flat,513,40.0,115.0,1.66,-13.54,0.159,-1.49,0.148,0.173,True,9,11
25.0,0.0,False,15.0,1,pre_london,2.5,hold,415,34.0,105.58,1.68,-22.13,0.187,-1.39,0.138,0.241,True,9,11
25.0,0.0,False,15.0,1,pre_london,2.5,flat,437,37.3,155.09,2.01,-10.15,0.227,-1.0,0.233,0.221,True,10,11
25.0,0.0,False,15.0,1,pre_london,3.0,hold,353,28.6,55.76,1.11,-26.71,0.142,-1.49,0.094,0.202,True,8,11
25.0,0.0,False,15.0,1,pre_london,3.0,flat,377,33.4,99.35,1.57,-11.46,0.198,-1.0,0.254,0.137,True,9,11
25.0,0.0,False,15.0,1,pre_london,3.5,hold,240,26.2,46.78,1.24,-13.13,0.179,-1.39,0.24,0.103,True,8,10
25.0,0.0,False,15.0,1,pre_london,3.5,flat,365,29.9,113.91,1.59,-14.68,0.227,-1.0,0.306,0.121,True,10,11
25.0,0.0,False,15.0,1,pre_london,4.0,hold,171,24.6,37.24,1.29,-12.77,0.208,-3.45,0.293,0.101,True,7,7
25.0,0.0,False,15.0,1,pre_london,4.0,flat,355,27.3,108.79,1.47,-16.48,0.228,-1.0,0.29,0.153,True,10,11
25.0,0.0,False,15.0,1,pre_london,5.0,hold,91,28.6,85.02,3.72,-6.79,0.714,-1.0,,,False,4,4
25.0,0.0,False,15.0,1,pre_london,5.0,flat,326,24.8,97.15,1.39,-15.18,0.234,-1.0,0.252,0.209,True,9,11
25.0,0.0,False,15.0,1,pre_london,6.0,hold,91,18.7,28.0,1.72,-14.34,0.308,-1.0,,,False,3,4
25.0,0.0,False,15.0,1,pre_london,6.0,flat,279,24.0,96.22,1.42,-15.94,0.272,-1.0,0.326,0.194,True,8,11
25.0,0.0,False,15.0,2,none,2.0,hold,440,35.2,17.92,0.4,-19.69,0.048,-4.22,0.072,0.018,False,7,11
25.0,0.0,False,15.0,2,none,2.0,flat,490,37.3,41.05,0.81,-15.02,0.08,-1.0,0.089,0.068,True,9,11
25.0,0.0,False,15.0,2,none,2.5,hold,362,32.3,52.12,1.15,-19.46,0.129,-1.39,0.107,0.164,True,9,11
25.0,0.0,False,15.0,2,none,2.5,flat,413,34.9,76.19,1.37,-12.39,0.15,-1.0,0.155,0.143,True,10,11
25.0,0.0,False,15.0,2,none,3.0,hold,309,29.1,56.88,1.26,-27.45,0.162,-1.49,0.101,0.254,True,9,11
25.0,0.0,False,15.0,2,none,3.0,flat,376,33.5,97.87,1.61,-11.8,0.197,-1.49,0.217,0.178,True,9,11
25.0,0.0,False,15.0,2,none,3.5,hold,193,28.0,57.89,1.79,-12.76,0.257,-1.39,0.347,0.11,True,8,10
25.0,0.0,False,15.0,2,none,3.5,flat,341,28.4,59.89,1.11,-17.22,0.155,-1.49,0.274,0.012,False,8,11
25.0,0.0,False,15.0,2,none,4.0,hold,126,26.2,38.46,1.75,-13.81,0.283,-3.45,0.444,0.012,False,5,7
25.0,0.0,False,15.0,2,none,4.0,flat,314,27.1,56.3,1.08,-14.07,0.162,-1.49,0.247,0.068,True,7,11
25.0,0.0,False,15.0,2,none,5.0,hold,82,20.7,19.26,1.43,-12.38,0.244,-1.0,,,False,3,4
25.0,0.0,False,15.0,2,none,5.0,flat,304,24.7,74.21,1.29,-20.3,0.208,-1.49,0.235,0.178,True,7,11
25.0,0.0,False,15.0,2,none,6.0,hold,61,26.2,61.61,3.98,-4.9,0.836,-1.0,,,False,3,4
25.0,0.0,False,15.0,2,none,6.0,flat,271,23.2,62.85,1.2,-21.0,0.208,-1.49,0.22,0.194,True,8,11
25.0,0.0,False,15.0,2,live_5m,2.0,hold,481,35.3,19.73,0.41,-13.88,0.048,-4.22,0.053,0.041,False,7,11
25.0,0.0,False,15.0,2,live_5m,2.0,flat,516,37.0,31.22,0.6,-16.27,0.062,-1.0,0.052,0.075,True,7,11
25.0,0.0,False,15.0,2,live_5m,2.5,hold,389,32.6,64.14,1.2,-13.99,0.141,-1.39,0.155,0.12,True,8,11
25.0,0.0,False,15.0,2,live_5m,2.5,flat,436,35.1,89.08,1.41,-10.02,0.159,-1.0,0.179,0.135,True,10,11
25.0,0.0,False,15.0,2,live_5m,3.0,hold,329,29.8,75.23,1.39,-19.12,0.187,-1.9,0.155,0.23,True,10,11
25.0,0.0,False,15.0,2,live_5m,3.0,flat,406,32.5,96.2,1.47,-15.9,0.181,-1.49,0.167,0.195,True,8,11
25.0,0.0,False,15.0,2,live_5m,3.5,hold,298,24.8,33.71,0.76,-17.03,0.116,-1.39,0.129,0.088,True,7,10
25.0,0.0,False,15.0,2,live_5m,3.5,flat,374,28.6,59.01,1.03,-18.38,0.141,-1.49,0.219,0.052,True,7,11
25.0,0.0,False,15.0,2,live_5m,4.0,hold,278,23.4,42.47,0.85,-21.74,0.15,-3.45,0.259,-0.023,False,6,10
25.0,0.0,False,15.0,2,live_5m,4.0,flat,352,28.1,95.35,1.4,-17.54,0.211,-1.49,0.302,0.117,True,8,11
25.0,0.0,False,15.0,2,live_5m,5.0,hold,194,20.6,49.69,1.26,-19.32,0.237,-1.05,0.328,0.047,False,7,9
25.0,0.0,False,15.0,2,live_5m,5.0,flat,323,25.4,128.27,1.68,-25.56,0.282,-1.49,0.306,0.256,True,9,11
25.0,0.0,False,15.0,2,live_5m,6.0,hold,138,21.0,81.18,2.23,-13.13,0.471,-1.0,0.588,0.195,True,5,8
25.0,0.0,False,15.0,2,live_5m,6.0,flat,291,23.4,83.03,1.25,-25.14,0.237,-1.49,0.311,0.157,True,8,11
25.0,0.0,False,15.0,2,post_ny,2.0,hold,435,33.6,-5.22,-0.13,-35.52,-0.002,-4.22,0.023,-0.034,False,4,11
25.0,0.0,False,15.0,2,post_ny,2.0,flat,514,35.0,0.79,0.02,-34.45,0.011,-1.0,0.02,-0.001,False,6,11
25.0,0.0,False,15.0,2,post_ny,2.5,hold,374,30.5,21.49,0.54,-28.29,0.065,-1.39,0.02,0.133,False,6,11
25.0,0.0,False,15.0,2,post_ny,2.5,flat,450,32.0,21.14,0.43,-29.25,0.055,-1.0,0.061,0.046,False,8,11
25.0,0.0,False,15.0,2,post_ny,3.0,hold,322,28.6,49.02,1.09,-30.96,0.14,-1.49,0.075,0.225,True,8,11
25.0,0.0,False,15.0,2,post_ny,3.0,flat,424,28.5,6.9,0.15,-37.88,0.03,-1.49,0.023,0.037,False,5,11
