di,atr_ratio,di_slope,adx_min,persist,avoid,rr,weekend,trades,win_rate,roi,sharpe,max_dd,expectancy_R,worst_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
35.0,1.0,True,15.0,1,post_ny,3.5,flat,167,31.7,26.03,1.17,-11.42,0.154,-1.0,0.231,0.075,True,8,11
35.0,1.0,True,15.0,1,post_ny,4.0,hold,64,26.6,21.36,2.07,-12.49,0.327,-1.08,0.667,-0.203,False,4,7
35.0,1.0,True,15.0,1,post_ny,4.0,flat,159,32.1,33.33,1.41,-11.42,0.199,-1.0,0.325,0.068,True,8,11
35.0,1.0,True,15.0,1,post_ny,5.0,flat,152,31.6,43.54,1.64,-11.42,0.26,-1.0,0.496,0.011,False,7,11
35.0,1.0,True,15.0,1,post_ny,6.0,flat,138,29.7,42.21,1.73,-11.42,0.281,-1.0,0.386,0.16,True,8,11
35.0,1.0,True,15.0,1,pre_london,2.0,hold,191,35.6,10.52,0.56,-10.71,0.063,-1.63,0.11,0.017,False,5,11
35.0,1.0,True,15.0,1,pre_london,2.0,flat,210,40.5,34.6,1.56,-8.07,0.151,-1.0,0.187,0.114,True,10,11
35.0,1.0,True,15.0,1,pre_london,2.5,hold,172,33.1,27.72,1.35,-10.13,0.156,-1.63,0.173,0.139,True,9,11
35.0,1.0,True,15.0,1,pre_london,2.5,flat,191,38.2,55.24,2.21,-10.64,0.243,-1.0,0.288,0.194,True,10,11
35.0,1.0,True,15.0,1,pre_london,3.0,hold,146,32.2,48.23,2.24,-9.67,0.287,-1.07,0.333,0.234,True,10,11
35.0,1.0,True,15.0,1,pre_london,3.0,flat,175,34.3,43.56,1.83,-9.67,0.222,-1.0,0.28,0.153,True,10,11
35.0,1.0,True,15.0,1,pre_london,3.5,hold,109,26.6,21.28,1.32,-18.34,0.197,-1.07,0.449,-0.101,False,8,10
35.0,1.0,True,15.0,1,pre_london,3.5,flat,167,32.9,45.96,1.79,-12.58,0.244,-1.0,0.405,0.068,True,9,11
35.0,1.0,True,15.0,1,pre_london,4.0,hold,75,21.3,3.52,0.34,-16.71,0.067,-1.0,0.333,-0.333,False,5,7
35.0,1.0,True,15.0,1,pre_london,4.0,flat,160,32.5,55.51,2.03,-12.18,0.296,-1.0,0.485,0.082,True,8,11
35.0,1.0,True,15.0,1,pre_london,5.0,hold,45,28.9,36.71,4.11,-7.73,0.733,-1.0,,,False,4,4
35.0,1.0,True,15.0,1,pre_london,5.0,flat,152,30.3,45.24,1.67,-10.48,0.268,-1.0,0.544,-0.039,False,9,11
35.0,1.0,True,15.0,1,pre_london,6.0,hold,40,27.5,41.84,4.63,-9.56,0.925,-1.0,,,False,3,4
35.0,1.0,True,15.0,1,pre_london,6.0,flat,137,31.4,62.29,2.26,-8.65,0.381,-1.0,0.622,0.098,True,8,11
35.0,1.0,True,15.0,2,none,2.0,hold,158,40.5,37.08,2.23,-10.9,0.211,-1.39,0.077,0.37,True,7,11
35.0,1.0,True,15.0,2,none,2.0,flat,183,40.4,30.2,1.67,-7.12,0.154,-1.0,0.157,0.15,True,9,11
35.0,1.0,True,15.0,2,none,2.5,hold,142,37.3,50.73,2.78,-10.0,0.304,-1.39,0.176,0.483,True,9,11
35.0,1.0,True,15.0,2,none,2.5,flat,176,39.8,61.39,2.67,-7.12,0.285,-1.0,0.294,0.275,True,10,11
35.0,1.0,True,15.0,2,none,3.0,hold,138,34.8,66.59,3.13,-9.28,0.388,-1.39,0.255,0.538,True,8,11
35.0,1.0,True,15.0,2,none,3.0,flat,161,38.5,71.53,2.95,-7.12,0.351,-1.0,0.34,0.362,True,10,11
35.0,1.0,True,15.0,2,none,3.5,hold,93,24.7,8.74,0.75,-13.99,0.109,-1.39,0.076,0.154,True,7,10
35.0,1.0,True,15.0,2,none,3.5,flat,150,35.3,67.72,2.77,-7.12,0.363,-1.0,0.407,0.322,True,10,11
35.0,1.0,True,15.0,2,none,4.0,hold,66,19.7,-2.64,-0.32,-14.67,-0.021,-1.39,0.014,-0.091,False,4,7
35.0,1.0,True,15.0,2,none,4.0,flat,136,34.6,58.88,2.55,-7.34,0.361,-1.0,0.535,0.171,True,9,11
35.0,1.0,True,15.0,2,none,5.0,hold,41,24.4,18.82,2.6,-10.05,0.454,-1.39,,,False,3,4
35.0,1.0,True,15.0,2,none,5.0,flat,124,34.7,74.75,2.95,-9.07,0.476,-1.0,0.784,0.148,True,8,11
35.0,1.0,True,15.0,2,none,6.0,hold,44,20.5,18.38,2.19,-9.19,0.423,-1.39,,,False,4,4
35.0,1.0,True,15.0,2,none,6.0,flat,117,34.2,85.18,3.09,-9.57,0.558,-1.0,0.911,0.187,True,10,11
35.0,1.0,True,15.0,2,live_5m,2.0,hold,151,39.1,26.68,1.8,-13.75,0.167,-1.39,-0.005,0.383,False,7,11
35.0,1.0,True,15.0,2,live_5m,2.0,flat,165,38.8,17.26,1.15,-10.19,0.106,-1.0,0.031,0.188,False,7,11
35.0,1.0,True,15.0,2,live_5m,2.5,hold,137,35.0,33.22,2.12,-14.24,0.223,-1.39,0.02,0.527,False,7,11
35.0,1.0,True,15.0,2,live_5m,2.5,flat,162,37.0,33.54,1.87,-9.95,0.191,-1.0,0.076,0.319,True,8,11
35.0,1.0,True,15.0,2,live_5m,3.0,hold,136,33.8,57.03,2.89,-8.58,0.35,-1.39,0.168,0.574,True,9,11
35.0,1.0,True,15.0,2,live_5m,3.0,flat,153,37.9,62.29,2.87,-8.59,0.333,-1.0,0.219,0.445,True,9,11
35.0,1.0,True,15.0,2,live_5m,3.5,hold,99,27.3,22.3,1.58,-13.13,0.223,-1.39,0.28,0.125,True,7,10
35.0,1.0,True,15.0,2,live_5m,3.5,flat,144,35.4,64.59,2.81,-8.15,0.365,-1.0,0.335,0.393,True,8,11
35.0,1.0,True,15.0,2,live_5m,4.0,hold,106,25.5,29.83,1.79,-13.21,0.27,-1.39,0.352,0.111,True,6,10
35.0,1.0,True,15.0,2,live_5m,4.0,flat,135,32.6,51.08,2.33,-10.45,0.327,-1.0,0.428,0.211,True,8,11
35.0,1.0,True,15.0,2,live_5m,5.0,hold,87,17.2,0.43,0.03,-17.74,0.03,-1.39,0.194,-0.333,False,3,9
35.0,1.0,True,15.0,2,live_5m,5.0,flat,125,31.2,56.98,2.46,-9.59,0.386,-1.0,0.552,0.201,True,7,11
35.0,1.0,True,15.0,2,live_5m,6.0,hold,86,15.1,2.01,0.14,-15.37,0.054,-1.39,0.18,-0.222,False,6,9
35.0,1.0,True,15.0,2,live_5m,6.0,flat,120,30.8,64.88,2.59,-8.73,0.447,-1.0,0.626,0.244,True,10,11
35.0,1.0,True,15.0,2,post_ny,2.0,hold,155,38.1,21.69,1.43,-11.0,0.137,-1.39,0.02,0.27,False,7,11
35.0,1.0,True,15.0,2,post_ny,2.0,flat,173,40.5,24.93,1.53,-8.73,0.138,-1.0,0.069,0.215,True,9,11
35.0,1.0,True,15.0,2,post_ny,2.5,hold,136,35.3,34.57,2.15,-11.44,0.232,-1.39,0.072,0.448,True,8,11
35.0,1.0,True,15.0,2,post_ny,2.5,flat,162,39.5,46.76,2.41,-7.81,0.25,-1.0,0.195,0.31,True,8,11
35.0,1.0,True,15.0,2,post_ny,3.0,hold,131,33.6,52.54,2.76,-10.13,0.341,-1.39,0.178,0.533,True,8,11
35.0,1.0,True,15.0,2,post_ny,3.0,flat,152,35.5,36.36,1.93,-11.54,0.219,-1.0,0.123,0.325,True,8,11
35.0,1.0,True,15.0,2,post_ny,3.5,hold,92,23.9,5.06,0.46,-14.23,0.072,-1.39,-0.107,0.338,False,5,10
35.0,1.0,True,15.0,2,post_ny,3.5,flat,144,31.9,30.75,1.63,-10.03,0.203,-1.0,0.153,0.258,True,7,11
35.0,1.0,True,15.0,2,post_ny,4.0,hold,64,21.9,4.36,0.53,-11.25,0.088,-1.39,-0.01,0.25,False,4,7
35.0,1.0,True,15.0,2,post_ny,4.0,flat,136,32.4,37.61,1.9,-9.04,0.254,-1.0,0.256,0.251,True,7,11
35.0,1.0,True,15.0,2,post_ny,5.0,flat,125,32.8,54.71,2.47,-9.04,0.374,-1.0,0.453,0.282,True,8,11
35.0,1.0,True,15.0,2,post_ny,6.0,hold,41,22.0,22.0,2.72,-7.73,0.527,-1.39,,,False,4,4
35.0,1.0,True,15.0,2,post_ny,6.0,flat,118,33.1,80.05,3.07,-9.04,0.531,-1.0,0.598,0.448,True,9,11
35.0,1.0,True,15.0,2,pre_london,2.0,hold,149,38.9,25.45,1.62,-10.0,0.163,-1.39,0.179,0.146,True,10,11
35.0,1.0,True,15.0,2,pre_london,2.0,flat,170,40.0,28.1,1.6,-8.73,0.155,-1.0,0.275,0.026,False,8,11
35.0,1.0,True,15.0,2,pre_london,2.5,hold,138,38.4,56.91,3.02,-9.09,0.341,-1.39,0.301,0.389,True,10,11
35.0,1.0,True,15.0,2,pre_london,2.5,flat,164,39.6,57.43,2.61,-7.38,0.29,-1.0,0.417,0.156,True,9,11
35.0,1.0,True,15.0,2,pre_london,3.0,hold,132,34.1,57.12,2.82,-8.2,0.361,-1.39,0.388,0.333,True,9,11
35.0,1.0,True,15.0,2,pre_london,3.0,flat,152,37.5,60.55,2.68,-7.12,0.327,-1.0,0.45,0.214,True,10,11
35.0,1.0,True,15.0,2,pre_london,3.5,hold,93,26.9,18.85,1.47,-14.85,0.205,-1.39,0.316,0.071,True,7,10
35.0,1.0,True,15.0,2,pre_london,3.5,flat,142,35.9,70.31,2.93,-7.12,0.394,-1.0,0.506,0.288,True,10,11
35.0,1.0,True,15.0,2,pre_london,4.0,hold,62,21.0,1.36,0.17,-13.81,0.042,-1.39,0.115,-0.091,False,4,7
35.0,1.0,True,15.0,2,pre_london,4.0,flat,132,34.1,57.69,2.51,-9.56,0.366,-1.0,0.629,0.087,True,9,11
35.0,1.0,True,15.0,2,pre_london,5.0,flat,120,35.0,78.64,3.15,-8.65,0.51,-1.0,0.789,0.213,True,7,11
35.0,1.0,True,15.0,2,pre_london,6.0,hold,40,22.5,23.23,2.86,-8.27,0.565,-1.39,,,False,4,4
35.0,1.0,True,15.0,2,pre_london,6.0,flat,112,34.8,88.41,3.28,-9.56,0.598,-1.0,1.012,0.17,True,9,11
35.0,1.0,True,20.0,1,none,2.0,hold,194,33.0,-4.77,-0.29,-14.85,-0.015,-1.63,-0.03,-0.003,False,5,11
35.0,1.0,True,20.0,1,none,2.0,flat,220,36.4,7.23,0.37,-13.77,0.041,-1.0,0.064,0.02,False,7,11
35.0,1.0,True,20.0,1,none,2.5,hold,168,32.7,24.12,1.31,-11.8,0.142,-1.63,0.01,0.28,False,9,11
35.0,1.0,True,20.0,1,none,2.5,flat,203,34.5,23.67,1.04,-13.41,0.117,-1.0,0.145,0.091,True,8,11
35.0,1.0,True,20.0,1,none,3.0,hold,151,31.1,40.17,1.92,-8.58,0.241,-1.63,0.223,0.26,True,8,11
35.0,1.0,True,20.0,1,none,3.0,flat,186,33.9,46.9,1.78,-11.19,0.222,-1.0,0.284,0.166,True,8,11
35.0,1.0,True,20.0,1,none,3.5,hold,123,26.8,25.15,1.48,-10.6,0.202,-1.63,0.21,0.195,True,9,11
35.0,1.0,True,20.0,1,none,3.5,flat,175,30.9,35.63,1.5,-9.95,0.191,-1.0,0.201,0.182,True,7,11
35.0,1.0,True,20.0,1,none,4.0,hold,101,24.8,23.41,1.51,-9.74,0.231,-1.63,0.291,0.182,True,6,10
35.0,1.0,True,20.0,1,none,4.0,flat,163,30.7,40.33,1.61,-13.34,0.227,-1.0,0.336,0.112,True,8,11
35.0,1.0,True,20.0,1,none,5.0,hold,50,22.0,14.84,1.78,-8.44,0.307,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,none,5.0,flat,157,26.1,7.76,0.36,-14.05,0.067,-1.0,0.213,-0.097,False,7,11
35.0,1.0,True,20.0,1,none,6.0,hold,47,19.1,14.59,1.65,-7.73,0.327,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,none,6.0,flat,143,26.6,26.09,1.08,-14.22,0.187,-1.0,0.386,-0.038,False,7,11
35.0,1.0,True,20.0,1,live_5m,2.0,hold,185,33.0,-4.68,-0.3,-18.16,-0.016,-1.63,-0.084,0.05,False,5,11
35.0,1.0,True,20.0,1,live_5m,2.0,flat,201,36.3,4.66,0.27,-11.13,0.032,-1.0,0.018,0.045,False,5,11
35.0,1.0,True,20.0,1,live_5m,2.5,hold,164,31.7,16.42,0.97,-16.51,0.106,-1.63,-0.074,0.324,False,8,11
35.0,1.0,True,20.0,1,live_5m,2.5,flat,189,33.3,13.19,0.67,-11.65,0.078,-1.0,0.053,0.101,True,8,11
35.0,1.0,True,20.0,1,live_5m,3.0,hold,156,28.2,18.36,0.98,-12.44,0.124,-1.63,0.038,0.235,False,8,11
35.0,1.0,True,20.0,1,live_5m,3.0,flat,177,32.8,36.45,1.57,-8.47,0.191,-1.0,0.194,0.187,True,8,11
35.0,1.0,True,20.0,1,live_5m,3.5,hold,137,26.3,24.24,1.28,-10.08,0.178,-1.63,0.161,0.2,True,8,11
35.0,1.0,True,20.0,1,live_5m,3.5,flat,162,32.1,47.85,1.98,-8.52,0.26,-1.0,0.288,0.23,True,8,11
35.0,1.0,True,20.0,1,live_5m,4.0,hold,132,22.7,15.62,0.83,-12.59,0.132,-1.63,0.117,0.154,True,6,11
35.0,1.0,True,20.0,1,live_5m,4.0,flat,153,30.7,41.15,1.74,-11.58,0.246,-1.0,0.337,0.143,True,9,11
35.0,1.0,True,20.0,1,live_5m,5.0,hold,115,20.0,20.99,1.07,-9.56,0.194,-1.63,0.323,0.037,False,7,11
35.0,1.0,True,20.0,1,live_5m,5.0,flat,145,27.6,17.58,0.82,-12.05,0.133,-1.0,0.273,-0.026,False,7,11
35.0,1.0,True,20.0,1,live_5m,6.0,hold,100,18.0,23.99,1.21,-12.25,0.25,-1.63,0.437,-0.008,False,9,11
35.0,1.0,True,20.0,1,live_5m,6.0,flat,134,26.1,30.89,1.28,-13.17,0.228,-1.0,0.423,0.001,False,7,11
35.0,1.0,True,20.0,1,post_ny,2.0,hold,182,33.0,-4.65,-0.3,-16.45,-0.016,-1.63,-0.045,0.007,False,6,11
35.0,1.0,True,20.0,1,post_ny,2.0,flat,203,36.0,3.32,0.19,-14.01,0.025,-1.0,0.06,-0.007,False,6,11
35.0,1.0,True,20.0,1,post_ny,2.5,hold,159,32.1,18.24,1.06,-14.22,0.119,-1.63,0.011,0.225,False,8,11
35.0,1.0,True,20.0,1,post_ny,2.5,flat,187,33.7,14.0,0.7,-12.93,0.082,-1.0,0.131,0.037,False,7,11
35.0,1.0,True,20.0,1,post_ny,3.0,hold,139,30.9,34.96,1.84,-10.78,0.233,-1.63,0.197,0.273,True,8,11
35.0,1.0,True,20.0,1,post_ny,3.0,flat,172,33.1,30.86,1.39,-12.51,0.171,-1.0,0.218,0.126,True,7,11
35.0,1.0,True,20.0,1,post_ny,3.5,hold,113,25.7,15.84,1.05,-12.89,0.149,-1.63,0.194,0.105,True,7,11
35.0,1.0,True,20.0,1,post_ny,3.5,flat,161,29.2,12.76,0.67,-17.47,0.09,-1.0,0.111,0.067,True,6,11
35.0,1.0,True,20.0,1,post_ny,4.0,hold,97,25.8,28.47,1.82,-10.47,0.282,-1.63,0.484,0.14,True,5,10
35.0,1.0,True,20.0,1,post_ny,4.0,flat,152,28.3,11.82,0.6,-14.98,0.091,-1.0,0.227,-0.061,False,7,11
35.0,1.0,True,20.0,1,post_ny,5.0,hold,44,25.0,21.98,2.82,-6.93,0.486,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,post_ny,5.0,flat,149,25.5,4.34,0.22,-15.25,0.047,-1.0,0.225,-0.153,False,8,11
35.0,1.0,True,20.0,1,post_ny,6.0,hold,41,22.0,21.71,2.64,-6.79,0.521,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,post_ny,6.0,flat,137,26.3,26.91,1.18,-13.05,0.199,-1.0,0.389,-0.017,False,8,11
35.0,1.0,True,20.0,1,pre_london,2.0,hold,181,32.6,-6.52,-0.42,-15.08,-0.027,-1.63,0.017,-0.062,False,5,11
35.0,1.0,True,20.0,1,pre_london,2.0,flat,203,36.0,8.26,0.44,-13.43,0.048,-1.0,0.101,0.001,False,7,11
35.0,1.0,True,20.0,1,pre_london,2.5,hold,168,29.8,4.32,0.25,-14.07,0.038,-1.63,0.011,0.062,False,6,11
35.0,1.0,True,20.0,1,pre_london,2.5,flat,188,34.0,21.42,1.03,-14.16,0.115,-1.0,0.153,0.08,True,7,11
35.0,1.0,True,20.0,1,pre_london,3.0,hold,157,28.7,21.91,1.08,-14.9,0.142,-1.63,0.214,0.082,True,9,11
35.0,1.0,True,20.0,1,pre_london,3.0,flat,175,33.1,40.69,1.73,-12.45,0.21,-1.0,0.26,0.163,True,9,11
35.0,1.0,True,20.0,1,pre_london,3.5,hold,135,25.2,15.97,0.86,-15.48,0.129,-1.63,0.308,-0.006,False,7,11
35.0,1.0,True,20.0,1,pre_london,3.5,flat,167,30.5,33.97,1.44,-11.73,0.192,-1.0,0.273,0.113,True,7,11
35.0,1.0,True,20.0,1,pre_london,4.0,hold,117,22.2,10.38,0.62,-16.71,0.106,-1.63,0.236,0.027,False,5,10
35.0,1.0,True,20.0,1,pre_london,4.0,flat,156,30.8,42.77,1.72,-15.42,0.248,-1.0,0.403,0.085,True,8,11
35.0,1.0,True,20.0,1,pre_london,5.0,hold,46,23.9,19.55,2.4,-8.44,0.421,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,pre_london,5.0,flat,148,27.7,19.2,0.87,-13.8,0.139,-1.0,0.368,-0.116,False,8,11
35.0,1.0,True,20.0,1,pre_london,6.0,hold,42,21.4,20.49,2.4,-7.73,0.485,-1.63,,,False,4,4
35.0,1.0,True,20.0,1,pre_london,6.0,flat,135,28.9,47.84,1.82,-13.8,0.317,-1.0,0.582,0.023,False,8,11
35.0,1.0,True,20.0,2,none,2.0,hold,156,38.5,24.12,1.55,-9.62,0.149,-1.39,0.086,0.211,True,6,11
35.0,1.0,True,20.0,2,none,2.0,flat,174,39.7,27.68,1.62,-9.62,0.15,-1.0,0.134,0.167,True,7,11
35.0,1.0,True,20.0,2,none,2.5,hold,147,34.7,33.72,1.95,-9.64,0.212,-1.39,0.115,0.312,True,8,11
35.0,1.0,True,20.0,2,none,2.5,flat,166,38.6,49.99,2.42,-8.73,0.257,-1.0,0.243,0.272,True,10,11
35.0,1.0,True,20.0,2,none,3.0,hold,144,32.6,50.75,2.48,-9.44,0.303,-1.39,0.23,0.368,True,9,11
35.0,1.0,True,20.0,2,none,3.0,flat,155,37.4,62.7,2.81,-7.83,0.33,-1.0,0.272,0.38,True,9,11
35.0,1.0,True,20.0,2,none,3.5,hold,121,28.1,33.38,1.91,-8.93,0.259,-1.39,0.186,0.308,True,7,11
35.0,1.0,True,20.0,2,none,3.5,flat,146,34.2,62.35,2.69,-7.22,0.351,-1.0,0.328,0.371,True,9,11
35.0,1.0,True,20.0,2,none,4.0,hold,92,23.9,16.81,1.27,-10.64,0.191,-1.39,0.21,0.176,True,8,10
35.0,1.0,True,20.0,2,none,4.0,flat,133,34.6,63.38,2.75,-9.01,0.391,-1.0,0.511,0.269,True,9,11
35.0,1.0,True,20.0,2,none,5.0,flat,123,30.9,44.15,2.09,-10.95,0.321,-1.0,0.523,0.109,True,9,11
35.0,1.0,True,20.0,2,none,6.0,hold,40,22.5,23.23,2.89,-7.73,0.565,-1.39,,,False,4,4
35.0,1.0,True,20.0,2,none,6.0,flat,119,31.1,65.58,2.59,-10.95,0.454,-1.0,0.738,0.146,True,10,11
35.0,1.0,True,20.0,2,live_5m,2.0,hold,147,38.1,20.58,1.46,-12.43,0.138,-1.39,-0.018,0.305,False,7,11
35.0,1.0,True,20.0,2,live_5m,2.0,flat,156,39.1,19.89,1.38,-11.0,0.126,-1.0,0.023,0.231,False,7,11
35.0,1.0,True,20.0,2,live_5m,2.5,hold,141,34.0,27.97,1.78,-12.9,0.189,-1.39,0.008,0.4,False,7,11
35.0,1.0,True,20.0,2,live_5m,2.5,flat,151,37.1,33.89,2.0,-9.15,0.206,-1.0,0.073,0.345,True,7,11
35.0,1.0,True,20.0,2,live_5m,3.0,hold,139,33.1,52.36,2.67,-8.05,0.321,-1.39,0.137,0.507,True,7,11
35.0,1.0,True,20.0,2,live_5m,3.0,flat,143,37.1,57.08,2.83,-7.67,0.332,-1.0,0.201,0.455,True,8,11
35.0,1.0,True,20.0,2,live_5m,3.5,hold,124,29.8,47.88,2.47,-7.73,0.337,-1.39,0.235,0.427,True,7,11
35.0,1.0,True,20.0,2,live_5m,3.5,flat,136,34.6,59.81,2.79,-7.22,0.364,-1.0,0.296,0.426,True,8,11
35.0,1.0,True,20.0,2,live_5m,4.0,hold,112,25.0,28.4,1.65,-10.64,0.247,-1.39,0.302,0.17,True,8,11
35.0,1.0,True,20.0,2,live_5m,4.0,flat,127,32.3,48.98,2.37,-9.54,0.335,-1.0,0.39,0.275,True,8,11
35.0,1.0,True,20.0,2,live_5m,5.0,hold,100,18.0,5.14,0.34,-12.5,0.076,-1.39,0.193,-0.067,False,6,11
35.0,1.0,True,20.0,2,live_5m,5.0,flat,118,29.7,40.4,2.02,-10.0,0.312,-1.0,0.432,0.18,True,8,11
35.0,1.0,True,20.0,2,live_5m,6.0,hold,95,14.7,-0.22,-0.01,-19.68,0.027,-1.39,0.266,-0.3,False,6,11
35.0,1.0,True,20.0,2,live_5m,6.0,flat,115,29.6,56.32,2.41,-10.0,0.419,-1.0,0.587,0.223,True,9,11
35.0,1.0,True,20.0,2,post_ny,2.0,hold,151,36.4,12.42,0.88,-9.62,0.088,-1.39,0.022,0.15,False,6,11
35.0,1.0,True,20.0,2,post_ny,2.0,flat,165,40.6,28.75,1.8,-9.62,0.163,-1.0,0.093,0.233,True,7,11
35.0,1.0,True,20.0,2,post_ny,2.5,hold,139,33.8,26.11,1.66,-9.64,0.181,-1.39,0.079,0.287,True,7,11
35.0,1.0,True,20.0,2,post_ny,2.5,flat,156,39.1,45.42,2.42,-8.73,0.253,-1.0,0.203,0.301,True,8,11
35.0,1.0,True,20.0,2,post_ny,3.0,hold,132,32.6,45.15,2.45,-8.76,0.3,-1.39,0.225,0.373,True,8,11
35.0,1.0,True,20.0,2,post_ny,3.0,flat,150,36.7,47.85,2.44,-9.61,0.276,-1.0,0.145,0.4,True,7,11
35.0,1.0,True,20.0,2,post_ny,3.5,hold,105,26.7,19.98,1.42,-8.65,0.193,-1.39,0.072,0.303,True,7,11
35.0,1.0,True,20.0,2,post_ny,3.5,flat,144,32.6,43.57,2.15,-10.35,0.269,-1.0,0.18,0.353,True,7,11
35.0,1.0,True,20.0,2,post_ny,4.0,hold,84,23.8,14.71,1.22,-10.64,0.186,-1.39,0.272,0.111,True,7,10
35.0,1.0,True,20.0,2,post_ny,4.0,flat,134,32.8,47.75,2.27,-9.01,0.312,-1.0,0.348,0.273,True,7,11
35.0,1.0,True,20.0,2,post_ny,5.0,flat,125,29.6,37.25,1.84,-10.9,0.277,-1.0,0.355,0.192,True,8,11
35.0,1.0,True,20.0,2,post_ny,6.0,flat,120,30.0,60.76,2.49,-10.9,0.426,-1.0,0.56,0.273,True,9,11
35.0,1.0,True,20.0,2,pre_london,2.0,hold,148,35.8,9.15,0.64,-11.41,0.069,-1.39,0.158,-0.004,False,8,11
35.0,1.0,True,20.0,2,pre_london,2.0,flat,163,37.4,15.98,1.01,-11.41,0.1,-1.0,0.225,-0.017,False,8,11
35.0,1.0,True,20.0,2,pre_london,2.5,hold,143,35.0,34.45,1.97,-10.54,0.221,-1.39,0.248,0.197,True,8,11
35.0,1.0,True,20.0,2,pre_london,2.5,flat,157,37.6,41.96,2.13,-10.54,0.236,-1.0,0.375,0.109,True,8,11
35.0,1.0,True,20.0,2,pre_london,3.0,hold,139,30.9,35.29,1.84,-9.67,0.235,-1.39,0.371,0.128,True,9,11
35.0,1.0,True,20.0,2,pre_london,3.0,flat,149,35.6,49.59,2.36,-9.67,0.286,-1.0,0.407,0.19,True,9,11
35.0,1.0,True,20.0,2,pre_london,3.5,hold,119,28.6,36.54,2.05,-9.18,0.282,-1.39,0.428,0.188,True,8,11
35.0,1.0,True,20.0,2,pre_london,3.5,flat,140,34.3,59.62,2.65,-8.79,0.353,-1.0,0.481,0.245,True,8,11
35.0,1.0,True,20.0,2,pre_london,4.0,hold,98,21.4,4.69,0.36,-12.93,0.067,-1.39,0.341,-0.098,False,5,10
35.0,1.0,True,20.0,2,pre_london,4.0,flat,130,33.1,50.24,2.32,-11.84,0.334,-1.0,0.607,0.077,True,9,11
35.0,1.0,True,20.0,2,pre_london,5.0,flat,119,31.9,52.19,2.42,-11.84,0.378,-1.0,0.627,0.133,True,8,11
35.0,1.0,True,20.0,2,pre_london,6.0,flat,114,31.6,68.47,2.72,-11.84,0.489,-1.0,0.89,0.087,True,9,11
35.0,1.2,False,0.0,1,none,2.0,hold,122,39.3,22.2,1.67,-13.18,0.175,-1.39,0.321,0.029,False,9,11
35.0,1.2,False,0.0,1,none,2.0,flat,143,43.4,34.35,2.21,-12.4,0.216,-1.0,0.321,0.115,True,10,11
35.0,1.2,False,0.0,1,none,2.5,hold,106,34.0,19.69,1.61,-12.32,0.183,-1.39,0.181,0.187,True,8,11
35.0,1.2,False,0.0,1,none,2.5,flat,133,38.3,28.04,1.87,-11.54,0.198,-1.0,0.186,0.21,True,7,11
35.0,1.2,False,0.0,1,none,3.0,hold,99,31.3,25.1,1.98,-9.67,0.244,-1.49,0.104,0.411,True,8,11
35.0,1.2,False,0.0,1,none,3.0,flat,122,34.4,21.03,1.53,-8.32,0.17,-1.0,0.113,0.229,True,7,11
35.0,1.2,False,0.0,1,none,3.5,hold,80,28.7,23.92,2.12,-10.6,0.289,-1.39,0.263,0.324,True,7,10
35.0,1.2,False,0.0,1,none,3.5,flat,116,31.9,11.01,0.84,-9.8,0.104,-1.0,0.199,0.016,False,8,11
35.0,1.2,False,0.0,1,none,4.0,hold,77,26.0,22.99,1.92,-9.65,0.293,-1.39,0.332,0.248,True,7,10
35.0,1.2,False,0.0,1,none,4.0,flat,110,31.8,11.46,0.87,-13.54,0.114,-1.0,0.254,-0.021,False,8,11
35.0,1.2,False,0.0,1,none,5.0,hold,61,18.0,3.07,0.33,-16.79,0.076,-1.39,0.36,-0.308,False,4,8
35.0,1.2,False,0.0,1,none,5.0,flat,106,32.1,26.24,1.68,-11.78,0.24,-1.0,0.358,0.122,True,8,11
35.0,1.2,False,0.0,1,none,6.0,hold,57,17.5,11.23,1.1,-15.2,0.221,-1.39,0.519,-0.16,False,4,8
35.0,1.2,False,0.0,1,none,6.0,flat,104,33.7,51.38,2.64,-11.78,0.427,-1.0,0.587,0.254,True,9,11
35.0,1.2,False,0.0,1,live_5m,2.0,hold,113,34.5,2.32,0.22,-13.18,0.03,-1.39,0.011,0.05,False,7,11
35.0,1.2,False,0.0,1,live_5m,2.0,flat,123,40.7,14.86,1.3,-12.4,0.122,-1.0,0.074,0.162,True,7,11
35.0,1.2,False,0.0,1,live_5m,2.5,hold,104,31.7,10.04,0.91,-12.32,0.105,-1.39,-0.035,0.257,False,6,11
35.0,1.2,False,0.0,1,live_5m,2.5,flat,119,37.0,14.58,1.21,-11.54,0.126,-1.0,0.014,0.221,False,5,11
35.0,1.2,False,0.0,1,live_5m,3.0,hold,92,30.4,19.18,1.7,-12.02,0.208,-1.49,-0.007,0.488,False,7,11
35.0,1.2,False,0.0,1,live_5m,3.0,flat,110,34.5,11.26,1.0,-13.56,0.11,-1.0,-0.037,0.252,False,5,11
35.0,1.2,False,0.0,1,live_5m,3.5,hold,78,25.6,10.65,1.08,-10.98,0.149,-1.39,-0.051,0.452,False,5,10
