pair,stage,be,lock,trades,win_rate,roi,sharpe,max_dd,expectancy_R,exp_R_half1,exp_R_half2,oos_pass,months_pos,months_total
XAU_USD,be+lock,0.75->0.0,2.5->1.5,146,26.7,92.16,3.25,-10.11,0.315,0.376,0.269,True,6,11
XAU_USD,be+lock,0.75->0.0,2.5->2.0,148,26.4,91.19,3.32,-8.79,0.307,0.368,0.263,True,7,11
XAU_USD,be+lock,1.0->-0.3,1.5->0.5,139,47.5,100.12,3.2,-12.21,0.353,0.406,0.308,True,8,11
XAU_USD,be+lock,1.0->-0.3,1.5->1.0,159,45.3,84.0,2.84,-11.33,0.272,0.276,0.268,True,8,11
XAU_USD,be+lock,1.0->-0.3,2.0->1.0,146,40.4,89.65,2.86,-11.31,0.312,0.383,0.251,True,8,11
XAU_USD,be+lock,1.0->-0.3,2.0->1.5,159,38.4,82.03,2.66,-13.35,0.268,0.358,0.187,True,9,11
XAU_USD,be+lock,1.0->-0.3,2.5->1.5,132,31.1,67.82,2.55,-14.35,0.282,0.415,0.185,True,7,10
XAU_USD,be+lock,1.0->-0.3,2.5->2.0,126,31.0,62.49,2.62,-13.09,0.277,0.302,0.256,True,8,10
XAU_USD,be+lock,1.0->-0.2,1.5->0.5,138,46.4,95.39,3.16,-11.95,0.343,0.416,0.28,True,7,11
XAU_USD,be+lock,1.0->-0.2,1.5->1.0,160,43.8,75.91,2.69,-10.93,0.251,0.271,0.234,True,8,11
XAU_USD,be+lock,1.0->-0.2,2.0->1.0,146,37.7,80.85,2.74,-10.91,0.289,0.314,0.267,True,8,11
XAU_USD,be+lock,1.0->-0.2,2.0->1.5,159,35.8,80.99,2.64,-12.95,0.265,0.344,0.193,True,7,11
XAU_USD,be+lock,1.0->-0.2,2.5->1.5,133,29.3,63.22,2.43,-13.83,0.265,0.364,0.191,True,7,11
XAU_USD,be+lock,1.0->-0.2,2.5->2.0,127,29.1,56.42,2.42,-12.56,0.253,0.282,0.23,True,7,11
XAU_USD,be+lock,1.0->-0.1,1.5->0.5,139,46.0,100.75,3.29,-11.68,0.354,0.419,0.296,True,7,11
XAU_USD,be+lock,1.0->-0.1,1.5->1.0,161,43.5,81.82,2.84,-10.52,0.263,0.278,0.25,True,8,11
XAU_USD,be+lock,1.0->-0.1,2.0->1.0,148,36.5,78.95,2.71,-10.5,0.28,0.318,0.245,True,8,11
XAU_USD,be+lock,1.0->-0.1,2.0->1.5,160,34.4,81.37,2.69,-12.56,0.264,0.333,0.2,True,8,11
XAU_USD,be+lock,1.0->-0.1,2.5->1.5,138,28.3,68.95,2.55,-13.31,0.272,0.361,0.2,True,8,11
XAU_USD,be+lock,1.0->-0.1,2.5->2.0,132,28.0,61.42,2.53,-12.04,0.26,0.294,0.229,True,9,11
XAU_USD,be+lock,1.0->0.0,1.5->0.5,140,45.0,102.25,3.31,-11.42,0.355,0.432,0.288,True,7,11
XAU_USD,be+lock,1.0->0.0,1.5->1.0,162,42.6,82.92,2.86,-10.12,0.263,0.291,0.24,True,8,11
XAU_USD,be+lock,1.0->0.0,2.0->1.0,149,36.2,85.22,2.87,-10.1,0.293,0.336,0.255,True,8,11
XAU_USD,be+lock,1.0->0.0,2.0->1.5,161,34.2,88.85,2.87,-12.17,0.279,0.351,0.213,True,8,11
XAU_USD,be+lock,1.0->0.0,2.5->1.5,140,28.6,86.28,2.96,-12.79,0.316,0.388,0.258,True,8,11
XAU_USD,be+lock,1.0->0.0,2.5->2.0,134,28.4,73.64,2.88,-11.51,0.292,0.323,0.266,True,9,11
XAU_USD,be+lock,1.5->-0.3,2.0->1.0,136,46.3,118.89,3.57,-7.59,0.406,0.547,0.284,True,8,11
XAU_USD,be+lock,1.5->-0.3,2.0->1.5,148,44.6,124.44,3.6,-9.23,0.384,0.485,0.293,True,9,11
XAU_USD,be+lock,1.5->-0.3,2.5->1.5,121,36.4,95.68,3.4,-14.12,0.393,0.591,0.245,True,7,10
XAU_USD,be+lock,1.5->-0.3,2.5->2.0,116,35.3,77.19,3.21,-11.73,0.35,0.449,0.272,True,8,10
XAU_USD,be+lock,1.5->-0.2,2.0->1.0,137,44.5,115.71,3.52,-7.56,0.395,0.501,0.303,True,8,11
XAU_USD,be+lock,1.5->-0.2,2.0->1.5,149,43.0,124.67,3.58,-9.1,0.382,0.458,0.312,True,9,11
XAU_USD,be+lock,1.5->-0.2,2.5->1.5,123,33.3,78.71,2.94,-13.34,0.337,0.492,0.22,True,7,11
XAU_USD,be+lock,1.5->-0.2,2.5->2.0,118,33.1,68.36,2.86,-11.46,0.315,0.414,0.236,True,8,11
XAU_USD,be+lock,1.5->-0.1,2.0->1.0,138,43.5,105.24,3.32,-7.42,0.368,0.485,0.263,True,8,11
XAU_USD,be+lock,1.5->-0.1,2.0->1.5,150,42.7,125.67,3.59,-8.96,0.381,0.445,0.322,True,9,11
XAU_USD,be+lock,1.5->-0.1,2.5->1.5,126,33.3,88.91,3.12,-12.56,0.359,0.51,0.238,True,7,11
XAU_USD,be+lock,1.5->-0.1,2.5->2.0,122,33.6,83.03,3.16,-11.2,0.351,0.465,0.255,True,8,11
XAU_USD,be+lock,1.5->0.0,2.0->1.0,138,43.5,109.29,3.42,-7.32,0.377,0.493,0.274,True,8,11
XAU_USD,be+lock,1.5->0.0,2.0->1.5,150,42.7,130.12,3.69,-8.82,0.39,0.452,0.332,True,9,11
XAU_USD,be+lock,1.5->0.0,2.5->1.5,127,33.9,105.82,3.49,-10.04,0.402,0.528,0.303,True,8,11
XAU_USD,be+lock,1.5->0.0,2.5->2.0,123,34.1,94.85,3.47,-10.04,0.383,0.483,0.299,True,8,11
NAS100_USD,baseline,,,48,35.4,27.78,3.57,-10.47,0.536,0.432,0.625,True,7,11
NAS100_USD,be,0.25->-0.3,,71,19.7,25.89,3.24,-4.42,0.337,0.236,0.441,True,8,11
NAS100_USD,be,0.25->-0.2,,72,15.3,18.27,2.64,-4.13,0.243,0.1,0.386,True,8,11
NAS100_USD,be,0.25->-0.1,,77,11.7,15.26,2.39,-5.27,0.192,-0.032,0.435,False,5,11
NAS100_USD,be,0.25->0.0,,81,8.6,13.91,2.37,-3.94,0.167,0.048,0.295,True,4,11
NAS100_USD,be,0.5->-0.3,,65,23.1,23.48,2.84,-5.75,0.341,0.242,0.442,True,8,11
NAS100_USD,be,0.5->-0.2,,65,21.5,22.94,2.9,-5.47,0.333,0.191,0.479,True,7,11
NAS100_USD,be,0.5->-0.1,,67,19.4,25.06,3.23,-5.19,0.347,0.244,0.453,True,7,11
NAS100_USD,be,0.5->0.0,,72,15.3,19.93,2.71,-4.9,0.263,0.158,0.381,True,7,11
NAS100_USD,be,0.75->-0.3,,65,23.1,19.2,2.33,-6.42,0.287,0.179,0.398,True,8,11
NAS100_USD,be,0.75->-0.2,,65,21.5,18.09,2.3,-6.23,0.271,0.118,0.429,True,7,11
NAS100_USD,be,0.75->-0.1,,66,21.2,23.96,2.98,-6.04,0.34,0.173,0.508,True,7,11
NAS100_USD,be,0.75->0.0,,67,20.9,27.73,3.38,-5.85,0.38,0.227,0.528,True,7,11
NAS100_USD,be,1.0->-0.3,,61,26.2,24.36,2.88,-6.42,0.376,0.376,0.376,True,7,11
NAS100_USD,be,1.0->-0.2,,61,26.2,27.01,3.17,-6.23,0.41,0.417,0.404,True,8,11
NAS100_USD,be,1.0->-0.1,,61,26.2,29.71,3.46,-6.04,0.445,0.459,0.432,True,8,11
NAS100_USD,be,1.0->0.0,,61,26.2,32.46,3.75,-5.85,0.479,0.5,0.461,True,8,11
NAS100_USD,be,1.5->-0.3,,59,30.5,30.16,3.38,-7.63,0.468,0.348,0.57,True,7,11
NAS100_USD,be,1.5->-0.2,,59,30.5,31.74,3.54,-7.35,0.489,0.374,0.586,True,7,11
NAS100_USD,be,1.5->-0.1,,59,30.5,33.33,3.7,-7.07,0.509,0.4,0.601,True,7,11
NAS100_USD,be,1.5->0.0,,60,30.0,33.59,3.7,-6.79,0.504,0.375,0.617,True,7,11
NAS100_USD,lock,,1.0->0.5,68,61.8,25.43,3.4,-5.87,0.345,0.286,0.408,True,7,11
NAS100_USD,lock,,1.5->0.5,65,52.3,32.77,3.71,-5.44,0.453,0.406,0.499,True,9,11
NAS100_USD,lock,,1.5->1.0,68,50.0,25.28,3.2,-6.86,0.345,0.129,0.574,True,8,11
NAS100_USD,lock,,2.0->1.0,62,43.5,28.64,3.26,-5.85,0.425,0.418,0.431,True,9,11
NAS100_USD,lock,,2.0->1.5,64,42.2,24.19,2.91,-5.85,0.355,0.29,0.416,True,9,11
NAS100_USD,lock,,2.5->1.5,54,38.9,24.28,3.17,-10.47,0.423,0.245,0.577,True,8,11
NAS100_USD,lock,,2.5->2.0,55,40.0,26.68,3.52,-10.47,0.45,0.26,0.608,True,8,11
NAS100_USD,be+lock,0.25->-0.3,1.0->0.5,76,43.4,21.0,3.27,-3.95,0.258,0.102,0.432,True,7,11
NAS100_USD,be+lock,0.25->-0.3,1.5->0.5,74,31.1,29.27,3.65,-3.64,0.359,0.274,0.448,True,9,11
NAS100_USD,be+lock,0.25->-0.3,1.5->1.0,77,29.9,19.13,2.86,-4.89,0.236,0.045,0.442,True,7,11
NAS100_USD,be+lock,0.25->-0.3,2.0->1.0,72,27.8,32.38,4.04,-3.93,0.402,0.308,0.496,True,9,11
NAS100_USD,be+lock,0.25->-0.3,2.0->1.5,73,27.4,23.93,3.48,-3.93,0.303,0.157,0.454,True,8,11
NAS100_USD,be+lock,0.25->-0.3,2.5->1.5,72,22.2,22.69,3.07,-3.93,0.295,0.231,0.359,True,7,11
NAS100_USD,be+lock,0.25->-0.3,2.5->2.0,72,22.2,20.36,2.92,-4.72,0.267,0.217,0.318,True,7,11
NAS100_USD,be+lock,0.25->-0.2,1.0->0.5,77,37.7,18.05,3.01,-3.66,0.222,0.095,0.359,True,6,11
NAS100_USD,be+lock,0.25->-0.2,1.5->0.5,75,26.7,20.59,2.99,-2.97,0.259,0.137,0.384,True,8,11
NAS100_USD,be+lock,0.25->-0.2,1.5->1.0,78,25.6,14.23,2.44,-3.19,0.177,-0.018,0.382,False,7,11
NAS100_USD,be+lock,0.25->-0.2,2.0->1.0,73,23.3,23.74,3.43,-2.96,0.301,0.167,0.432,True,8,11
NAS100_USD,be+lock,0.25->-0.2,2.0->1.5,74,23.0,15.95,2.79,-2.96,0.207,0.076,0.338,True,7,11
NAS100_USD,be+lock,0.25->-0.2,2.5->1.5,73,17.8,12.92,2.17,-2.96,0.174,0.092,0.254,True,7,11
NAS100_USD,be+lock,0.25->-0.2,2.5->2.0,73,17.8,11.31,2.05,-3.57,0.153,0.078,0.227,True,6,11
NAS100_USD,be+lock,0.25->-0.1,1.0->0.5,81,29.6,14.98,2.66,-3.65,0.178,0.019,0.358,True,5,11
NAS100_USD,be+lock,0.25->-0.1,1.5->0.5,80,18.8,14.62,2.35,-4.23,0.178,-0.014,0.389,False,5,11
NAS100_USD,be+lock,0.25->-0.1,1.5->1.0,82,18.3,7.4,1.5,-4.55,0.091,-0.098,0.3,False,5,11
NAS100_USD,be+lock,0.25->-0.1,2.0->1.0,78,16.7,14.56,2.48,-5.27,0.181,-0.005,0.376,False,5,11
NAS100_USD,be+lock,0.25->-0.1,2.0->1.5,78,16.7,11.3,2.21,-5.27,0.142,-0.042,0.337,False,6,11
NAS100_USD,be+lock,0.25->-0.1,2.5->1.5,78,12.8,6.12,1.27,-5.48,0.081,-0.082,0.253,False,6,11
NAS100_USD,be+lock,0.25->-0.1,2.5->2.0,78,12.8,7.49,1.53,-5.27,0.097,-0.07,0.273,False,6,11
NAS100_USD,be+lock,0.25->0.0,1.0->0.5,84,22.6,14.03,2.64,-3.46,0.161,0.056,0.282,True,6,11
NAS100_USD,be+lock,0.25->0.0,1.5->0.5,83,14.5,12.27,2.19,-3.46,0.145,0.057,0.244,True,5,11
NAS100_USD,be+lock,0.25->0.0,1.5->1.0,85,14.1,7.48,1.64,-2.98,0.088,-0.022,0.212,False,4,11
NAS100_USD,be+lock,0.25->0.0,2.0->1.0,81,12.3,14.53,2.59,-2.98,0.173,0.071,0.282,True,4,11
NAS100_USD,be+lock,0.25->0.0,2.0->1.5,81,12.3,12.34,2.43,-2.97,0.148,0.036,0.269,True,5,11
NAS100_USD,be+lock,0.25->0.0,2.5->1.5,81,8.6,7.44,1.56,-3.94,0.093,0.0,0.192,False,4,11
NAS100_USD,be+lock,0.25->0.0,2.5->2.0,81,8.6,7.45,1.6,-3.94,0.093,0.012,0.179,True,4,11
NAS100_USD,be+lock,0.5->-0.3,1.0->0.5,70,52.9,22.2,3.19,-5.2,0.296,0.162,0.447,True,6,11
NAS100_USD,be+lock,0.5->-0.3,1.5->0.5,68,38.2,27.54,3.43,-4.1,0.371,0.306,0.441,True,9,11
NAS100_USD,be+lock,0.5->-0.3,1.5->1.0,70,37.1,20.91,2.94,-4.65,0.282,0.032,0.562,True,8,11
NAS100_USD,be+lock,0.5->-0.3,2.0->1.0,66,33.3,28.36,3.5,-4.32,0.393,0.361,0.425,True,9,11
NAS100_USD,be+lock,0.5->-0.3,2.0->1.5,67,32.8,22.88,3.1,-4.32,0.32,0.247,0.395,True,9,11
NAS100_USD,be+lock,0.5->-0.3,2.5->1.5,66,27.3,27.39,3.31,-4.32,0.382,0.236,0.528,True,9,11
NAS100_USD,be+lock,0.5->-0.3,2.5->2.0,66,27.3,20.77,2.81,-5.11,0.299,0.176,0.422,True,8,11
NAS100_USD,be+lock,0.5->-0.2,1.0->0.5,70,50.0,22.21,3.21,-5.11,0.296,0.151,0.459,True,6,11
NAS100_USD,be+lock,0.5->-0.2,1.5->0.5,68,36.8,25.98,3.4,-3.91,0.352,0.246,0.465,True,8,11
NAS100_USD,be+lock,0.5->-0.2,1.5->1.0,70,35.7,19.43,2.88,-3.91,0.264,-0.024,0.586,False,7,11
NAS100_USD,be+lock,0.5->-0.2,2.0->1.0,66,31.8,27.04,3.5,-3.91,0.376,0.3,0.453,True,8,11
NAS100_USD,be+lock,0.5->-0.2,2.0->1.5,67,31.3,21.61,3.08,-3.91,0.304,0.188,0.422,True,8,11
NAS100_USD,be+lock,0.5->-0.2,2.5->1.5,66,25.8,26.58,3.36,-3.91,0.372,0.182,0.562,True,8,11
NAS100_USD,be+lock,0.5->-0.2,2.5->2.0,66,25.8,20.01,2.84,-3.91,0.288,0.121,0.456,True,7,11
NAS100_USD,be+lock,0.5->-0.1,1.0->0.5,72,44.4,21.73,3.11,-5.01,0.283,0.161,0.419,True,6,11
NAS100_USD,be+lock,0.5->-0.1,1.5->0.5,70,31.4,26.62,3.43,-3.71,0.349,0.267,0.437,True,8,11
NAS100_USD,be+lock,0.5->-0.1,1.5->1.0,72,30.6,18.26,2.73,-4.17,0.242,-0.011,0.525,False,6,11
NAS100_USD,be+lock,0.5->-0.1,2.0->1.0,68,27.9,30.19,3.89,-3.71,0.401,0.309,0.493,True,8,11
NAS100_USD,be+lock,0.5->-0.1,2.0->1.5,69,27.5,23.41,3.38,-3.71,0.315,0.186,0.449,True,8,11
NAS100_USD,be+lock,0.5->-0.1,2.5->1.5,68,22.1,26.47,3.47,-3.71,0.358,0.185,0.531,True,8,11
NAS100_USD,be+lock,0.5->-0.1,2.5->2.0,68,22.1,19.32,2.91,-3.71,0.27,0.112,0.428,True,8,11
NAS100_USD,be+lock,0.5->0.0,1.0->0.5,75,38.7,18.92,2.79,-5.39,0.239,0.171,0.322,True,6,11
NAS100_USD,be+lock,0.5->0.0,1.5->0.5,74,25.7,19.99,2.76,-3.95,0.256,0.175,0.352,True,8,11
NAS100_USD,be+lock,0.5->0.0,1.5->1.0,75,25.3,15.43,2.38,-3.52,0.199,0.012,0.425,True,6,11
NAS100_USD,be+lock,0.5->0.0,2.0->1.0,72,22.2,23.01,3.17,-3.52,0.298,0.211,0.396,True,8,11
NAS100_USD,be+lock,0.5->0.0,2.0->1.5,72,22.2,19.5,2.94,-3.52,0.256,0.184,0.337,True,7,11
NAS100_USD,be+lock,0.5->0.0,2.5->1.5,72,15.3,15.34,2.27,-4.9,0.208,0.105,0.322,True,7,11
NAS100_USD,be+lock,0.5->0.0,2.5->2.0,72,15.3,8.28,1.47,-4.93,0.117,0.039,0.205,True,7,11
NAS100_USD,be+lock,0.75->-0.3,1.0->0.5,70,52.9,17.14,2.46,-5.97,0.236,0.086,0.405,True,6,11
NAS100_USD,be+lock,0.75->-0.3,1.5->0.5,68,36.8,21.29,2.67,-5.37,0.298,0.203,0.399,True,9,11
NAS100_USD,be+lock,0.75->-0.3,1.5->1.0,70,35.7,14.42,2.05,-8.5,0.204,-0.078,0.52,False,7,11
NAS100_USD,be+lock,0.75->-0.3,2.0->1.0,66,31.8,22.32,2.78,-4.99,0.32,0.258,0.383,True,9,11
NAS100_USD,be+lock,0.75->-0.3,2.0->1.5,67,31.3,16.52,2.27,-4.99,0.241,0.132,0.353,True,9,11
NAS100_USD,be+lock,0.75->-0.3,2.5->1.5,66,25.8,20.79,2.56,-7.27,0.302,0.118,0.486,True,8,11
NAS100_USD,be+lock,0.75->-0.3,2.5->2.0,66,25.8,13.96,1.94,-7.58,0.211,0.042,0.38,True,7,11
NAS100_USD,be+lock,0.75->-0.2,1.0->0.5,70,51.4,17.26,2.48,-5.87,0.238,0.084,0.411,True,6,11
NAS100_USD,be+lock,0.75->-0.2,1.5->0.5,68,35.3,19.2,2.53,-4.9,0.271,0.134,0.417,True,8,11
NAS100_USD,be+lock,0.75->-0.2,1.5->1.0,70,34.3,12.45,1.88,-7.94,0.178,-0.143,0.538,False,6,11
NAS100_USD,be+lock,0.75->-0.2,2.0->1.0,66,30.3,20.58,2.69,-4.68,0.298,0.191,0.404,True,8,11
NAS100_USD,be+lock,0.75->-0.2,2.0->1.5,67,29.9,14.86,2.16,-4.68,0.218,0.068,0.374,True,8,11
NAS100_USD,be+lock,0.75->-0.2,2.5->1.5,66,24.2,19.55,2.52,-6.33,0.285,0.058,0.513,True,7,11
NAS100_USD,be+lock,0.75->-0.2,2.5->2.0,66,24.2,12.79,1.87,-6.08,0.195,-0.018,0.407,False,6,11
NAS100_USD,be+lock,0.75->-0.1,1.0->0.5,71,50.7,18.21,2.59,-5.87,0.246,0.103,0.402,True,6,11
NAS100_USD,be+lock,0.75->-0.1,1.5->0.5,69,33.3,20.77,2.7,-4.58,0.286,0.174,0.402,True,8,11
NAS100_USD,be+lock,0.75->-0.1,1.5->1.0,71,32.4,13.36,2.0,-7.39,0.187,-0.105,0.505,False,6,11
NAS100_USD,be+lock,0.75->-0.1,2.0->1.0,67,29.9,25.93,3.34,-4.58,0.358,0.239,0.472,True,8,11
NAS100_USD,be+lock,0.75->-0.1,2.0->1.5,68,29.4,19.96,2.86,-4.58,0.279,0.115,0.443,True,8,11
NAS100_USD,be+lock,0.75->-0.1,2.5->1.5,67,23.9,25.36,3.21,-5.39,0.352,0.112,0.584,True,7,11
NAS100_USD,be+lock,0.75->-0.1,2.5->2.0,67,23.9,18.27,2.63,-4.93,0.262,0.036,0.481,True,7,11
NAS100_USD,be+lock,0.75->0.0,1.0->0.5,71,49.3,18.8,2.66,-6.33,0.253,0.122,0.396,True,6,11
NAS100_USD,be+lock,0.75->0.0,1.5->0.5,69,31.9,22.84,2.94,-4.91,0.311,0.214,0.41,True,8,11
NAS100_USD,be+lock,0.75->0.0,1.5->1.0,71,31.0,14.74,2.19,-6.83,0.204,-0.068,0.499,False,6,11
NAS100_USD,be+lock,0.75->0.0,2.0->1.0,67,28.4,27.84,3.56,-4.49,0.38,0.288,0.469,True,8,11
NAS100_USD,be+lock,0.75->0.0,2.0->1.5,68,27.9,21.18,3.02,-4.49,0.293,0.162,0.425,True,7,11
NAS100_USD,be+lock,0.75->0.0,2.5->1.5,67,20.9,22.84,2.98,-5.85,0.32,0.167,0.469,True,6,11
NAS100_USD,be+lock,0.75->0.0,2.5->2.0,67,20.9,15.32,2.31,-5.88,0.223,0.091,0.352,True,6,11
NAS100_USD,be+lock,1.0->-0.3,1.5->0.5,66,43.9,28.84,3.4,-4.77,0.399,0.421,0.377,True,9,11
NAS100_USD,be+lock,1.0->-0.3,1.5->1.0,69,42.0,22.12,2.88,-7.95,0.302,0.122,0.499,True,7,11
NAS100_USD,be+lock,1.0->-0.3,2.0->1.0,64,37.5,28.78,3.39,-4.77,0.412,0.465,0.362,True,9,11
NAS100_USD,be+lock,1.0->-0.3,2.0->1.5,66,36.4,23.11,2.92,-4.77,0.329,0.327,0.331,True,9,11
NAS100_USD,be+lock,1.0->-0.3,2.5->1.5,62,29.0,22.52,2.82,-8.18,0.345,0.208,0.465,True,7,11
NAS100_USD,be+lock,1.0->-0.3,2.5->2.0,62,29.0,18.89,2.53,-6.46,0.294,0.221,0.359,True,7,11
NAS100_USD,be+lock,1.0->-0.2,1.5->0.5,66,43.9,30.4,3.58,-4.68,0.417,0.442,0.393,True,9,11
NAS100_USD,be+lock,1.0->-0.2,1.5->1.0,69,42.0,23.6,3.06,-7.58,0.32,0.142,0.514,True,7,11
NAS100_USD,be+lock,1.0->-0.2,2.0->1.0,63,36.5,27.33,3.39,-4.68,0.399,0.421,0.38,True,8,11
NAS100_USD,be+lock,1.0->-0.2,2.0->1.5,65,35.4,21.73,2.9,-4.68,0.316,0.281,0.35,True,8,11
NAS100_USD,be+lock,1.0->-0.2,2.5->1.5,62,29.0,25.0,3.11,-7.07,0.377,0.249,0.489,True,7,11
NAS100_USD,be+lock,1.0->-0.2,2.5->2.0,62,29.0,21.3,2.84,-5.33,0.326,0.262,0.383,True,7,11
NAS100_USD,be+lock,1.0->-0.1,1.5->0.5,66,43.9,31.97,3.75,-4.58,0.436,0.464,0.408,True,9,11
NAS100_USD,be+lock,1.0->-0.1,1.5->1.0,69,42.0,25.1,3.24,-7.21,0.337,0.161,0.529,True,7,11
NAS100_USD,be+lock,1.0->-0.1,2.0->1.0,63,36.5,29.39,3.62,-4.58,0.425,0.454,0.398,True,8,11
NAS100_USD,be+lock,1.0->-0.1,2.0->1.5,65,35.4,23.69,3.15,-4.58,0.341,0.313,0.368,True,9,11
NAS100_USD,be+lock,1.0->-0.1,2.5->1.5,62,29.0,27.53,3.4,-5.94,0.409,0.29,0.513,True,7,11
NAS100_USD,be+lock,1.0->-0.1,2.5->2.0,62,29.0,23.75,3.14,-4.61,0.359,0.303,0.407,True,7,11
NAS100_USD,be+lock,1.0->0.0,1.5->0.5,66,43.9,33.57,3.92,-4.49,0.454,0.485,0.423,True,9,11
NAS100_USD,be+lock,1.0->0.0,1.5->1.0,69,42.0,26.61,3.42,-6.84,0.354,0.181,0.544,True,7,11
NAS100_USD,be+lock,1.0->0.0,2.0->1.0,63,36.5,31.48,3.86,-4.49,0.45,0.487,0.416,True,8,11
NAS100_USD,be+lock,1.0->0.0,2.0->1.5,65,35.4,25.69,3.39,-4.49,0.365,0.344,0.386,True,9,11
NAS100_USD,be+lock,1.0->0.0,2.5->1.5,62,27.4,25.71,3.25,-4.81,0.385,0.332,0.431,True,6,11
NAS100_USD,be+lock,1.0->0.0,2.5->2.0,62,27.4,21.99,2.99,-4.49,0.334,0.345,0.325,True,6,11
NAS100_USD,be+lock,1.5->-0.3,2.0->1.0,63,42.9,31.92,3.6,-5.44,0.458,0.441,0.474,True,9,11
NAS100_USD,be+lock,1.5->-0.3,2.0->1.5,65,41.5,27.36,3.27,-5.44,0.388,0.316,0.459,True,9,11
NAS100_USD,be+lock,1.5->-0.3,2.5->1.5,60,33.3,25.76,3.12,-9.56,0.401,0.167,0.592,True,7,11
NAS100_USD,be+lock,1.5->-0.3,2.5->2.0,60,33.3,22.63,2.9,-7.87,0.357,0.181,0.501,True,7,11
NAS100_USD,be+lock,1.5->-0.2,2.0->1.0,62,41.9,29.13,3.46,-6.43,0.43,0.373,0.48,True,8,11
NAS100_USD,be+lock,1.5->-0.2,2.0->1.5,64,40.6,24.67,3.11,-5.96,0.36,0.248,0.465,True,8,11
NAS100_USD,be+lock,1.5->-0.2,2.5->1.5,60,33.3,27.15,3.27,-8.92,0.419,0.193,0.604,True,7,11
NAS100_USD,be+lock,1.5->-0.2,2.5->2.0,60,33.3,23.99,3.07,-7.35,0.376,0.207,0.513,True,7,11
NAS100_USD,be+lock,1.5->-0.1,2.0->1.0,62,41.9,29.91,3.54,-6.14,0.44,0.387,0.486,True,8,11
NAS100_USD,be+lock,1.5->-0.1,2.0->1.5,64,40.6,25.42,3.2,-5.68,0.369,0.261,0.471,True,8,11
NAS100_USD,be+lock,1.5->-0.1,2.5->1.5,60,33.3,28.56,3.43,-8.28,0.438,0.219,0.616,True,7,11
NAS100_USD,be+lock,1.5->-0.1,2.5->2.0,60,33.3,25.37,3.23,-7.07,0.394,0.233,0.525,True,7,11
NAS100_USD,be+lock,1.5->0.0,2.0->1.0,62,41.9,30.69,3.63,-5.86,0.449,0.401,0.492,True,8,11
NAS100_USD,be+lock,1.5->0.0,2.0->1.5,64,40.6,26.18,3.28,-5.44,0.379,0.274,0.477,True,8,11
NAS100_USD,be+lock,1.5->0.0,2.5->1.5,61,31.1,24.33,2.98,-8.56,0.375,0.201,0.522,True,6,11
NAS100_USD,be+lock,1.5->0.0,2.5->2.0,61,31.1,21.24,2.77,-6.85,0.332,0.214,0.431,True,6,11
