symbol,timeframe,di_threshold,rr,di_persist,spread,period,di_slope,adx_rising,adx_min,atr_ratio,avoid_hours,filters,trades,win_rate,roi,sharpe,max_dd
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,"[7, 8, 20, 21, 22, 23]","di_slope, adx_rising, adx_min=15, avoid=[7, 8, 20, 21, 22, 23]",88,30.7,20.32,1.83,-7.89
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.0,"[7, 21, 22, 23]","adx_rising, adx_min=20, atr_ratio=1.0, avoid=[7, 21, 22, 23]",90,31.1,22.69,1.81,-12.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,,"di_slope, adx_rising, adx_min=15",98,30.6,22.55,1.81,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.0,"[7, 8]","adx_rising, adx_min=20, atr_ratio=1.0, avoid=[7, 8]",90,31.1,22.69,1.8,-12.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,0.0,"[7, 21, 22, 23]","adx_rising, adx_min=25, avoid=[7, 21, 22, 23]",103,31.1,26.15,1.8,-14.5
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.0,[7],"di_slope, adx_rising, atr_ratio=1.0, avoid=[7]",75,30.7,17.03,1.8,-11.47
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.0,,"di_slope, adx_rising, adx_min=15, atr_ratio=1.0",75,30.7,17.03,1.8,-11.47
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.0,[7],"adx_rising, adx_min=15, atr_ratio=1.0, avoid=[7]",81,30.9,19.26,1.78,-8.81
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.0,"[7, 21, 22, 23]","di_slope, adx_rising, adx_min=15, atr_ratio=1.0, avoid=[7, 21, 22, 23]",72,30.6,15.93,1.76,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,[7],"adx_rising, adx_min=25, atr_ratio=1.2, avoid=[7]",59,30.5,12.75,1.74,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[7, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[7, 21, 22, 23]",59,30.5,12.75,1.74,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,20.0,1.2,"[7, 8]","adx_min=20, atr_ratio=1.2, avoid=[7, 8]",69,30.4,14.83,1.73,-10.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.2,"[7, 8]","di_slope, adx_rising, atr_ratio=1.2, avoid=[7, 8]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.2,"[7, 8, 21, 22, 23]","di_slope, adx_rising, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.2,"[7, 8, 20, 21, 22, 23]","di_slope, adx_rising, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.2,"[7, 8]","di_slope, adx_rising, adx_min=15, atr_ratio=1.2, avoid=[7, 8]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.2,"[7, 8, 21, 22, 23]","di_slope, adx_rising, adx_min=15, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.2,"[7, 8, 20, 21, 22, 23]","di_slope, adx_rising, adx_min=15, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",53,30.2,10.64,1.73,-11.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,0.0,"[7, 8, 20, 21, 22, 23]","di_slope, adx_rising, avoid=[7, 8, 20, 21, 22, 23]",89,30.3,19.12,1.72,-7.89
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,20.0,1.0,[7],"adx_min=20, atr_ratio=1.0, avoid=[7]",91,30.8,21.47,1.71,-13.38
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,"[21, 22, 23]","adx_rising, atr_ratio=1.2, avoid=[21, 22, 23]",66,30.3,13.75,1.71,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,"[21, 22, 23]","adx_rising, adx_min=15, atr_ratio=1.2, avoid=[21, 22, 23]",66,30.3,13.75,1.71,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.0,,"di_slope, adx_min=15, atr_ratio=1.0",79,30.4,16.96,1.69,-8.92
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[7, 8]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[7, 8]",56,30.4,11.69,1.68,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[7, 8, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",56,30.4,11.69,1.68,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[7, 8, 20, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",56,30.4,11.69,1.68,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,0.0,1.0,"[0, 1, 2, 3, 4, 5]","atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",89,30.3,19.12,1.67,-9.88
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.0,,"di_slope, adx_rising, atr_ratio=1.0",76,30.3,15.86,1.66,-11.47
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,"[7, 8]","adx_rising, atr_ratio=1.2, avoid=[7, 8]",63,30.2,12.68,1.64,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,"[7, 8]","adx_rising, adx_min=15, atr_ratio=1.2, avoid=[7, 8]",63,30.2,12.68,1.64,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,"[7, 21, 22, 23]","di_slope, adx_rising, adx_min=15, avoid=[7, 21, 22, 23]",93,30.1,19.05,1.64,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,0.0,"[7, 21, 22, 23]","di_slope, adx_min=15, avoid=[7, 21, 22, 23]",93,30.1,19.05,1.63,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,0.0,"[20, 21, 22, 23]","di_slope, adx_min=15, avoid=[20, 21, 22, 23]",93,30.1,19.05,1.62,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,0.0,"[20, 21, 22, 23]","adx_rising, adx_min=25, avoid=[20, 21, 22, 23]",105,30.5,23.64,1.61,-14.2
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,0.0,,di_slope,100,30.0,20.11,1.61,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.0,"[7, 21, 22, 23]","di_slope, adx_rising, atr_ratio=1.0, avoid=[7, 21, 22, 23]",73,30.1,14.77,1.61,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.0,"[21, 22, 23]","di_slope, adx_rising, adx_min=15, atr_ratio=1.0, avoid=[21, 22, 23]",73,30.1,14.77,1.61,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,1.0,"[20, 21, 22, 23]","di_slope, adx_rising, adx_min=15, atr_ratio=1.0, avoid=[20, 21, 22, 23]",73,30.1,14.77,1.61,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,0.0,"[21, 22, 23]","adx_rising, adx_min=25, avoid=[21, 22, 23]",105,30.5,23.64,1.6,-14.5
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,20.0,1.2,[7],"adx_min=20, atr_ratio=1.2, avoid=[7]",70,30.0,13.69,1.59,-10.63
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,20.0,1.2,"[0, 1, 2, 3, 4, 5]","adx_min=20, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",70,30.0,13.69,1.59,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,25.0,1.0,"[0, 1, 2, 3, 4, 5]","adx_min=25, atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",86,30.2,18.0,1.59,-12.51
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,0.0,"[7, 8]","di_slope, adx_rising, adx_min=25, avoid=[7, 8]",70,30.0,13.69,1.59,-12.35
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,20.0,1.0,"[0, 1, 2, 3, 4, 5]","di_slope, adx_rising, adx_min=20, atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",80,30.0,15.79,1.58,-10.47
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,,"adx_rising, adx_min=25, atr_ratio=1.2",60,30.0,11.62,1.57,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[21, 22, 23]",60,30.0,11.62,1.57,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[20, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[20, 21, 22, 23]",60,30.0,11.62,1.57,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,0.0,"[0, 1, 2, 3, 4, 5]","adx_rising, adx_min=15, avoid=[0, 1, 2, 3, 4, 5]",96,30.2,20.18,1.56,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.0,,"di_slope, atr_ratio=1.0",80,30.0,15.79,1.56,-8.92
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,0.0,[7],"di_slope, adx_min=15, avoid=[7]",97,29.9,18.98,1.55,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,"[7, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.0, avoid=[7, 21, 22, 23]",83,30.1,16.89,1.54,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[7, 8]","di_slope, atr_ratio=1.2, avoid=[7, 8]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[7, 8, 21, 22, 23]","di_slope, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[7, 8, 20, 21, 22, 23]","di_slope, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[0, 1, 2, 3, 4, 5]","di_slope, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[7, 8]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[7, 8]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[7, 8, 21, 22, 23]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[7, 8, 20, 21, 22, 23]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[0, 1, 2, 3, 4, 5]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",54,29.6,9.53,1.54,-10.68
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,0.0,0.0,"[0, 1, 2, 3, 4, 5]","avoid=[0, 1, 2, 3, 4, 5]",103,30.1,21.25,1.53,-15.06
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,0.0,"[7, 21, 22, 23]","di_slope, avoid=[7, 21, 22, 23]",94,29.8,17.86,1.52,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,0.0,"[0, 1, 2, 3, 4, 5]","di_slope, adx_rising, avoid=[0, 1, 2, 3, 4, 5]",94,29.8,17.86,1.52,-9.56
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,0.0,"[20, 21, 22, 23]","di_slope, avoid=[20, 21, 22, 23]",94,29.8,17.86,1.51,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.0,[7],"di_slope, adx_min=15, atr_ratio=1.0, avoid=[7]",77,29.9,14.7,1.51,-8.92
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,0.0,,"di_slope, adx_rising, adx_min=25",74,29.7,13.62,1.51,-14.1
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,0.0,[7],"di_slope, adx_rising, adx_min=25, avoid=[7]",74,29.7,13.62,1.51,-14.1
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.0,,"adx_rising, adx_min=20, atr_ratio=1.0",93,30.1,19.05,1.47,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.0,"[21, 22, 23]","di_slope, adx_rising, atr_ratio=1.0, avoid=[21, 22, 23]",74,29.7,13.62,1.47,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.0,"[20, 21, 22, 23]","di_slope, adx_rising, atr_ratio=1.0, avoid=[20, 21, 22, 23]",74,29.7,13.62,1.47,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,20.0,1.2,,"adx_min=20, atr_ratio=1.2",71,29.6,12.55,1.45,-10.63
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,0.0,"[7, 8, 20, 21, 22, 23]","adx_rising, adx_min=25, avoid=[7, 8, 20, 21, 22, 23]",100,30.0,20.11,1.45,-15.31
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,20.0,0.0,"[0, 1, 2, 3, 4, 5]","di_slope, adx_rising, adx_min=20, avoid=[0, 1, 2, 3, 4, 5]",98,29.6,17.79,1.45,-11.36
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,0.0,"[7, 8, 21, 22, 23]","adx_rising, adx_min=25, avoid=[7, 8, 21, 22, 23]",100,30.0,20.11,1.44,-16.15
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,[7],"adx_rising, adx_min=25, atr_ratio=1.0, avoid=[7]",84,29.8,15.72,1.43,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,0.0,"[21, 22, 23]","di_slope, adx_min=15, avoid=[21, 22, 23]",95,29.5,16.68,1.43,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,"[21, 22, 23]","di_slope, adx_rising, adx_min=15, avoid=[21, 22, 23]",95,29.5,16.68,1.43,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,"[20, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.0, avoid=[20, 21, 22, 23]",84,29.8,15.72,1.42,-14.2
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,0.0,"[7, 21, 22, 23]","di_slope, adx_rising, avoid=[7, 21, 22, 23]",95,29.5,16.68,1.42,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,15.0,1.0,"[0, 1, 2, 3, 4, 5]","adx_min=15, atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",88,29.5,15.65,1.41,-9.88
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.0,[7],"di_slope, atr_ratio=1.0, avoid=[7]",78,29.5,13.55,1.38,-8.92
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,"[0, 1, 2, 3, 4, 5]","di_slope, adx_rising, adx_min=15, avoid=[0, 1, 2, 3, 4, 5]",92,29.3,15.58,1.37,-9.56
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.0,"[0, 1, 2, 3, 4, 5]","adx_rising, atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",85,29.4,14.56,1.36,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.0,[7],"adx_rising, adx_min=20, atr_ratio=1.0, avoid=[7]",91,29.7,16.75,1.36,-13.54
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,"[7, 8, 20, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.0, avoid=[7, 8, 20, 21, 22, 23]",81,29.6,14.63,1.36,-13.54
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,,"di_slope, atr_ratio=1.2",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,[7],"di_slope, atr_ratio=1.2, avoid=[7]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[21, 22, 23]","di_slope, atr_ratio=1.2, avoid=[21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[7, 21, 22, 23]","di_slope, atr_ratio=1.2, avoid=[7, 21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,1.2,"[20, 21, 22, 23]","di_slope, atr_ratio=1.2, avoid=[20, 21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,,"di_slope, adx_min=15, atr_ratio=1.2",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,[7],"di_slope, adx_min=15, atr_ratio=1.2, avoid=[7]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[21, 22, 23]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[7, 21, 22, 23]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[7, 21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,1.2,"[20, 21, 22, 23]","di_slope, adx_min=15, atr_ratio=1.2, avoid=[20, 21, 22, 23]",55,29.1,8.43,1.36,-11.57
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,0.0,"[7, 8, 20, 21, 22, 23]","di_slope, adx_rising, adx_min=25, avoid=[7, 8, 20, 21, 22, 23]",68,29.4,11.49,1.36,-12.35
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,[7],"adx_rising, atr_ratio=1.2, avoid=[7]",65,29.2,10.44,1.33,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,[7],"adx_rising, adx_min=15, atr_ratio=1.2, avoid=[7]",65,29.2,10.44,1.33,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,0.0,"[21, 22, 23]","di_slope, avoid=[21, 22, 23]",96,29.2,15.51,1.32,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,"[21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.0, avoid=[21, 22, 23]",85,29.4,14.56,1.31,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,0.0,"[20, 21, 22, 23]","di_slope, adx_rising, adx_min=25, avoid=[20, 21, 22, 23]",72,29.2,11.42,1.29,-14.1
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.2,"[7, 8, 21, 22, 23]","adx_rising, adx_min=20, atr_ratio=1.2, avoid=[7, 8, 21, 22, 23]",62,29.0,9.4,1.28,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,20.0,1.2,"[7, 8, 20, 21, 22, 23]","adx_rising, adx_min=20, atr_ratio=1.2, avoid=[7, 8, 20, 21, 22, 23]",62,29.0,9.4,1.28,-11.62
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,15.0,0.0,"[20, 21, 22, 23]","di_slope, adx_rising, adx_min=15, avoid=[20, 21, 22, 23]",93,29.0,14.43,1.28,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,"[20, 21, 22, 23]","adx_rising, atr_ratio=1.2, avoid=[20, 21, 22, 23]",69,29.0,10.37,1.27,-10.73
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,"[20, 21, 22, 23]","adx_rising, adx_min=15, atr_ratio=1.2, avoid=[20, 21, 22, 23]",69,29.0,10.37,1.27,-10.73
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,15.0,0.0,,"di_slope, adx_min=15",100,29.0,15.45,1.26,-8.65
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,"[7, 8, 21, 22, 23]","adx_rising, adx_min=25, atr_ratio=1.0, avoid=[7, 8, 21, 22, 23]",82,29.3,13.48,1.25,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,0.0,"[21, 22, 23]","di_slope, adx_rising, avoid=[21, 22, 23]",97,28.9,14.36,1.22,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,False,15.0,0.0,"[0, 1, 2, 3, 4, 5]","adx_min=15, avoid=[0, 1, 2, 3, 4, 5]",103,29.1,16.54,1.21,-15.06
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,False,0.0,0.0,"[0, 1, 2, 3, 4, 5]","di_slope, avoid=[0, 1, 2, 3, 4, 5]",97,28.9,14.36,1.21,-10.73
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,25.0,1.0,"[0, 1, 2, 3, 4, 5]","di_slope, adx_rising, adx_min=25, atr_ratio=1.0, avoid=[0, 1, 2, 3, 4, 5]",59,28.8,8.37,1.21,-10.52
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.0,,"adx_rising, adx_min=25, atr_ratio=1.0",86,29.1,13.42,1.2,-14.4
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,,"adx_rising, atr_ratio=1.2",66,28.8,9.34,1.18,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,0.0,1.2,"[0, 1, 2, 3, 4, 5]","adx_rising, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",66,28.8,9.34,1.18,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,,"adx_rising, adx_min=15, atr_ratio=1.2",66,28.8,9.34,1.18,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,15.0,1.2,"[0, 1, 2, 3, 4, 5]","adx_rising, adx_min=15, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",66,28.8,9.34,1.18,-9.72
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,False,True,25.0,1.2,"[0, 1, 2, 3, 4, 5]","adx_rising, adx_min=25, atr_ratio=1.2, avoid=[0, 1, 2, 3, 4, 5]",59,28.8,8.37,1.18,-8.86
NAS100_USD,15m,30.0,3.0,2,2.3,2025-10-23 to 2026-03-27,True,True,0.0,1.2,,"di_slope, adx_rising, atr_ratio=1.2",56,28.6,7.35,1.17,-13.38
