rr,di,persist,adx_min,adx_rising,atr_ratio,di_slope,avoid_hours,trades,wins,win_rate,roi,sharpe,max_dd,avg_r
1.5,35,3,0,False,1.0,True,long_london,27,15,55.6,10.82,4.68,-3.94,0.401
3.5,30,3,30,True,0.8,True,plus6,46,17,37.0,34.09,4.68,-4.9,0.741
2.0,35,2,30,False,0.8,True,none,35,17,48.6,16.85,4.68,-2.97,0.481
3.5,30,3,30,True,0.8,True,current,46,17,37.0,34.09,4.68,-4.9,0.741
3.5,30,3,30,True,0.0,True,plus6,46,17,37.0,34.09,4.68,-4.9,0.741
3.5,30,3,30,True,0.0,True,plus9,46,17,37.0,34.09,4.68,-4.9,0.741
2.0,35,2,30,True,0.0,True,none,35,17,48.6,16.85,4.68,-2.97,0.481
3.0,35,1,25,True,1.0,True,plus6,40,16,40.0,26.08,4.68,-5.07,0.652
3.0,35,1,25,True,1.0,True,plus20,40,16,40.0,26.08,4.68,-5.07,0.652
3.0,35,1,25,True,1.0,True,current,40,16,40.0,26.08,4.68,-5.07,0.652
3.5,30,3,30,True,0.0,True,current,46,17,37.0,34.09,4.68,-4.9,0.741
3.5,30,3,30,True,0.8,True,plus9,46,17,37.0,34.09,4.68,-4.9,0.741
3.5,35,3,20,False,1.0,True,plus20,24,9,37.5,17.22,4.67,-5.85,0.717
3.5,35,1,25,True,1.0,True,current,38,14,36.8,27.18,4.67,-4.9,0.715
3.5,30,3,30,True,1.0,True,deep_prelondon,35,13,37.1,25.37,4.67,-3.94,0.725
2.0,35,2,30,True,0.8,True,none,33,16,48.5,15.72,4.67,-2.97,0.476
1.5,25,2,20,True,1.2,False,plus20,74,41,55.4,32.15,4.67,-3.94,0.434
2.5,35,3,20,True,0.8,True,eu_open,25,11,44.0,13.99,4.67,-7.3,0.559
3.0,35,2,25,True,1.0,True,deep_prelondon,25,10,40.0,15.58,4.67,-2.97,0.623
2.5,35,3,20,True,0.0,True,eu_open,25,11,44.0,13.99,4.67,-7.3,0.559
3.5,35,1,25,True,1.0,True,plus6,38,14,36.8,27.18,4.67,-4.9,0.715
3.5,35,1,25,True,1.0,True,plus20,38,14,36.8,27.18,4.67,-4.9,0.715
3.0,35,1,30,False,1.2,False,deep_prelondon,30,12,40.0,18.98,4.67,-6.85,0.633
3.0,35,2,30,False,1.2,False,none,25,10,40.0,15.58,4.67,-4.96,0.623
3.5,35,2,30,False,0.0,False,long_london,38,14,36.8,27.18,4.66,-3.94,0.715
1.5,35,3,25,True,0.0,True,plus20,27,15,55.6,10.82,4.66,-2.97,0.401
3.5,35,1,30,True,1.2,False,plus9,27,10,37.0,18.91,4.66,-5.45,0.7
2.5,35,2,20,False,0.8,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
3.5,35,3,20,False,1.0,True,plus9,24,9,37.5,17.22,4.66,-4.9,0.717
3.0,35,2,30,True,1.2,False,deep_prelondon,25,10,40.0,15.58,4.66,-4.96,0.623
2.5,35,2,0,False,0.8,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
2.5,30,3,25,True,1.0,True,deep_prelondon,41,18,43.9,23.78,4.66,-5.42,0.58
3.5,35,2,30,False,0.8,False,long_london,38,14,36.8,27.18,4.66,-3.94,0.715
3.0,35,2,25,False,0.8,True,plus6,30,12,40.0,18.98,4.66,-2.97,0.633
3.5,35,1,30,True,1.2,False,current,27,10,37.0,18.91,4.66,-5.45,0.7
3.0,35,2,25,False,0.0,True,plus6,30,12,40.0,18.98,4.66,-2.97,0.633
3.0,35,2,30,False,1.2,False,deep_prelondon,25,10,40.0,15.58,4.66,-4.96,0.623
3.0,35,2,30,True,1.0,False,none,35,14,40.0,22.48,4.66,-4.9,0.642
2.5,35,2,20,True,0.0,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
1.5,35,3,30,False,0.8,True,plus20,27,15,55.6,10.82,4.66,-2.97,0.401
2.5,35,2,0,True,0.8,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
3.5,30,2,25,False,1.2,True,deep_prelondon,32,12,37.5,23.59,4.66,-10.98,0.737
2.5,35,2,20,True,0.8,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
2.5,35,2,20,False,0.0,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
3.5,35,1,30,True,1.2,False,plus6,27,10,37.0,18.91,4.66,-5.45,0.7
2.5,35,2,0,False,0.0,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
2.5,35,2,0,True,0.0,True,long_london,32,14,43.8,17.91,4.66,-6.87,0.56
2.5,30,3,30,False,1.2,True,plus20,25,11,44.0,13.99,4.65,-5.85,0.559
3.5,30,3,0,True,0.0,True,long_london,57,21,36.8,43.42,4.65,-5.85,0.762
3.5,30,3,0,True,0.8,True,long_london,57,21,36.8,43.42,4.65,-5.85,0.762
1.5,30,2,25,True,1.2,True,none,36,20,55.6,14.68,4.65,-5.85,0.408
3.0,35,1,25,True,1.2,True,plus9,30,12,40.0,18.98,4.65,-7.78,0.633
3.0,30,3,25,True,1.2,True,plus9,30,12,40.0,18.98,4.65,-5.85,0.633
3.5,35,2,25,True,0.8,False,none,46,17,37.0,34.09,4.65,-4.9,0.741
4.0,35,2,25,False,1.0,True,none,29,10,34.5,22.29,4.65,-4.9,0.769
3.0,35,1,20,True,1.0,False,plus6,48,19,39.6,31.02,4.64,-5.85,0.646
4.0,35,2,30,True,0.8,True,none,29,10,34.5,22.29,4.64,-3.94,0.769
3.0,35,1,20,True,1.0,False,current,48,19,39.6,31.02,4.64,-5.85,0.646
2.5,35,1,30,False,1.0,True,deep_prelondon,39,17,43.6,21.98,4.64,-3.94,0.564
3.0,35,2,25,True,1.0,True,long_london,25,10,40.0,15.58,4.64,-2.97,0.623
4.0,35,3,30,False,1.0,True,eu_open,20,7,35.0,15.48,4.64,-3.94,0.774
3.5,35,1,25,True,1.2,True,deep_prelondon,27,10,37.0,18.91,4.64,-8.26,0.7
4.0,35,2,20,True,1.0,True,deep_prelondon,26,9,34.6,19.98,4.63,-4.9,0.768
2.0,25,2,20,False,1.2,False,plus20,66,32,48.5,33.91,4.63,-5.94,0.514
3.5,35,3,0,True,0.8,True,deep_prelondon,24,9,37.5,17.22,4.63,-4.9,0.717
4.0,35,2,0,True,1.0,True,deep_prelondon,26,9,34.6,19.98,4.63,-4.9,0.768
4.0,35,2,25,False,1.0,True,plus6,26,9,34.6,19.98,4.63,-4.9,0.768
4.0,35,2,25,False,1.0,True,current,26,9,34.6,19.98,4.63,-4.9,0.768
2.5,30,1,20,True,1.5,True,current,16,7,43.8,8.59,4.63,-4.46,0.537
2.5,30,1,20,True,1.5,True,plus9,16,7,43.8,8.59,4.63,-4.46,0.537
2.5,30,1,20,True,1.5,True,long_london,16,7,43.8,8.59,4.63,-4.46,0.537
2.5,30,1,20,True,1.5,True,plus20,16,7,43.8,8.59,4.63,-4.46,0.537
2.5,30,1,20,True,1.5,True,plus6,16,7,43.8,8.59,4.63,-4.46,0.537
2.5,30,1,20,True,1.5,True,deep_prelondon,16,7,43.8,8.59,4.63,-4.46,0.537
1.5,35,1,30,False,0.8,True,plus9,53,29,54.7,20.99,4.63,-4.44,0.396
2.5,30,1,20,True,1.5,True,none,16,7,43.8,8.59,4.63,-4.46,0.537
3.5,35,3,20,True,0.8,True,deep_prelondon,24,9,37.5,17.22,4.63,-4.9,0.717
1.5,35,1,30,True,1.2,True,plus6,29,16,55.2,11.36,4.63,-3.47,0.392
3.5,30,3,0,False,0.0,True,long_london,60,22,36.7,45.49,4.63,-5.85,0.758
3.5,30,3,0,False,0.8,True,long_london,60,22,36.7,45.49,4.63,-5.85,0.758
1.5,35,1,30,True,1.2,True,plus9,29,16,55.2,11.36,4.63,-3.47,0.392
1.5,35,1,30,True,1.2,True,current,29,16,55.2,11.36,4.63,-3.47,0.392
4.0,35,2,25,False,1.0,True,plus9,26,9,34.6,19.98,4.63,-4.9,0.768
4.0,35,2,30,False,1.0,True,none,26,9,34.6,19.98,4.63,-4.9,0.768
3.0,35,2,20,False,0.8,True,none,35,14,40.0,22.48,4.63,-5.91,0.642
3.0,35,2,20,True,0.8,True,none,35,14,40.0,22.48,4.63,-5.91,0.642
3.0,30,3,20,True,1.2,True,long_london,30,12,40.0,18.98,4.62,-5.96,0.633
3.5,35,2,0,False,1.0,True,deep_prelondon,27,10,37.0,18.91,4.62,-3.94,0.7
2.5,25,2,25,True,1.5,False,none,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,current,16,7,43.8,8.59,4.62,-3.94,0.537
3.0,35,1,20,False,1.2,True,plus9,35,14,40.0,22.48,4.62,-6.9,0.642
3.5,35,2,20,True,1.0,True,plus20,27,10,37.0,18.91,4.62,-3.94,0.7
3.0,35,1,25,False,1.2,False,plus9,35,14,40.0,22.48,4.62,-9.62,0.642
4.0,35,2,25,False,0.8,True,deep_prelondon,26,9,34.6,19.98,4.62,-4.9,0.768
3.5,35,2,25,True,0.8,True,eu_open,30,11,36.7,20.62,4.62,-4.9,0.687
3.5,35,2,25,True,0.0,True,eu_open,30,11,36.7,20.62,4.62,-4.9,0.687
3.5,35,2,20,True,1.0,True,long_london,27,10,37.0,18.91,4.62,-3.94,0.7
3.0,25,2,20,True,1.2,False,deep_prelondon,50,20,40.0,33.6,4.62,-5.91,0.672
2.5,25,3,25,False,1.5,False,none,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,long_london,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,plus6,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,deep_prelondon,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,plus20,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,3,25,False,1.5,False,plus9,16,7,43.8,8.59,4.62,-3.94,0.537
3.5,35,2,20,False,1.0,True,deep_prelondon,27,10,37.0,18.91,4.62,-3.94,0.7
4.0,35,2,30,False,0.8,True,deep_prelondon,26,9,34.6,19.98,4.62,-4.9,0.768
3.5,35,1,30,False,0.8,True,plus6,41,15,36.6,29.01,4.62,-4.9,0.708
3.5,35,1,30,False,0.0,True,plus6,41,15,36.6,29.01,4.62,-4.9,0.708
2.5,25,2,25,True,1.5,False,deep_prelondon,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,25,True,1.5,False,plus9,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,25,True,1.5,False,current,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,25,True,1.5,False,plus20,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,plus20,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,none,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,long_london,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,none,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,25,True,1.5,False,plus6,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,25,True,1.5,False,long_london,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,plus20,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,plus6,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,plus9,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,deep_prelondon,16,7,43.8,8.59,4.62,-3.94,0.537
4.0,35,2,30,False,1.0,False,deep_prelondon,32,11,34.4,24.65,4.62,-4.9,0.77
2.5,25,1,25,True,1.5,False,current,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,plus9,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,2,20,True,1.5,True,current,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,deep_prelondon,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,plus6,16,7,43.8,8.59,4.62,-3.94,0.537
2.5,25,1,25,True,1.5,False,long_london,16,7,43.8,8.59,4.62,-3.94,0.537
3.5,30,3,30,True,1.0,False,eu_open,46,17,37.0,34.09,4.62,-4.9,0.741
2.5,35,3,30,False,0.0,True,deep_prelondon,25,11,44.0,13.99,4.62,-5.85,0.559
2.0,35,2,0,False,1.2,False,plus20,31,15,48.4,14.6,4.62,-4.03,0.471
2.0,35,2,0,True,1.2,False,plus20,31,15,48.4,14.6,4.62,-4.03,0.471
2.0,35,2,25,True,1.0,True,none,31,15,48.4,14.6,4.62,-3.0,0.471
3.5,30,3,25,True,0.0,True,current,49,18,36.7,36.02,4.62,-5.85,0.735
3.5,30,3,25,True,0.8,True,plus9,49,18,36.7,36.02,4.62,-5.85,0.735
3.5,30,3,25,True,0.0,True,plus9,49,18,36.7,36.02,4.62,-5.85,0.735
3.5,30,3,25,True,0.8,True,current,49,18,36.7,36.02,4.62,-5.85,0.735
1.5,25,1,0,True,1.5,True,long_london,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,plus6,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,deep_prelondon,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,plus9,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,current,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,plus20,20,11,55.0,7.61,4.61,-3.94,0.38
1.5,25,1,0,True,1.5,True,none,20,11,55.0,7.61,4.61,-3.94,0.38
2.5,35,3,20,False,0.0,True,none,32,14,43.8,17.91,4.61,-4.9,0.56
2.0,35,2,20,False,1.2,False,plus6,31,15,48.4,14.6,4.61,-4.0,0.471
2.0,35,2,20,True,1.2,False,current,31,15,48.4,14.6,4.61,-4.0,0.471
2.0,35,2,20,False,1.2,False,current,31,15,48.4,14.6,4.61,-4.0,0.471
2.0,35,1,25,False,1.2,False,plus9,37,18,48.6,18.0,4.61,-5.94,0.486
2.0,35,2,20,True,1.2,False,plus6,31,15,48.4,14.6,4.61,-4.0,0.471
3.5,35,2,30,False,0.0,True,none,30,11,36.7,20.62,4.61,-2.97,0.687
3.5,35,2,30,False,0.8,True,none,30,11,36.7,20.62,4.61,-2.97,0.687
3.5,35,2,30,True,0.0,True,none,30,11,36.7,20.62,4.61,-2.97,0.687
3.5,35,2,25,True,0.0,True,deep_prelondon,27,10,37.0,18.91,4.61,-2.97,0.7
2.5,35,2,25,True,0.8,True,plus6,30,13,43.3,16.2,4.61,-2.97,0.54
3.5,35,1,0,False,1.2,False,deep_prelondon,35,13,37.1,25.37,4.61,-7.87,0.725
2.5,35,2,25,False,0.0,True,plus9,30,13,43.3,16.2,4.61,-2.97,0.54
3.5,35,3,30,False,0.0,True,deep_prelondon,24,9,37.5,17.22,4.61,-5.85,0.717
3.5,25,2,30,False,1.2,True,plus9,35,13,37.1,25.37,4.61,-8.79,0.725
2.5,35,2,25,False,0.8,True,plus6,30,13,43.3,16.2,4.61,-2.97,0.54
2.5,35,2,25,True,0.8,True,plus9,30,13,43.3,16.2,4.61,-2.97,0.54
2.5,35,2,25,True,0.0,True,plus6,30,13,43.3,16.2,4.61,-2.97,0.54
2.5,35,2,25,True,0.0,True,plus9,30,13,43.3,16.2,4.61,-2.97,0.54
2.5,35,2,25,False,0.0,True,plus6,30,13,43.3,16.2,4.61,-2.97,0.54
3.0,25,3,20,True,1.2,False,eu_open,47,19,40.4,32.34,4.61,-8.81,0.688
3.0,35,2,0,True,0.8,True,eu_open,35,14,40.0,22.48,4.61,-7.73,0.642
3.0,35,2,20,False,1.0,True,plus20,30,12,40.0,18.98,4.61,-3.94,0.633
3.0,35,2,0,True,0.0,True,eu_open,35,14,40.0,22.48,4.61,-7.73,0.642
3.0,35,2,0,False,1.0,True,plus20,30,12,40.0,18.98,4.61,-3.94,0.633
3.5,25,2,30,False,1.2,True,long_london,35,13,37.1,25.37,4.61,-8.79,0.725
2.5,35,2,25,False,0.8,True,plus9,30,13,43.3,16.2,4.61,-2.97,0.54
1.5,35,1,30,False,1.2,True,long_london,29,16,55.2,11.36,4.6,-3.47,0.392
1.5,35,2,25,True,1.0,True,eu_open,31,17,54.8,11.9,4.6,-3.94,0.384
3.0,35,1,30,True,1.0,True,none,33,13,39.4,20.11,4.6,-3.94,0.609
2.5,30,3,0,False,1.2,True,current,32,14,43.8,17.91,4.6,-6.87,0.56
2.5,30,3,0,False,1.2,True,plus20,32,14,43.8,17.91,4.6,-6.87,0.56
2.5,30,3,0,False,1.2,True,plus6,32,14,43.8,17.91,4.6,-6.87,0.56
3.0,30,3,0,False,1.2,True,none,30,12,40.0,18.98,4.59,-6.9,0.633
3.0,25,2,25,False,1.5,True,plus9,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,2,25,False,1.5,True,plus20,15,6,40.0,9.08,4.59,-4.9,0.605
4.0,30,2,25,True,1.2,True,plus9,29,10,34.5,22.29,4.59,-7.82,0.769
3.0,25,2,25,False,1.5,True,deep_prelondon,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,2,25,False,1.5,True,plus6,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,2,25,False,1.5,True,long_london,15,6,40.0,9.08,4.59,-4.9,0.605
1.5,35,2,30,False,1.0,True,plus20,31,17,54.8,11.9,4.59,-3.94,0.384
3.0,25,1,25,False,1.5,True,current,15,6,40.0,9.08,4.59,-4.9,0.605
1.5,35,2,20,True,1.2,False,plus20,31,17,54.8,11.9,4.59,-3.94,0.384
3.0,25,1,25,False,1.5,True,plus6,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,1,25,False,1.5,True,long_london,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,1,25,False,1.5,True,none,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,1,25,False,1.5,True,plus20,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,1,25,False,1.5,True,plus9,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,35,2,30,False,0.8,False,none,43,17,39.5,27.28,4.59,-3.94,0.634
3.0,25,2,25,False,1.5,True,none,15,6,40.0,9.08,4.59,-4.9,0.605
3.0,25,2,25,False,1.5,True,current,15,6,40.0,9.08,4.59,-4.9,0.605
4.0,30,2,25,True,1.2,True,current,29,10,34.5,22.29,4.59,-7.82,0.769
3.5,35,2,25,False,1.0,True,none,30,11,36.7,20.62,4.59,-2.97,0.687
2.0,35,1,0,True,1.2,False,deep_prelondon,39,19,48.7,19.15,4.59,-6.79,0.491
4.0,30,2,25,True,1.2,True,plus6,29,10,34.5,22.29,4.59,-7.82,0.769
4.0,30,2,25,True,1.2,True,long_london,29,10,34.5,22.29,4.59,-7.82,0.769
3.0,25,1,25,False,1.5,True,deep_prelondon,15,6,40.0,9.08,4.59,-4.9,0.605
1.5,30,3,30,True,1.2,True,plus9,29,16,55.2,11.36,4.58,-3.94,0.392
1.5,30,3,30,True,1.2,True,plus6,29,16,55.2,11.36,4.58,-3.94,0.392
3.0,30,2,0,True,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,2,0,True,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,2,0,True,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
1.5,30,3,30,True,1.2,True,current,29,16,55.2,11.36,4.58,-3.94,0.392
3.0,30,2,0,True,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
4.0,35,2,0,True,1.0,True,long_london,29,10,34.5,22.29,4.58,-4.9,0.769
3.0,35,1,25,True,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,True,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,25,False,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
2.0,35,1,0,True,1.0,True,deep_prelondon,49,24,49.0,25.11,4.58,-5.91,0.512
3.0,35,1,20,False,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,False,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,False,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,False,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
1.5,35,2,25,False,1.2,False,eu_open,29,16,55.2,11.36,4.58,-5.89,0.392
3.0,35,1,20,False,1.2,True,deep_prelondon,35,14,40.0,22.48,4.58,-7.83,0.642
3.0,35,1,20,False,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,False,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,3,20,True,1.2,True,deep_prelondon,30,12,40.0,18.98,4.58,-6.9,0.633
3.0,30,1,25,True,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,2,0,True,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,2,0,True,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,20,False,1.5,True,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,long_london,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,current,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,True,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,2,0,True,1.5,False,none,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,30,1,25,False,1.5,False,plus20,15,6,40.0,9.08,4.58,-4.0,0.605
2.0,35,2,20,True,1.2,False,deep_prelondon,31,15,48.4,14.6,4.58,-4.96,0.471
4.0,35,3,20,True,0.0,True,eu_open,26,9,34.6,19.98,4.58,-5.94,0.768
3.0,30,1,25,False,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
2.0,35,2,20,False,1.2,False,deep_prelondon,31,15,48.4,14.6,4.58,-4.96,0.471
4.0,35,3,20,True,0.8,True,eu_open,26,9,34.6,19.98,4.58,-5.94,0.768
3.0,35,1,20,True,1.5,False,plus6,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,True,1.5,False,plus9,15,6,40.0,9.08,4.58,-4.0,0.605
3.0,35,1,20,False,1.5,False,deep_prelondon,15,6,40.0,9.08,4.58,-4.0,0.605
1.5,35,1,25,True,1.2,False,plus6,40,22,55.0,15.79,4.58,-3.94,0.395
1.5,35,2,25,True,1.2,False,eu_open,29,16,55.2,11.36,4.58,-5.89,0.392
1.5,35,1,25,True,1.2,False,current,40,22,55.0,15.79,4.58,-3.94,0.395
1.5,35,3,30,False,0.8,True,current,29,16,55.2,11.36,4.57,-2.97,0.392
3.0,30,2,20,False,1.5,False,plus9,15,6,40.0,9.08,4.57,-4.0,0.605
3.5,35,3,20,False,0.0,True,plus20,27,10,37.0,18.91,4.57,-5.85,0.7
3.0,30,2,20,False,1.5,False,plus6,15,6,40.0,9.08,4.57,-4.0,0.605
3.0,30,2,20,False,1.5,False,deep_prelondon,15,6,40.0,9.08,4.57,-4.0,0.605
3.0,30,2,20,False,1.5,False,plus20,15,6,40.0,9.08,4.57,-4.0,0.605
1.5,35,3,30,False,0.8,True,plus6,29,16,55.2,11.36,4.57,-2.97,0.392
4.0,35,1,25,False,1.2,False,deep_prelondon,29,10,34.5,22.29,4.57,-8.74,0.769
3.0,30,2,20,False,1.5,False,long_london,15,6,40.0,9.08,4.57,-4.0,0.605
3.5,35,3,20,False,0.8,True,plus20,27,10,37.0,18.91,4.57,-5.85,0.7
1.5,30,2,30,False,1.0,True,deep_prelondon,51,28,54.9,20.41,4.57,-3.94,0.4
3.0,30,2,20,False,1.5,False,none,15,6,40.0,9.08,4.57,-4.0,0.605
3.0,30,2,20,False,1.5,False,current,15,6,40.0,9.08,4.57,-4.0,0.605
3.0,30,3,30,True,1.2,True,long_london,25,10,40.0,15.58,4.57,-5.85,0.623
3.0,30,3,30,True,1.2,True,plus6,25,10,40.0,15.58,4.57,-5.85,0.623
3.0,30,3,30,True,1.2,True,plus9,25,10,40.0,15.58,4.57,-5.85,0.623
3.0,35,1,25,True,1.0,True,deep_prelondon,38,15,39.5,23.64,4.57,-5.01,0.622
1.5,35,3,0,True,0.8,True,plus20,29,16,55.2,11.36,4.57,-4.9,0.392
2.0,35,2,30,False,1.0,True,plus20,29,14,48.3,13.48,4.57,-2.97,0.465
4.0,35,2,0,False,1.0,False,deep_prelondon,32,11,34.4,24.65,4.57,-4.9,0.77
2.5,35,1,30,True,1.0,True,deep_prelondon,37,16,43.2,20.2,4.57,-3.94,0.546
