rr,di,persist,adx_min,adx_rising,atr_ratio,di_slope,avoid_hours,trades,wins,win_rate,roi,sharpe,max_dd,avg_r
2.0,35,2,20,False,1.0,False,eu_open,46,18,39.1,7.79,1.75,-6.79,0.169
3.5,25,1,25,True,1.0,True,plus20,65,18,27.7,15.82,1.75,-13.9,0.243
1.5,35,3,20,False,0.0,False,plus9,48,22,45.8,6.85,1.75,-6.79,0.143
1.5,30,3,20,True,1.2,True,none,37,17,45.9,5.35,1.75,-5.85,0.145
2.0,25,2,30,True,1.2,False,plus20,46,18,39.1,7.79,1.75,-13.2,0.169
3.0,30,2,25,True,1.0,False,plus20,59,18,30.5,12.75,1.75,-13.28,0.216
4.0,25,2,20,False,1.0,True,plus6,84,21,25.0,20.98,1.75,-10.99,0.25
4.0,25,2,20,False,1.0,True,current,84,21,25.0,20.98,1.75,-10.99,0.25
2.0,30,3,25,True,0.0,True,none,74,29,39.2,12.98,1.75,-7.89,0.175
1.5,35,3,0,False,0.0,False,plus9,48,22,45.8,6.85,1.75,-6.79,0.143
4.0,30,2,0,False,0.0,False,deep_prelondon,79,20,25.3,21.1,1.75,-11.08,0.267
2.0,35,2,0,False,1.0,False,plus9,46,18,39.1,7.79,1.75,-4.08,0.169
2.0,25,1,25,True,1.0,False,long_london,84,33,39.3,15.13,1.75,-12.38,0.18
1.5,35,3,25,True,0.0,False,plus9,48,22,45.8,6.85,1.75,-5.85,0.143
3.0,25,2,0,False,1.0,False,eu_open,111,34,30.6,26.0,1.75,-12.46,0.234
3.0,25,2,30,False,1.2,False,current,46,14,30.4,9.66,1.75,-11.47,0.21
3.0,25,3,0,True,1.2,True,plus9,49,15,30.6,10.7,1.75,-15.81,0.218
2.5,35,3,30,True,0.0,False,none,44,15,34.1,8.21,1.75,-4.55,0.187
3.5,25,2,30,True,1.0,True,deep_prelondon,51,14,27.5,11.6,1.75,-8.01,0.227
3.0,30,2,0,False,0.0,True,current,78,24,30.8,18.14,1.75,-19.31,0.233
2.5,30,3,0,True,0.8,False,eu_open,85,29,34.1,16.56,1.75,-11.44,0.195
3.5,25,1,30,False,0.8,True,deep_prelondon,84,23,27.4,19.5,1.75,-10.08,0.232
2.0,25,1,20,False,1.0,False,eu_open,137,54,39.4,26.51,1.75,-9.7,0.194
3.0,30,2,0,False,0.8,True,plus9,75,23,30.7,17.03,1.75,-16.84,0.227
1.5,35,3,0,False,0.8,False,current,48,22,45.8,6.85,1.75,-6.79,0.143
1.5,30,2,30,False,0.8,False,none,103,47,45.6,14.68,1.75,-8.21,0.142
3.5,25,2,25,False,1.2,False,eu_open,54,15,27.8,13.21,1.75,-12.89,0.245
3.0,25,2,30,False,1.2,False,plus6,46,14,30.4,9.66,1.75,-11.47,0.21
4.0,30,1,30,False,0.8,False,deep_prelondon,68,17,25.0,16.67,1.75,-8.74,0.245
1.5,30,2,25,False,1.2,False,plus9,50,23,46.0,7.37,1.75,-9.19,0.147
2.5,30,3,30,True,1.0,True,plus9,41,14,34.1,7.72,1.75,-5.42,0.188
3.5,35,1,20,False,0.0,True,deep_prelondon,62,17,27.4,14.17,1.75,-7.87,0.229
1.5,30,2,30,True,0.8,True,eu_open,72,33,45.8,10.45,1.75,-6.38,0.145
1.5,35,3,20,False,0.8,False,current,48,22,45.8,6.85,1.75,-6.79,0.143
3.0,30,3,25,True,1.0,False,deep_prelondon,49,15,30.6,10.7,1.74,-9.72,0.218
3.0,30,2,30,False,0.8,False,plus6,72,22,30.6,15.93,1.74,-13.33,0.221
4.0,30,3,20,False,0.8,True,plus20,64,16,25.0,15.62,1.74,-9.56,0.244
2.5,30,1,30,False,1.2,True,plus20,35,12,34.3,6.73,1.74,-9.64,0.192
1.5,30,1,25,True,1.2,False,eu_open,50,23,46.0,7.37,1.74,-11.89,0.147
2.0,25,1,25,True,1.0,True,eu_open,76,30,39.5,14.08,1.74,-12.46,0.185
2.0,30,2,0,True,0.8,True,deep_prelondon,89,35,39.3,16.23,1.74,-12.48,0.182
1.5,30,3,30,True,1.0,True,none,48,22,45.8,6.85,1.74,-3.94,0.143
3.5,25,3,20,False,1.0,False,deep_prelondon,88,24,27.3,20.01,1.74,-11.36,0.227
3.5,30,1,30,False,1.2,False,eu_open,36,10,27.8,8.62,1.74,-9.7,0.24
4.0,25,3,20,False,0.8,False,current,100,25,25.0,25.45,1.74,-13.13,0.255
1.5,25,1,0,False,1.0,False,eu_open,172,79,45.9,27.32,1.74,-9.76,0.159
1.5,35,3,20,False,0.0,False,plus6,48,22,45.8,6.85,1.74,-6.79,0.143
1.5,25,2,20,True,0.0,False,plus6,173,80,46.2,29.23,1.74,-11.99,0.169
4.0,25,3,20,False,1.0,False,eu_open,92,23,25.0,23.2,1.74,-10.47,0.252
2.0,35,3,20,True,0.0,True,plus20,28,11,39.3,4.81,1.74,-6.85,0.172
1.5,35,2,20,True,1.0,True,deep_prelondon,35,16,45.7,4.84,1.74,-4.9,0.138
4.0,30,3,20,False,0.0,True,plus20,64,16,25.0,15.62,1.74,-9.56,0.244
2.5,25,2,30,True,1.2,True,plus9,35,12,34.3,6.73,1.74,-9.64,0.192
3.5,25,3,25,False,0.8,True,deep_prelondon,80,22,27.5,19.0,1.74,-11.5,0.237
1.5,25,3,20,True,1.0,False,deep_prelondon,114,52,45.6,16.31,1.74,-6.9,0.143
1.5,25,1,20,True,1.2,False,none,85,39,45.9,12.56,1.74,-5.64,0.148
3.0,35,2,25,False,0.0,False,deep_prelondon,46,14,30.4,9.66,1.74,-6.96,0.21
3.5,30,1,0,False,1.2,True,eu_open,47,13,27.7,11.13,1.74,-12.25,0.237
2.5,25,1,30,True,1.2,True,long_london,35,12,34.3,6.73,1.74,-9.64,0.192
3.5,25,1,25,True,1.2,True,none,47,13,27.7,11.13,1.74,-16.68,0.237
2.0,25,3,0,True,1.0,False,eu_open,110,43,39.1,19.5,1.74,-8.73,0.177
3.0,25,1,0,False,0.0,False,current,133,41,30.8,33.28,1.74,-10.26,0.25
2.0,35,3,20,True,0.8,True,plus20,28,11,39.3,4.81,1.74,-6.85,0.172
3.0,25,1,25,True,1.2,True,none,49,15,30.6,10.7,1.74,-14.1,0.218
2.5,25,2,30,True,1.2,True,long_london,35,12,34.3,6.73,1.74,-9.64,0.192
1.5,30,1,20,True,1.0,True,deep_prelondon,98,45,45.9,14.72,1.74,-10.1,0.15
2.0,30,2,30,True,0.0,True,eu_open,69,27,39.1,11.91,1.74,-6.88,0.173
1.5,35,3,25,False,0.8,False,none,59,27,45.8,8.37,1.74,-5.85,0.142
1.5,25,3,0,True,0.0,False,none,200,92,46.0,32.89,1.74,-8.65,0.164
1.5,25,2,0,False,0.8,True,deep_prelondon,159,73,45.9,24.92,1.74,-14.51,0.157
3.5,30,3,0,True,0.0,False,eu_open,88,24,27.3,20.01,1.74,-9.7,0.227
1.5,30,1,30,True,1.2,False,deep_prelondon,48,22,45.8,6.85,1.74,-6.45,0.143
4.0,25,3,0,False,1.0,True,eu_open,92,23,25.0,23.2,1.74,-13.21,0.252
1.5,35,2,25,False,0.8,False,none,70,32,45.7,9.91,1.74,-7.38,0.142
2.0,25,1,20,True,1.0,True,deep_prelondon,105,41,39.0,18.37,1.74,-10.73,0.175
2.0,25,3,25,True,1.2,False,plus6,51,20,39.2,8.82,1.74,-10.57,0.173
2.0,35,3,20,True,0.0,True,current,28,11,39.3,4.81,1.74,-6.85,0.172
2.0,35,3,20,True,0.8,True,plus6,28,11,39.3,4.81,1.74,-6.85,0.172
2.0,35,3,20,True,0.0,True,plus6,28,11,39.3,4.81,1.74,-6.85,0.172
3.0,35,2,25,True,0.0,False,deep_prelondon,46,14,30.4,9.66,1.74,-6.96,0.21
2.0,35,3,20,True,0.8,True,current,28,11,39.3,4.81,1.74,-6.85,0.172
2.5,35,2,20,False,1.0,False,deep_prelondon,38,13,34.2,7.22,1.74,-6.36,0.19
2.0,30,1,30,False,1.0,False,plus9,74,29,39.2,12.98,1.74,-10.65,0.175
4.0,25,2,20,True,1.0,False,none,60,15,25.0,14.57,1.74,-6.79,0.243
1.5,35,1,30,False,0.0,False,deep_prelondon,68,31,45.6,9.38,1.74,-6.41,0.138
2.5,35,3,25,True,1.0,False,eu_open,35,12,34.3,6.73,1.74,-7.81,0.192
3.5,25,1,25,True,1.0,True,plus9,65,18,27.7,15.82,1.74,-13.9,0.243
2.5,25,1,30,True,1.2,True,plus9,35,12,34.3,6.73,1.74,-9.64,0.192
2.0,25,3,25,True,1.2,False,current,51,20,39.2,8.82,1.74,-10.57,0.173
1.5,25,2,30,False,1.2,False,plus9,63,29,46.0,9.42,1.73,-11.03,0.15
2.0,25,1,25,True,1.0,False,plus9,89,35,39.3,16.23,1.73,-8.84,0.182
2.0,30,2,0,False,0.8,True,plus9,94,37,39.4,17.33,1.73,-12.54,0.184
1.5,25,1,30,False,1.2,True,plus20,48,22,45.8,6.85,1.73,-6.9,0.143
2.5,35,2,20,True,1.0,False,none,38,13,34.2,7.22,1.73,-6.45,0.19
1.5,25,3,20,True,1.0,True,plus9,92,42,45.7,13.07,1.73,-5.85,0.142
3.5,25,2,30,True,1.0,True,plus9,51,14,27.5,11.6,1.73,-8.93,0.227
2.5,30,2,30,False,1.2,False,plus6,38,13,34.2,7.22,1.73,-11.84,0.19
2.5,30,2,30,False,1.2,False,current,38,13,34.2,7.22,1.73,-11.84,0.19
2.5,35,1,30,True,0.8,True,current,47,16,34.0,8.71,1.73,-4.9,0.185
4.0,25,3,20,True,0.8,False,current,100,25,25.0,25.45,1.73,-11.36,0.255
2.5,35,3,25,True,1.0,False,long_london,35,12,34.3,6.73,1.73,-11.84,0.192
2.0,35,2,20,False,0.8,False,current,59,23,39.0,9.82,1.73,-6.9,0.166
2.5,35,1,30,True,0.0,True,current,47,16,34.0,8.71,1.73,-4.9,0.185
3.5,30,2,20,True,0.8,True,eu_open,80,22,27.5,19.0,1.73,-9.84,0.237
3.5,25,2,30,True,1.0,True,long_london,51,14,27.5,11.6,1.73,-8.93,0.227
2.0,25,2,30,True,1.2,False,plus9,46,18,39.1,7.79,1.73,-13.2,0.169
2.5,35,2,25,True,1.0,False,none,41,14,34.1,7.72,1.73,-7.3,0.188
1.5,30,2,30,False,1.0,False,long_london,72,33,45.8,10.45,1.73,-6.93,0.145
2.5,35,3,25,True,0.8,False,long_london,41,14,34.1,7.72,1.73,-9.64,0.188
2.5,35,2,0,False,1.0,False,deep_prelondon,38,13,34.2,7.22,1.73,-6.45,0.19
2.5,35,3,25,False,0.8,False,long_london,41,14,34.1,7.72,1.73,-9.64,0.188
2.0,35,3,0,True,0.0,False,current,41,16,39.0,6.78,1.73,-7.75,0.165
2.5,30,1,30,False,1.2,True,long_london,35,12,34.3,6.73,1.73,-9.64,0.192
4.0,25,1,0,False,0.8,True,eu_open,114,29,25.4,32.73,1.73,-13.38,0.287
2.5,35,2,0,False,1.0,False,none,38,13,34.2,7.22,1.73,-6.45,0.19
1.5,30,1,30,False,0.8,False,eu_open,116,53,45.7,16.87,1.73,-9.16,0.145
3.5,25,1,20,False,1.2,True,eu_open,54,15,27.8,13.21,1.73,-17.51,0.245
2.0,35,2,20,False,0.0,False,plus6,59,23,39.0,9.82,1.73,-5.96,0.166
2.0,35,3,20,True,0.8,False,current,41,16,39.0,6.78,1.73,-7.78,0.165
2.5,35,3,25,False,0.0,False,long_london,41,14,34.1,7.72,1.73,-9.64,0.188
3.5,25,1,30,False,1.0,True,deep_prelondon,62,17,27.4,14.17,1.73,-8.4,0.229
2.5,35,3,20,False,0.0,False,plus20,41,14,34.1,7.72,1.73,-11.44,0.188
3.0,25,2,0,True,1.0,False,eu_open,92,28,30.4,20.25,1.73,-8.81,0.22
2.0,30,1,30,True,1.2,False,plus20,41,16,39.0,6.78,1.73,-11.44,0.165
3.5,30,3,20,False,0.0,True,none,70,19,27.1,15.15,1.73,-9.18,0.216
3.0,25,2,25,False,1.2,True,none,49,15,30.6,10.7,1.73,-14.1,0.218
3.0,35,1,20,True,1.5,True,current,13,4,30.8,2.82,1.73,-4.0,0.217
3.0,35,1,20,True,1.5,True,none,13,4,30.8,2.82,1.73,-4.0,0.217
2.0,25,2,20,True,0.0,False,plus20,143,56,39.2,26.44,1.73,-10.55,0.185
1.5,25,3,25,True,0.0,True,current,111,51,45.9,16.92,1.73,-7.35,0.152
3.5,25,1,0,False,1.0,True,deep_prelondon,87,24,27.6,21.22,1.73,-8.83,0.244
1.5,35,1,30,False,0.8,False,current,68,31,45.6,9.38,1.73,-5.89,0.138
2.0,30,1,25,True,1.0,True,none,69,27,39.1,11.91,1.73,-10.63,0.173
2.5,35,3,20,False,0.8,False,plus20,41,14,34.1,7.72,1.73,-11.44,0.188
2.0,25,1,0,True,0.8,True,plus9,140,55,39.3,26.47,1.73,-10.13,0.189
2.5,35,3,25,False,1.0,False,long_london,35,12,34.3,6.73,1.73,-11.84,0.192
3.5,25,2,0,False,0.8,True,deep_prelondon,102,28,27.5,24.55,1.73,-16.19,0.241
1.5,35,2,30,False,1.0,False,eu_open,48,22,45.8,6.85,1.73,-5.96,0.143
2.5,25,1,25,True,1.0,True,deep_prelondon,67,23,34.3,13.4,1.73,-13.75,0.2
2.5,30,3,30,False,1.0,True,plus9,44,15,34.1,8.21,1.73,-5.42,0.187
3.0,35,1,20,True,1.5,True,deep_prelondon,13,4,30.8,2.82,1.73,-4.0,0.217
3.0,35,1,20,True,1.5,True,plus9,13,4,30.8,2.82,1.73,-4.0,0.217
3.0,35,1,20,True,1.5,True,long_london,13,4,30.8,2.82,1.73,-4.0,0.217
2.0,30,3,25,True,0.0,True,plus9,59,23,39.0,9.82,1.73,-6.79,0.166
3.5,25,1,25,False,1.2,True,eu_open,54,15,27.8,13.21,1.73,-16.68,0.245
3.0,35,1,20,True,1.5,True,plus6,13,4,30.8,2.82,1.73,-4.0,0.217
3.0,35,1,20,True,1.5,True,plus20,13,4,30.8,2.82,1.73,-4.0,0.217
2.5,35,3,25,True,0.0,False,long_london,41,14,34.1,7.72,1.73,-9.64,0.188
3.0,35,1,0,False,0.8,True,plus6,59,18,30.5,12.75,1.73,-12.51,0.216
2.0,30,2,20,True,1.0,False,eu_open,79,31,39.2,14.05,1.73,-9.62,0.178
3.0,30,3,20,True,0.0,False,plus6,72,22,30.6,15.93,1.73,-14.25,0.221
1.5,30,1,25,False,1.2,True,deep_prelondon,50,23,46.0,7.37,1.73,-8.65,0.147
1.5,25,2,25,False,1.0,False,plus20,113,52,46.0,17.48,1.73,-7.97,0.155
2.0,35,3,0,False,0.8,False,current,41,16,39.0,6.78,1.73,-7.78,0.165
3.5,30,2,30,False,0.0,False,current,69,19,27.5,16.31,1.72,-12.52,0.236
3.0,30,3,30,True,1.0,False,plus6,46,14,30.4,9.66,1.72,-6.02,0.21
3.0,30,3,30,True,1.0,False,plus9,46,14,30.4,9.66,1.72,-6.02,0.21
3.0,30,3,30,True,1.0,False,current,46,14,30.4,9.66,1.72,-6.02,0.21
1.5,30,3,30,True,0.0,False,none,90,41,45.6,12.52,1.72,-6.38,0.139
1.5,30,3,0,False,1.0,True,long_london,59,27,45.8,8.37,1.72,-6.34,0.142
1.5,30,2,20,False,0.8,True,plus20,100,46,46.0,15.28,1.72,-10.1,0.153
2.0,30,2,20,True,1.0,False,plus9,79,31,39.2,14.05,1.72,-13.25,0.178
3.5,30,2,30,True,0.0,False,current,62,17,27.4,14.17,1.72,-9.18,0.229
2.5,25,3,20,True,0.8,False,plus20,114,39,34.2,23.27,1.72,-13.28,0.204
3.5,30,3,20,False,1.2,True,none,29,8,27.6,6.63,1.72,-6.0,0.228
1.5,35,3,25,True,1.0,True,deep_prelondon,24,11,45.8,3.37,1.72,-2.97,0.14
3.5,25,2,20,True,0.8,False,plus20,99,27,27.3,22.78,1.72,-8.65,0.23
1.5,25,1,25,True,1.2,True,long_london,48,22,45.8,6.85,1.72,-5.99,0.143
3.0,25,3,20,True,1.2,True,long_london,46,14,30.4,9.66,1.72,-13.23,0.21
2.5,35,3,20,False,0.0,False,plus9,41,14,34.1,7.72,1.72,-10.54,0.188
2.0,35,3,25,False,0.0,False,plus20,41,16,39.0,6.78,1.72,-8.7,0.165
2.5,35,3,20,False,0.8,False,plus9,41,14,34.1,7.72,1.72,-10.54,0.188
1.5,25,1,20,True,0.8,True,none,169,77,45.6,24.83,1.72,-6.86,0.147
4.0,25,2,20,True,1.2,True,none,40,10,25.0,9.49,1.72,-8.0,0.237
2.0,30,1,30,True,1.2,False,plus9,41,16,39.0,6.78,1.72,-11.44,0.165
1.5,35,2,25,True,1.0,False,none,57,26,45.6,7.85,1.72,-5.85,0.138
2.5,35,3,25,False,0.0,False,plus6,41,14,34.1,7.72,1.72,-10.54,0.188
2.5,35,3,20,True,0.0,False,plus9,41,14,34.1,7.72,1.72,-10.54,0.188
2.5,35,3,20,True,0.0,False,current,41,14,34.1,7.72,1.72,-10.54,0.188
2.5,35,3,20,True,0.8,False,current,41,14,34.1,7.72,1.72,-10.54,0.188
2.5,35,3,20,True,0.8,False,plus9,41,14,34.1,7.72,1.72,-10.54,0.188
3.0,35,1,20,False,0.8,True,none,53,16,30.2,10.64,1.72,-8.76,0.201
1.5,25,2,20,False,0.8,False,deep_prelondon,190,87,45.8,29.71,1.72,-11.89,0.156
2.5,35,3,25,False,0.8,False,plus6,41,14,34.1,7.72,1.72,-10.54,0.188
2.0,25,2,20,True,0.8,False,plus20,138,54,39.1,25.25,1.72,-9.64,0.183
2.5,35,1,25,False,0.0,True,long_london,50,17,34.0,9.21,1.72,-6.87,0.184
2.0,35,3,30,True,0.0,False,plus20,36,14,38.9,5.77,1.72,-3.94,0.16
3.0,30,2,0,False,1.0,True,deep_prelondon,62,19,30.6,13.82,1.72,-17.53,0.223
1.5,35,1,30,False,1.0,False,plus6,57,26,45.6,7.85,1.72,-4.94,0.138
3.5,30,2,20,True,1.2,False,plus20,40,11,27.5,9.08,1.72,-14.49,0.227
3.0,25,3,25,True,1.2,False,long_london,46,14,30.4,9.66,1.72,-13.18,0.21
2.5,25,2,25,False,1.0,True,none,73,25,34.2,14.44,1.72,-11.59,0.198
3.5,30,3,30,False,1.0,False,none,40,11,27.5,9.08,1.72,-4.64,0.227
3.5,30,2,20,False,1.0,True,eu_open,65,18,27.7,15.82,1.72,-9.56,0.243
4.0,25,2,25,True,1.2,False,none,40,10,25.0,9.49,1.72,-9.74,0.237
2.5,35,3,25,True,1.0,False,none,41,14,34.1,7.72,1.72,-9.64,0.188
2.5,35,3,25,True,0.8,False,none,47,16,34.0,8.71,1.72,-8.23,0.185
4.0,25,1,20,True,0.0,False,current,88,22,25.0,22.08,1.72,-10.47,0.251
4.0,25,1,25,True,1.0,False,plus20,68,17,25.0,16.67,1.72,-9.65,0.245
3.0,25,2,0,False,1.0,False,deep_prelondon,92,28,30.4,20.25,1.72,-9.62,0.22
3.5,25,3,30,True,1.2,True,none,29,8,27.6,6.63,1.72,-6.94,0.228
3.5,25,1,0,False,0.8,False,current,123,34,27.6,31.68,1.72,-16.68,0.258
1.5,25,3,25,True,0.8,True,deep_prelondon,98,45,45.9,14.72,1.72,-8.27,0.15
2.5,25,2,0,True,1.2,True,none,44,15,34.1,8.21,1.72,-7.46,0.187
4.0,30,3,20,True,0.0,True,deep_prelondon,52,13,25.0,12.51,1.71,-7.73,0.241
1.5,30,3,30,False,0.8,False,plus6,92,42,45.7,13.07,1.71,-4.9,0.142
2.0,35,2,20,True,0.8,True,none,41,16,39.0,6.78,1.71,-7.75,0.165
4.0,25,2,20,True,1.2,True,plus6,48,12,25.0,11.5,1.71,-10.64,0.24
1.5,35,3,0,True,0.8,False,plus9,46,21,45.7,6.33,1.71,-6.79,0.138
2.5,35,2,30,False,0.8,False,plus20,44,15,34.1,8.21,1.71,-5.5,0.187
2.5,35,2,30,False,1.0,False,current,38,13,34.2,7.22,1.71,-5.93,0.19
2.5,35,2,30,False,1.0,False,plus6,38,13,34.2,7.22,1.71,-5.93,0.19
2.0,35,3,25,True,0.0,False,current,41,16,39.0,6.78,1.71,-7.78,0.165
2.0,35,3,0,False,0.0,False,plus6,41,16,39.0,6.78,1.71,-7.78,0.165
2.5,35,2,30,False,0.0,False,plus20,44,15,34.1,8.21,1.71,-5.5,0.187
2.0,35,2,0,False,0.0,False,plus9,59,23,39.0,9.82,1.71,-6.05,0.166
3.0,25,1,0,True,1.2,True,long_london,49,15,30.6,10.7,1.71,-12.25,0.218
2.5,30,1,30,True,1.0,True,deep_prelondon,50,17,34.0,9.21,1.71,-9.72,0.184
2.0,35,3,25,False,0.8,False,current,41,16,39.0,6.78,1.71,-8.7,0.165
1.5,35,3,20,True,0.8,False,current,46,21,45.7,6.33,1.71,-6.79,0.138
1.5,35,3,20,True,0.8,False,plus9,46,21,45.7,6.33,1.71,-6.79,0.138
4.0,25,2,20,True,1.2,True,plus9,48,12,25.0,11.5,1.71,-10.64,0.24
4.0,25,2,20,True,1.2,True,current,48,12,25.0,11.5,1.71,-10.64,0.24
3.5,35,1,20,False,0.0,True,plus20,66,18,27.3,14.66,1.71,-8.26,0.222
3.5,25,2,25,False,1.0,True,eu_open,80,22,27.5,19.0,1.71,-10.08,0.237
3.5,30,2,0,False,1.2,True,plus6,40,11,27.5,9.08,1.71,-12.76,0.227
3.5,30,2,0,False,1.2,True,long_london,40,11,27.5,9.08,1.71,-12.76,0.227
2.0,35,3,20,False,0.0,False,long_london,41,16,39.0,6.78,1.71,-7.78,0.165
3.5,30,1,20,False,1.2,True,eu_open,47,13,27.7,11.13,1.71,-14.99,0.237
2.5,35,1,30,False,1.0,False,plus20,47,16,34.0,8.71,1.71,-6.45,0.185
3.0,25,2,30,False,1.0,True,plus9,59,18,30.5,12.75,1.71,-12.46,0.216
2.0,35,3,20,False,0.0,False,plus6,41,16,39.0,6.78,1.71,-7.78,0.165
2.5,35,2,25,False,1.0,False,long_london,38,13,34.2,7.22,1.71,-7.81,0.19
1.5,25,3,25,True,0.0,True,plus20,109,50,45.9,16.35,1.71,-7.35,0.15
2.0,35,2,30,True,0.0,False,none,54,21,38.9,8.78,1.71,-4.9,0.163
2.0,35,3,20,True,0.0,False,long_london,41,16,39.0,6.78,1.71,-7.78,0.165
2.5,25,1,20,True,1.2,True,plus9,53,18,34.0,9.71,1.71,-7.3,0.183
3.0,25,3,30,False,1.0,False,eu_open,82,25,30.5,18.07,1.71,-9.62,0.22
3.5,25,3,20,True,0.8,False,eu_open,116,32,27.6,29.26,1.71,-14.99,0.252
3.5,25,2,25,True,1.0,False,long_london,69,19,27.5,16.31,1.71,-10.74,0.236
2.5,35,2,25,True,1.0,False,long_london,38,13,34.2,7.22,1.71,-7.81,0.19
1.5,35,2,0,True,0.8,False,plus20,57,26,45.6,7.85,1.71,-6.34,0.138
2.0,35,3,20,True,1.0,True,deep_prelondon,23,9,39.1,3.82,1.71,-4.96,0.166
3.0,25,3,25,False,1.2,True,eu_open,49,15,30.6,10.7,1.71,-14.1,0.218
4.0,30,1,0,False,1.0,False,eu_open,88,22,25.0,22.08,1.71,-10.64,0.251
2.5,25,1,20,True,1.0,True,plus20,79,27,34.2,15.5,1.71,-10.78,0.196
2.0,25,2,0,False,1.0,True,plus6,102,40,39.2,18.41,1.71,-12.54,0.18
2.0,35,3,20,False,1.2,False,deep_prelondon,23,9,39.1,3.82,1.71,-6.82,0.166
3.5,25,1,0,False,0.8,False,deep_prelondon,123,34,27.6,31.68,1.71,-11.12,0.258
2.5,25,3,25,True,1.0,True,none,70,24,34.3,13.92,1.71,-14.14,0.199
4.0,25,2,0,False,1.0,True,plus9,84,21,25.0,20.98,1.71,-11.45,0.25
4.0,25,2,0,True,1.2,True,long_london,48,12,25.0,11.5,1.71,-10.64,0.24
2.5,35,1,30,False,1.0,False,current,47,16,34.0,8.71,1.71,-6.45,0.185
2.5,30,2,0,False,1.2,True,long_london,38,13,34.2,7.22,1.71,-13.6,0.19
4.0,25,2,0,True,1.2,True,plus20,48,12,25.0,11.5,1.71,-11.54,0.24
2.0,25,2,20,True,0.8,False,plus6,135,53,39.3,25.28,1.71,-13.38,0.187
1.5,25,3,0,True,1.0,True,long_london,96,44,45.8,14.17,1.71,-8.31,0.148
2.0,25,2,0,False,1.0,True,current,102,40,39.2,18.41,1.71,-12.54,0.18
3.5,35,1,20,False,0.8,True,current,66,18,27.3,14.66,1.71,-7.87,0.222
2.5,35,1,30,False,1.0,False,plus6,47,16,34.0,8.71,1.71,-6.45,0.185
2.5,35,3,0,True,0.0,False,none,47,16,34.0,8.71,1.71,-8.31,0.185
1.5,35,1,20,False,1.0,False,plus20,72,33,45.8,10.45,1.71,-6.83,0.145
2.5,30,2,0,True,0.8,True,long_london,67,23,34.3,13.4,1.71,-17.98,0.2
3.5,30,2,0,False,1.2,True,plus20,40,11,27.5,9.08,1.71,-12.76,0.227
3.5,30,2,0,False,1.2,True,plus9,40,11,27.5,9.08,1.71,-12.76,0.227
2.5,35,1,30,True,0.8,False,deep_prelondon,50,17,34.0,9.21,1.71,-4.98,0.184
3.5,30,2,0,False,1.2,True,current,40,11,27.5,9.08,1.71,-12.76,0.227
2.0,35,3,0,False,1.2,False,deep_prelondon,23,9,39.1,3.82,1.71,-6.82,0.166
3.5,25,1,30,True,1.2,False,plus6,40,11,27.5,9.08,1.71,-12.76,0.227
1.5,35,3,0,True,0.8,False,current,46,21,45.7,6.33,1.71,-6.79,0.138
3.5,25,1,30,True,1.2,False,current,40,11,27.5,9.08,1.71,-12.76,0.227
1.5,25,1,30,True,1.0,True,plus20,70,32,45.7,9.91,1.71,-4.05,0.142
3.5,25,3,25,False,0.0,True,deep_prelondon,84,23,27.4,19.5,1.71,-12.76,0.232
2.0,30,3,30,False,0.8,False,eu_open,85,33,38.8,13.98,1.71,-10.49,0.164
3.5,25,1,0,True,0.0,False,eu_open,127,35,27.6,32.24,1.71,-18.46,0.254
2.0,30,1,20,True,1.2,False,eu_open,51,20,39.2,8.82,1.71,-14.93,0.173
2.0,25,2,0,True,1.2,True,eu_open,51,20,39.2,8.82,1.71,-12.33,0.173
2.5,25,1,20,True,1.2,True,long_london,50,17,34.0,9.21,1.71,-7.3,0.184
3.0,25,3,30,True,1.2,True,deep_prelondon,36,11,30.6,7.67,1.71,-9.67,0.213
2.0,25,1,20,True,1.0,False,plus20,110,43,39.1,19.5,1.7,-9.75,0.177
3.5,30,1,30,True,1.0,False,plus20,51,14,27.5,11.6,1.7,-11.12,0.227
3.5,25,1,0,True,0.0,True,current,123,34,27.6,31.68,1.7,-16.81,0.258
2.5,30,2,30,True,0.8,True,plus9,56,19,33.9,10.22,1.7,-6.79,0.182
1.5,25,1,20,False,1.0,True,current,121,55,45.5,16.83,1.7,-6.79,0.139
2.5,25,2,30,False,1.2,True,current,41,14,34.1,7.72,1.7,-10.54,0.188
2.5,30,2,30,True,0.8,True,plus20,56,19,33.9,10.22,1.7,-6.79,0.182
2.5,25,2,30,False,1.2,True,plus6,41,14,34.1,7.72,1.7,-10.54,0.188
2.5,35,1,25,True,1.0,False,long_london,44,15,34.1,8.21,1.7,-9.22,0.187
2.5,30,3,25,False,0.8,True,plus9,59,20,33.9,10.73,1.7,-7.3,0.182
4.0,25,3,0,False,0.8,False,none,104,26,25.0,26.59,1.7,-12.85,0.256
3.0,30,2,20,False,1.0,False,plus20,72,22,30.6,15.93,1.7,-15.91,0.221
1.5,30,2,20,False,1.0,True,plus6,74,34,45.9,10.98,1.7,-9.66,0.148
1.5,30,2,20,False,1.0,True,current,74,34,45.9,10.98,1.7,-9.66,0.148
4.0,25,2,25,True,1.0,True,plus20,56,14,25.0,13.54,1.7,-9.65,0.242
4.0,25,2,25,True,1.0,True,none,64,16,25.0,15.62,1.7,-10.82,0.244
