di_threshold,di_persist,adx_min,adx_rising,atr_ratio_min,di_slope,di_spread_min,body_ratio_min,avoid,sma_ordered,rsi_filter,target_rr,fit_trades,fit_win_rate,fit_exp_R,fit_total_R,fit_roi_pct,fit_cagr_pct,fit_max_dd_pct,fit_cagr_dd,fit_sharpe_daily,fit_pf,fit_streak,fit_h1_R,fit_h2_R,fit_worst_R,oos_trades,oos_win_rate,oos_exp_R,oos_total_R,oos_roi_pct,oos_cagr_pct,oos_max_dd_pct,oos_cagr_dd,oos_sharpe_daily,oos_pf,oos_streak,oos_h1_R,oos_h2_R,oos_worst_R,all_trades,all_win_rate,all_exp_R,all_total_R,all_roi_pct,all_cagr_pct,all_max_dd_pct,all_cagr_dd,all_sharpe_daily,all_pf,all_streak,all_h1_R,all_h2_R,all_worst_R
30.0,1,0.0,False,1.2,True,0.0,0.0,none,True,True,3.5,231,20.8,-0.0654,-15.1,-17.23,-7.96,-37.36,-0.21,-0.37,0.92,25,0.1338,-0.2629,-1.11,79,24.1,0.0776,6.1,4.8,7.11,-14.13,0.5,0.42,1.1,10,0.2692,-0.1093,-1.37,310,21.6,-0.029,-9.0,-13.26,-4.69,-37.36,-0.13,-0.16,0.96,25,0.0735,-0.1314,-1.37
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,False,2.5,334,28.7,0.0054,1.8,-2.33,-1.03,-20.73,-0.05,0.03,1.01,9,-0.0162,0.0269,-1.11,106,27.4,-0.0492,-5.2,-6.29,-9.1,-15.08,-0.6,-0.38,0.93,12,0.0431,-0.1415,-1.39,440,28.4,-0.0078,-3.4,-8.48,-2.95,-20.73,-0.14,-0.07,0.99,12,-0.0305,0.0149,-1.39
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,False,3.0,287,24.7,-0.0104,-3.0,-6.95,-3.11,-25.43,-0.12,-0.09,0.99,12,0.0615,-0.0817,-1.11,102,25.5,0.0158,1.6,0.08,0.11,-16.75,0.01,0.11,1.02,12,0.012,0.0196,-1.39,389,24.9,-0.0035,-1.4,-6.88,-2.38,-25.43,-0.09,-0.03,1.0,12,-0.032,0.0248,-1.39
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,False,3.5,239,21.8,-0.0296,-7.1,-10.56,-4.78,-25.15,-0.19,-0.18,0.96,12,0.0571,-0.1155,-2.87,86,19.8,-0.115,-9.9,-10.65,-15.22,-16.71,-0.91,-0.72,0.86,14,0.0375,-0.2674,-1.39,325,21.2,-0.0522,-17.0,-20.09,-7.29,-29.21,-0.25,-0.31,0.93,14,-0.0406,-0.0637,-2.87
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,True,2.5,311,28.0,-0.0216,-6.7,-9.98,-4.5,-32.25,-0.14,-0.16,0.97,18,-0.0529,0.0096,-1.11,96,27.1,-0.0521,-5.0,-5.97,-8.63,-17.53,-0.49,-0.41,0.93,11,0.0208,-0.125,-1.0,407,27.8,-0.0288,-11.7,-15.35,-5.47,-32.25,-0.17,-0.22,0.96,18,-0.1217,0.0637,-1.11
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,True,3.0,289,24.6,-0.0172,-5.0,-8.8,-3.96,-36.35,-0.11,-0.12,0.98,18,-0.0014,-0.0329,-1.11,92,26.1,0.0435,4.0,2.63,3.89,-21.53,0.18,0.28,1.06,11,0.3043,-0.2174,-1.0,381,24.9,-0.0026,-1.0,-6.4,-2.21,-36.35,-0.06,-0.02,1.0,18,-0.0958,0.0902,-1.11
30.0,1,0.0,False,1.2,True,20.0,0.0,none,False,True,3.5,260,20.4,-0.0835,-21.7,-22.84,-10.74,-33.16,-0.32,-0.49,0.9,17,-0.0324,-0.1346,-1.11,72,22.2,-0.0,-0.0,-1.23,-1.8,-19.15,-0.09,0.01,1.0,11,0.375,-0.375,-1.0,332,20.8,-0.0654,-21.7,-23.79,-8.76,-33.16,-0.26,-0.37,0.92,17,-0.1338,0.003,-1.11
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,False,2.5,221,33.0,0.1556,34.4,36.89,14.76,-11.44,1.29,0.93,1.23,7,0.1126,0.1982,-1.11,77,35.1,0.218,16.8,16.99,25.89,-10.47,2.47,1.3,1.33,11,0.0865,0.3462,-1.39,298,33.6,0.1717,51.2,60.15,17.23,-11.44,1.51,1.02,1.26,11,0.1268,0.2167,-1.39
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,False,3.0,210,29.5,0.1815,38.1,41.38,16.4,-9.67,1.7,0.97,1.26,9,0.1799,0.1831,-1.11,75,26.7,0.0615,4.6,3.51,5.19,-13.99,0.37,0.36,1.08,15,0.0706,0.0526,-1.39,285,28.8,0.1499,42.7,46.34,13.72,-13.99,0.98,0.82,1.21,15,0.1541,0.1457,-1.39
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,False,3.5,207,24.2,0.0774,16.0,12.98,5.5,-17.42,0.32,0.38,1.1,15,0.2478,-0.0913,-2.87,73,21.9,-0.019,-1.4,-2.6,-3.8,-15.38,-0.25,-0.1,0.98,15,0.1142,-0.1486,-1.39,280,23.6,0.0523,14.6,10.04,3.28,-19.1,0.17,0.26,1.07,15,0.2073,-0.1028,-2.87
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,True,2.5,206,27.2,-0.0491,-10.1,-11.83,-5.37,-24.68,-0.22,-0.29,0.93,16,0.0183,-0.1165,-1.11,72,27.8,-0.0278,-2.0,-2.84,-4.13,-9.64,-0.43,-0.18,0.96,8,-0.125,0.0694,-1.0,278,27.3,-0.0436,-12.1,-14.33,-5.09,-26.9,-0.19,-0.26,0.94,16,0.0567,-0.1439,-1.11
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,True,3.0,201,25.9,0.0354,7.1,4.15,1.8,-23.31,0.08,0.19,1.05,20,0.1589,-0.0868,-1.11,67,23.9,-0.0448,-3.0,-3.89,-5.65,-14.05,-0.4,-0.24,0.94,13,0.0909,-0.1765,-1.0,268,25.4,0.0154,4.1,0.1,0.03,-23.41,0.0,0.08,1.02,20,0.1633,-0.1326,-1.11
30.0,1,0.0,False,1.2,True,20.0,0.0,none,True,True,3.5,196,21.9,-0.0133,-2.6,-5.78,-2.58,-28.73,-0.09,-0.06,0.98,20,0.1009,-0.1276,-1.11,66,22.7,0.0227,1.5,0.35,0.51,-13.63,0.04,0.12,1.03,13,0.0909,-0.0455,-1.0,262,22.1,-0.0042,-1.1,-5.46,-1.88,-28.73,-0.07,-0.02,0.99,20,0.2014,-0.2099,-1.11
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,False,2.5,513,27.9,-0.0239,-12.3,-16.92,-7.81,-28.27,-0.28,-0.26,0.97,13,-0.0421,-0.0058,-1.12,172,34.3,0.1941,33.4,36.32,57.53,-9.8,5.87,1.9,1.29,7,0.1265,0.2616,-1.63,685,29.5,0.0308,21.1,13.26,4.29,-28.27,0.15,0.29,1.04,13,-0.0271,0.0886,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,False,3.0,445,24.3,-0.0295,-13.1,-17.78,-8.23,-32.99,-0.25,-0.28,0.96,11,-0.0276,-0.0314,-1.12,153,28.1,0.1188,18.2,17.0,25.9,-14.6,1.77,0.99,1.16,9,0.1997,0.039,-1.63,598,25.3,0.0085,5.1,-3.81,-1.3,-32.99,-0.04,0.06,1.01,11,-0.0506,0.0675,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,False,3.5,377,21.5,-0.0335,-12.6,-17.27,-7.98,-36.21,-0.22,-0.24,0.96,16,-0.0432,-0.0238,-1.12,104,27.9,0.2488,25.9,26.81,41.68,-13.9,3.0,1.59,1.34,9,0.6322,-0.1346,-1.63,481,22.9,0.0276,13.3,4.91,1.63,-36.21,0.05,0.18,1.04,16,-0.0817,0.1364,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,True,2.5,653,28.2,-0.0134,-8.8,-15.46,-7.1,-37.48,-0.19,-0.15,0.98,16,-0.0867,0.0596,-1.12,224,33.5,0.1674,37.5,41.1,65.71,-15.92,4.13,1.77,1.25,9,0.2444,0.0904,-1.63,877,29.5,0.0328,28.7,19.29,6.14,-37.48,0.16,0.35,1.05,16,-0.0725,0.1378,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,True,3.0,587,24.2,-0.0326,-19.1,-24.14,-11.41,-40.78,-0.28,-0.33,0.96,16,-0.0994,0.034,-1.12,196,27.6,0.0988,19.4,17.66,26.95,-22.72,1.19,0.86,1.14,11,0.2181,-0.0204,-1.63,783,25.0,0.0003,0.3,-10.74,-3.76,-40.78,-0.09,-0.0,1.0,16,-0.1103,0.1106,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,False,True,3.5,487,21.1,-0.0481,-23.4,-27.03,-12.91,-41.08,-0.31,-0.42,0.94,16,-0.1301,0.0337,-1.12,148,23.6,0.0599,8.9,6.4,9.52,-18.71,0.51,0.44,1.08,11,0.3294,-0.2095,-1.63,635,21.7,-0.0229,-14.5,-22.36,-8.19,-41.08,-0.2,-0.19,0.97,16,-0.1344,0.0883,-1.63
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,False,2.5,409,27.9,-0.0236,-9.6,-13.62,-6.22,-24.31,-0.26,-0.21,0.97,13,-0.0718,0.0244,-1.0,154,36.4,0.267,41.1,47.54,76.91,-12.15,6.33,2.48,1.42,10,0.1704,0.3636,-1.49,563,30.2,0.0559,31.5,27.44,8.53,-24.31,0.35,0.48,1.08,13,-0.0272,0.1387,-1.49
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,False,3.0,409,25.9,0.0367,15.0,9.2,3.93,-20.22,0.19,0.28,1.05,13,0.0196,0.0537,-1.0,146,30.8,0.2243,32.7,35.31,55.82,-11.69,4.77,1.79,1.32,12,0.2482,0.2004,-1.49,555,27.2,0.086,47.7,47.75,14.08,-20.22,0.7,0.68,1.12,13,0.0397,0.1322,-1.49
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,False,3.5,374,23.3,0.0468,17.5,11.46,4.87,-22.37,0.22,0.31,1.06,11,0.107,-0.0134,-1.0,117,28.2,0.2631,30.8,32.82,51.63,-12.25,4.22,1.63,1.36,13,0.3842,0.1441,-1.39,491,24.4,0.0983,48.3,48.03,14.16,-22.37,0.63,0.65,1.13,13,0.0653,0.1312,-1.39
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,True,2.5,515,27.8,-0.0276,-14.2,-18.54,-8.6,-33.34,-0.26,-0.27,0.96,13,-0.0593,0.0039,-1.09,190,35.8,0.246,46.7,55.29,90.71,-12.73,7.13,2.32,1.38,12,0.28,0.2119,-1.9,705,29.9,0.0461,32.5,26.49,8.26,-33.34,0.25,0.44,1.07,13,-0.0447,0.1366,-1.9
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,True,3.0,487,24.2,-0.031,-15.1,-19.87,-9.26,-35.59,-0.26,-0.28,0.96,13,-0.0292,-0.0328,-1.09,170,28.8,0.1455,24.7,24.54,37.97,-16.1,2.36,1.16,1.2,15,0.26,0.0309,-1.9,657,25.4,0.0147,9.6,-0.21,-0.07,-35.59,-0.0,0.12,1.02,15,-0.0368,0.0661,-1.9
30.0,2,0.0,False,1.0,False,0.0,0.0,none,True,True,3.5,453,22.3,0.0036,1.6,-6.01,-2.68,-29.63,-0.09,0.01,1.0,13,0.035,-0.0277,-1.09,156,24.4,0.088,13.7,11.46,17.25,-23.88,0.72,0.65,1.12,15,0.3731,-0.1971,-1.9,609,22.8,0.0252,15.4,4.76,1.58,-29.63,0.05,0.19,1.03,15,0.007,0.0434,-1.9
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,False,2.5,443,28.2,-0.0127,-5.6,-10.47,-4.74,-21.93,-0.22,-0.12,0.98,11,-0.0186,-0.0068,-1.12,145,35.2,0.2233,32.4,35.42,56.02,-10.95,5.11,1.88,1.34,10,0.1025,0.3425,-1.63,588,29.9,0.0455,26.8,21.24,6.72,-21.93,0.31,0.4,1.06,11,-0.0242,0.1152,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,False,3.0,395,23.0,-0.0788,-31.1,-30.7,-14.85,-45.58,-0.33,-0.65,0.9,15,-0.1275,-0.0303,-1.12,117,29.9,0.1895,22.2,22.38,34.48,-13.18,2.62,1.3,1.27,12,0.2272,0.1525,-1.63,512,24.6,-0.0175,-8.9,-15.19,-5.41,-45.58,-0.12,-0.14,0.98,15,-0.1567,0.1218,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,False,3.5,357,21.6,-0.0297,-10.6,-15.33,-7.04,-35.17,-0.2,-0.21,0.96,15,-0.1664,0.1061,-1.12,87,29.9,0.3376,29.4,31.65,49.69,-13.76,3.61,1.72,1.48,12,0.6598,0.0227,-1.63,444,23.2,0.0422,18.8,11.47,3.73,-35.17,0.11,0.27,1.05,15,-0.1086,0.1931,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,True,2.5,562,27.4,-0.0411,-23.1,-25.85,-12.29,-38.79,-0.32,-0.42,0.94,22,-0.0787,-0.0036,-1.12,178,32.0,0.1173,20.9,20.33,31.18,-18.21,1.71,1.11,1.17,20,0.0941,0.1404,-1.63,740,28.5,-0.003,-2.2,-10.78,-3.78,-38.79,-0.1,-0.03,1.0,22,-0.1017,0.0956,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,True,3.0,508,24.6,-0.016,-8.1,-14.41,-6.6,-39.36,-0.17,-0.14,0.98,22,-0.0556,0.0236,-1.12,153,28.8,0.1462,22.4,21.99,33.85,-18.21,1.86,1.1,1.2,20,0.097,0.1948,-1.63,661,25.6,0.0216,14.3,4.41,1.47,-39.36,0.04,0.18,1.03,22,-0.0791,0.122,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,False,True,3.5,455,21.5,-0.0306,-13.9,-19.41,-9.03,-37.2,-0.24,-0.24,0.96,22,-0.049,-0.0122,-1.12,116,24.1,0.0808,9.4,7.51,11.21,-21.55,0.52,0.51,1.11,20,0.3857,-0.2241,-1.63,571,22.1,-0.0079,-4.5,-13.35,-4.72,-37.2,-0.13,-0.06,0.99,22,-0.0846,0.0685,-1.63
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,False,2.5,367,29.7,0.0395,14.5,10.35,4.41,-17.72,0.25,0.3,1.06,10,0.0328,0.0462,-1.0,132,37.9,0.3191,42.1,49.42,80.23,-8.65,9.28,2.4,1.51,9,0.2593,0.3788,-1.49,499,31.9,0.1135,56.6,64.88,18.39,-17.72,1.04,0.86,1.17,10,0.0261,0.2005,-1.49
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,False,3.0,341,25.2,0.0088,3.0,-2.06,-0.91,-21.99,-0.04,0.06,1.01,13,0.0118,0.0058,-1.0,117,29.9,0.189,22.1,22.32,34.39,-9.56,3.6,1.32,1.27,10,0.1572,0.2203,-1.49,458,26.4,0.0548,25.1,19.81,6.29,-21.99,0.29,0.38,1.07,13,-0.0568,0.1665,-1.49
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,False,3.5,319,21.0,-0.0549,-17.5,-20.37,-9.51,-30.39,-0.31,-0.36,0.93,12,-0.066,-0.0437,-1.0,102,27.5,0.2315,23.6,24.06,37.19,-12.01,3.1,1.35,1.32,9,0.2277,0.2353,-1.39,421,22.6,0.0145,6.1,-1.21,-0.41,-30.39,-0.01,0.09,1.02,12,-0.1,0.1285,-1.39
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,True,2.5,433,28.4,-0.006,-2.6,-7.62,-3.42,-32.43,-0.11,-0.05,0.99,17,0.0204,-0.0323,-1.09,148,35.1,0.2237,33.1,36.36,57.6,-13.99,4.12,1.88,1.34,15,0.2649,0.1824,-1.9,581,30.1,0.0525,30.5,25.96,8.1,-32.43,0.25,0.44,1.07,17,0.0014,0.1035,-1.9
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,True,3.0,409,24.4,-0.0222,-9.1,-13.98,-6.39,-33.22,-0.19,-0.17,0.97,17,0.0388,-0.0829,-1.09,132,29.5,0.175,23.1,23.25,35.88,-14.3,2.51,1.26,1.25,15,0.2592,0.0909,-1.9,541,25.7,0.0259,14.0,6.02,1.99,-33.22,0.06,0.2,1.03,17,0.0071,0.0447,-1.9
30.0,2,0.0,False,1.0,False,20.0,0.0,none,True,True,3.5,388,22.2,-0.0023,-0.9,-7.27,-3.26,-32.71,-0.1,-0.02,1.0,17,0.0434,-0.0479,-1.09,125,24.8,0.1088,13.6,11.92,17.96,-19.62,0.92,0.7,1.14,15,0.1468,0.0714,-1.9,513,22.8,0.0248,12.7,3.78,1.26,-32.71,0.04,0.17,1.03,17,0.0024,0.0471,-1.9
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,False,2.5,484,27.9,-0.0233,-11.3,-15.79,-7.26,-31.8,-0.23,-0.25,0.97,13,-0.03,-0.0165,-1.12,163,35.0,0.2201,35.9,39.9,63.65,-12.0,5.31,2.06,1.34,7,0.1589,0.2805,-1.63,647,29.7,0.038,24.6,17.82,5.69,-31.8,0.18,0.35,1.05,13,-0.0349,0.1107,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,False,3.0,413,24.5,-0.0221,-9.1,-14.06,-6.43,-35.55,-0.18,-0.21,0.97,11,-0.0297,-0.0145,-1.12,136,30.1,0.2034,27.7,28.87,45.07,-14.35,3.14,1.51,1.29,9,0.3481,0.0588,-1.63,549,25.9,0.0338,18.5,10.76,3.51,-35.55,0.1,0.26,1.05,11,-0.0515,0.1188,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,False,3.5,352,21.9,-0.016,-5.6,-10.96,-4.96,-31.56,-0.16,-0.12,0.98,16,-0.0291,-0.0028,-1.12,93,28.0,0.2513,23.4,23.95,37.02,-11.5,3.22,1.44,1.35,9,0.5516,-0.0426,-1.63,445,23.1,0.0399,17.8,10.36,3.38,-31.56,0.11,0.25,1.05,16,-0.0478,0.1272,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,True,2.5,528,29.5,0.0345,18.2,12.25,5.2,-34.31,0.15,0.33,1.05,13,-0.0843,0.1534,-1.12,185,33.5,0.1676,31.0,32.93,51.82,-16.69,3.1,1.61,1.25,9,0.2867,0.0498,-1.63,713,30.6,0.0691,49.2,49.21,14.46,-34.31,0.42,0.66,1.1,13,-0.0457,0.1835,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,True,3.0,488,25.6,0.0243,11.9,4.64,2.01,-32.19,0.06,0.2,1.03,13,-0.0497,0.0984,-1.12,158,28.5,0.1353,21.4,20.7,31.77,-21.15,1.5,1.06,1.19,11,0.4098,-0.1392,-1.63,646,26.3,0.0515,33.3,26.3,8.2,-32.19,0.25,0.43,1.07,13,-0.0716,0.1745,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,False,True,3.5,411,21.9,-0.0149,-6.1,-12.3,-5.59,-33.01,-0.17,-0.11,0.98,13,-0.1006,0.0704,-1.12,121,24.0,0.0733,8.9,6.89,10.27,-17.77,0.58,0.49,1.1,11,0.4145,-0.2623,-1.63,532,22.4,0.0052,2.8,-6.25,-2.16,-33.01,-0.07,0.04,1.01,13,-0.1038,0.1142,-1.63
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,False,2.5,354,29.9,0.049,17.4,13.7,5.79,-16.62,0.35,0.38,1.07,12,0.05,0.048,-1.0,132,39.4,0.3758,49.6,60.97,101.03,-8.73,11.58,3.12,1.62,6,0.3199,0.4318,-1.39,486,32.5,0.1378,67.0,83.02,22.63,-16.62,1.36,1.09,1.2,12,0.0529,0.2227,-1.39
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,False,3.0,351,27.1,0.0826,29.0,26.52,10.86,-15.91,0.68,0.61,1.11,12,0.0971,0.0682,-1.0,123,34.1,0.3597,44.2,52.15,85.08,-7.73,11.01,2.6,1.54,8,0.4362,0.2843,-1.39,474,28.9,0.1545,73.2,92.49,24.74,-15.91,1.56,1.13,1.22,12,0.0802,0.2289,-1.39
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,False,3.5,334,23.4,0.0509,17.0,11.68,4.96,-27.34,0.18,0.33,1.07,12,0.1317,-0.0299,-1.0,99,30.3,0.3564,35.3,39.28,62.59,-8.65,7.24,2.01,1.51,9,0.4548,0.26,-1.39,433,24.9,0.1208,52.3,55.55,16.08,-27.34,0.59,0.76,1.16,12,0.0625,0.1787,-1.39
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,True,2.5,398,28.6,0.0034,1.4,-3.53,-1.56,-33.42,-0.05,0.03,1.0,14,-0.0485,0.0553,-1.0,135,36.3,0.2676,36.1,40.75,65.11,-12.07,5.39,2.21,1.42,9,0.4104,0.1269,-1.37,533,30.6,0.0703,37.5,35.79,10.88,-33.42,0.33,0.58,1.1,14,-0.0513,0.1915,-1.37
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,True,3.0,383,24.3,-0.0287,-11.0,-15.26,-7.0,-35.51,-0.2,-0.24,0.96,17,-0.0157,-0.0417,-1.0,122,32.0,0.2756,33.6,37.01,58.7,-11.68,5.03,1.84,1.4,9,0.5082,0.0431,-1.37,505,26.1,0.0448,22.6,16.09,5.17,-35.51,0.15,0.33,1.06,17,-0.0159,0.1053,-1.37
30.0,2,0.0,False,1.0,True,0.0,0.0,none,True,True,3.5,364,22.0,-0.011,-4.0,-9.71,-4.38,-33.85,-0.13,-0.09,0.99,17,-0.0357,0.0137,-1.0,113,28.3,0.271,30.6,32.71,51.46,-13.39,3.84,1.56,1.38,9,0.6071,-0.0591,-1.37,477,23.5,0.0558,26.6,19.82,6.29,-33.85,0.19,0.37,1.07,17,-0.0168,0.1282,-1.37
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,False,2.5,416,27.9,-0.0243,-10.1,-14.1,-6.45,-24.2,-0.27,-0.23,0.97,11,-0.0078,-0.0409,-1.12,139,35.3,0.2293,31.9,34.86,55.06,-12.73,4.33,1.88,1.35,12,0.1068,0.35,-1.63,555,29.7,0.0392,21.8,15.85,5.09,-24.2,0.21,0.33,1.06,12,-0.0275,0.1057,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,False,3.0,370,23.2,-0.0706,-26.1,-26.91,-12.84,-39.07,-0.33,-0.58,0.91,15,-0.0925,-0.0486,-1.12,112,29.5,0.1756,19.7,19.48,29.83,-13.18,2.26,1.17,1.25,12,0.2084,0.1429,-1.63,482,24.7,-0.0134,-6.5,-12.67,-4.47,-39.07,-0.11,-0.11,0.98,15,-0.1374,0.1107,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,False,3.5,337,20.8,-0.0656,-22.1,-24.16,-11.42,-38.94,-0.29,-0.46,0.92,15,-0.1971,0.0651,-1.12,82,28.0,0.2545,20.9,21.16,32.51,-12.76,2.55,1.32,1.35,12,0.5213,-0.0122,-1.63,419,22.2,-0.003,-1.2,-8.12,-2.82,-38.94,-0.07,-0.03,1.0,15,-0.1824,0.1756,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,True,2.5,444,27.0,-0.0543,-24.1,-25.51,-12.11,-39.83,-0.3,-0.51,0.93,20,-0.1335,0.0248,-1.12,150,32.7,0.1391,20.9,20.74,31.85,-16.55,1.92,1.2,1.21,18,0.205,0.0733,-1.63,594,28.5,-0.0055,-3.3,-10.06,-3.51,-39.83,-0.09,-0.05,0.99,20,-0.1402,0.1292,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,True,3.0,409,24.4,-0.0223,-9.1,-14.01,-6.41,-35.28,-0.18,-0.18,0.97,20,-0.0398,-0.0049,-1.12,129,27.9,0.1114,14.4,13.1,19.79,-16.8,1.18,0.78,1.15,18,0.3027,-0.0769,-1.63,538,25.3,0.0097,5.2,-2.75,-0.94,-35.28,-0.03,0.08,1.01,20,-0.0934,0.1129,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,False,True,3.5,383,20.9,-0.0604,-23.1,-25.5,-12.11,-44.23,-0.27,-0.44,0.92,23,-0.1525,0.0313,-1.12,100,24.0,0.0737,7.4,5.7,8.47,-18.34,0.46,0.43,1.1,18,0.5174,-0.37,-1.63,483,21.5,-0.0326,-15.8,-21.26,-7.75,-44.23,-0.18,-0.22,0.96,23,-0.179,0.1131,-1.63
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,2.5,314,30.6,0.0701,22.0,19.66,8.19,-13.75,0.6,0.51,1.1,10,0.0478,0.0924,-1.0,117,40.2,0.4027,47.1,57.32,94.38,-7.73,12.22,2.99,1.67,8,0.3812,0.4237,-1.39,431,33.2,0.1604,69.1,88.25,23.81,-13.75,1.73,1.16,1.24,10,0.0581,0.2621,-1.39
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,3.0,299,26.1,0.0435,13.0,8.81,3.77,-18.6,0.2,0.28,1.06,11,0.0738,0.0133,-1.0,103,34.0,0.3554,36.6,41.51,66.41,-8.65,7.68,2.26,1.54,9,0.3257,0.3846,-1.39,402,28.1,0.1234,49.6,53.98,15.69,-18.6,0.84,0.81,1.17,11,0.0348,0.212,-1.39
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,False,3.5,293,19.8,-0.1092,-32.0,-30.69,-14.85,-38.82,-0.38,-0.71,0.86,12,-0.0445,-0.1735,-1.0,94,29.8,0.3363,31.6,34.44,54.37,-7.73,7.04,1.86,1.48,8,0.4279,0.2447,-1.39,387,22.2,-0.001,-0.4,-6.81,-2.35,-38.82,-0.06,-0.01,1.0,12,-0.0907,0.0882,-1.39
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,2.5,325,26.2,-0.0846,-27.5,-26.9,-12.84,-36.23,-0.35,-0.63,0.89,15,-0.0926,-0.0767,-1.01,115,37.4,0.3087,35.5,40.24,64.22,-12.32,5.21,2.3,1.49,11,0.4123,0.2069,-1.0,440,29.1,0.0182,8.0,2.52,0.84,-36.23,0.02,0.14,1.03,15,-0.1091,0.1455,-1.01
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,3.0,313,22.7,-0.0927,-29.0,-28.37,-13.61,-41.55,-0.33,-0.65,0.88,15,-0.0001,-0.1847,-1.01,103,33.0,0.3204,33.0,36.55,57.93,-12.35,4.69,1.94,1.48,11,0.4902,0.1538,-1.0,416,25.2,0.0096,4.0,-2.18,-0.74,-42.13,-0.02,0.06,1.01,15,-0.0385,0.0577,-1.01
30.0,2,0.0,False,1.0,True,20.0,0.0,none,True,True,3.5,306,19.6,-0.1177,-36.0,-33.53,-16.39,-40.57,-0.4,-0.78,0.85,23,-0.0883,-0.1471,-1.01,101,28.7,0.2921,29.5,31.52,49.47,-13.76,3.6,1.61,1.41,11,0.53,0.0588,-1.0,407,21.9,-0.016,-6.5,-12.57,-4.43,-41.76,-0.11,-0.1,0.98,23,-0.0912,0.0588,-1.01
30.0,1,20.0,False,1.0,False,0.0,0.0,none,False,False,2.5,509,29.7,0.0385,19.6,14.04,5.93,-17.5,0.34,0.35,1.05,12,0.074,0.0031,-1.11,203,29.6,0.0169,3.4,0.82,1.2,-21.34,0.06,0.17,1.02,8,-0.1189,0.1514,-2.56,712,29.6,0.0323,23.0,14.97,4.82,-22.71,0.21,0.31,1.05,12,0.0522,0.0125,-2.56
30.0,1,20.0,False,1.0,False,0.0,0.0,none,False,False,3.0,459,25.5,0.019,8.7,1.85,0.81,-24.4,0.03,0.15,1.03,18,0.0646,-0.0264,-1.11,191,26.7,0.0553,10.6,7.86,11.73,-15.61,0.75,0.52,1.07,9,-0.0408,0.1504,-2.56,650,25.8,0.0297,19.3,9.85,3.22,-26.35,0.12,0.25,1.04,18,0.0207,0.0387,-2.56
