di_threshold,di_persist,adx_min,adx_rising,atr_ratio_min,di_slope,di_spread_min,body_ratio_min,avoid,sma_ordered,rsi_filter,target_rr,fit_trades,fit_win_rate,fit_exp_R,fit_total_R,fit_roi_pct,fit_cagr_pct,fit_max_dd_pct,fit_cagr_dd,fit_sharpe_daily,fit_pf,fit_streak,fit_h1_R,fit_h2_R,fit_worst_R,oos_trades,oos_win_rate,oos_exp_R,oos_total_R,oos_roi_pct,oos_cagr_pct,oos_max_dd_pct,oos_cagr_dd,oos_sharpe_daily,oos_pf,oos_streak,oos_h1_R,oos_h2_R,oos_worst_R,all_trades,all_win_rate,all_exp_R,all_total_R,all_roi_pct,all_cagr_pct,all_max_dd_pct,all_cagr_dd,all_sharpe_daily,all_pf,all_streak,all_h1_R,all_h2_R,all_worst_R
35.0,2,20.0,False,0.0,True,20.0,0.0,none,False,False,3.0,299,23.4,-0.0667,-19.9,-21.49,-10.06,-30.45,-0.33,-0.48,0.91,19,-0.1204,-0.0133,-1.93,121,33.9,0.3537,42.8,50.04,81.33,-9.67,8.41,2.61,1.53,9,0.4633,0.2459,-1.39,420,26.4,0.0544,22.9,17.8,5.69,-30.45,0.19,0.37,1.07,19,-0.0521,0.1609,-1.93
35.0,2,20.0,False,0.0,True,20.0,0.0,none,False,False,3.5,256,21.1,-0.0544,-13.9,-16.64,-7.67,-38.43,-0.2,-0.31,0.93,19,-0.1914,0.0825,-1.93,106,27.4,0.2244,23.8,24.18,37.39,-9.84,3.8,1.49,1.31,9,0.1752,0.2736,-1.39,362,22.9,0.0272,9.9,3.52,1.17,-38.43,0.03,0.15,1.04,19,-0.2096,0.264,-1.93
35.0,2,20.0,False,0.0,True,20.0,0.0,none,False,True,2.5,317,25.6,-0.1086,-34.4,-31.7,-15.39,-41.69,-0.37,-0.77,0.85,16,-0.2025,-0.0153,-1.93,107,31.8,0.1121,12.0,11.17,16.8,-11.11,1.51,0.92,1.16,9,0.2547,-0.0278,-1.0,424,27.1,-0.0529,-22.4,-24.07,-8.88,-41.69,-0.21,-0.39,0.93,16,-0.1789,0.0731,-1.93
35.0,2,20.0,False,0.0,True,20.0,0.0,none,False,True,3.0,301,24.6,-0.0197,-5.9,-9.84,-4.44,-28.02,-0.16,-0.13,0.97,16,-0.0933,0.0534,-1.93,106,29.2,0.1698,18.0,17.65,26.93,-9.03,2.98,1.19,1.24,9,0.3585,-0.0189,-1.0,407,25.8,0.0296,12.1,6.08,2.01,-28.02,0.07,0.19,1.04,16,-0.0588,0.1176,-1.93
35.0,2,20.0,False,0.0,True,20.0,0.0,none,False,True,3.5,276,21.4,-0.0414,-11.4,-14.85,-6.8,-39.47,-0.17,-0.25,0.95,17,-0.2174,0.1345,-1.93,97,25.8,0.1598,15.5,14.62,22.15,-8.93,2.48,0.99,1.22,9,0.2187,0.102,-1.0,373,22.5,0.0109,4.1,-2.4,-0.82,-39.47,-0.02,0.06,1.01,17,-0.2066,0.2273,-1.93
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,False,2.5,271,31.0,0.0864,23.4,22.0,9.11,-21.21,0.43,0.58,1.13,13,0.1667,0.0068,-1.0,99,37.4,0.3042,30.1,33.18,52.25,-11.44,4.57,2.04,1.48,9,0.3492,0.26,-1.39,370,32.7,0.1447,53.5,62.48,17.8,-21.21,0.84,0.97,1.21,13,0.1185,0.1709,-1.39
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,False,3.0,253,26.1,0.0435,11.0,7.41,3.18,-25.99,0.12,0.26,1.06,13,0.1429,-0.0551,-1.0,97,33.0,0.3175,30.8,33.7,53.12,-10.57,5.02,1.95,1.47,9,0.6624,-0.0204,-1.39,350,28.0,0.1194,41.8,43.61,13.0,-25.99,0.5,0.72,1.17,13,0.0286,0.2103,-1.39
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,False,3.5,249,22.5,0.012,3.0,-1.31,-0.58,-31.54,-0.02,0.06,1.02,13,0.0887,-0.064,-1.0,82,29.3,0.3084,25.3,26.55,41.26,-8.65,4.77,1.71,1.43,9,0.6289,-0.0122,-1.39,331,24.2,0.0855,28.3,24.89,7.79,-31.54,0.25,0.47,1.11,13,0.0364,0.1343,-1.39
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,True,2.5,227,24.2,-0.152,-34.5,-30.97,-15.0,-34.72,-0.43,-0.96,0.8,22,-0.0708,-0.2325,-1.0,83,30.1,0.0542,4.5,3.5,5.17,-12.8,0.4,0.38,1.08,8,0.1951,-0.0833,-1.0,310,25.8,-0.0968,-30.0,-28.55,-10.73,-34.89,-0.31,-0.63,0.87,22,-0.0742,-0.1194,-1.0
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,True,3.0,220,23.6,-0.0545,-12.0,-14.05,-6.42,-27.03,-0.24,-0.31,0.93,22,0.0909,-0.2,-1.0,77,26.0,0.039,3.0,1.85,2.72,-12.56,0.22,0.23,1.05,8,0.3684,-0.2821,-1.0,297,24.2,-0.0303,-9.0,-12.46,-4.39,-28.86,-0.15,-0.17,0.96,22,0.0811,-0.1409,-1.0
35.0,2,20.0,False,0.0,True,20.0,0.0,none,True,True,3.5,210,21.0,-0.0571,-12.0,-14.33,-6.56,-26.63,-0.25,-0.32,0.93,22,-0.0571,-0.0571,-1.0,72,23.6,0.0625,4.5,3.26,4.81,-10.08,0.48,0.33,1.08,8,0.375,-0.25,-1.0,282,21.6,-0.0266,-7.5,-11.54,-4.06,-26.89,-0.15,-0.15,0.97,22,0.0213,-0.0745,-1.0
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,False,2.5,307,26.4,-0.0771,-23.7,-23.91,-11.29,-34.68,-0.33,-0.59,0.9,14,-0.0403,-0.1136,-1.93,124,33.1,0.1501,18.6,18.45,28.19,-10.89,2.59,1.26,1.22,9,0.0663,0.234,-1.49,431,28.3,-0.0117,-5.0,-9.87,-3.45,-34.68,-0.1,-0.1,0.98,14,-0.0729,0.0492,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,False,3.0,285,24.2,-0.0349,-9.9,-13.13,-5.99,-25.68,-0.23,-0.25,0.95,14,0.0357,-0.1049,-1.93,121,32.2,0.2835,34.3,37.92,60.26,-9.67,6.23,2.13,1.41,9,0.255,0.3115,-1.49,406,26.6,0.06,24.4,19.81,6.29,-25.68,0.24,0.4,1.08,14,0.0003,0.1197,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,False,3.5,230,20.9,-0.064,-14.7,-16.92,-7.81,-28.72,-0.27,-0.37,0.92,17,-0.1864,0.0584,-1.93,91,30.8,0.3768,34.3,38.1,60.57,-8.79,6.89,2.02,1.54,9,0.4841,0.2717,-1.39,321,23.7,0.0609,19.6,14.74,4.75,-28.72,0.17,0.33,1.08,17,-0.1902,0.3105,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,True,2.5,357,28.3,-0.0117,-4.2,-8.23,-3.69,-21.37,-0.17,-0.08,0.98,18,-0.0153,-0.008,-1.93,130,30.8,0.07,9.1,7.69,11.48,-10.54,1.09,0.65,1.1,10,0.0631,0.0769,-1.9,487,29.0,0.0101,4.9,-1.17,-0.4,-21.37,-0.02,0.08,1.01,18,-0.0377,0.0578,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,True,3.0,333,26.1,0.042,14.0,9.3,3.97,-19.03,0.21,0.28,1.06,18,0.0356,0.0483,-1.93,120,27.5,0.0925,11.1,9.63,14.44,-10.7,1.35,0.69,1.13,10,-0.0149,0.2,-1.9,453,26.5,0.0554,25.1,19.82,6.3,-19.03,0.33,0.38,1.07,18,0.0043,0.1062,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,False,True,3.5,281,22.8,0.022,6.2,1.25,0.55,-24.05,0.02,0.13,1.03,20,-0.0363,0.08,-1.93,98,25.5,0.1388,13.6,12.44,18.77,-9.7,1.93,0.84,1.18,10,0.1756,0.102,-1.9,379,23.5,0.0522,19.8,13.85,4.48,-24.05,0.19,0.3,1.07,20,-0.0768,0.1806,-1.93
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,False,2.5,255,29.4,0.0212,5.4,2.13,0.93,-19.68,0.05,0.14,1.03,11,0.0859,-0.043,-3.87,101,34.7,0.2041,20.6,21.16,32.53,-9.64,3.37,1.41,1.31,9,0.1723,0.2353,-1.49,356,30.9,0.0731,26.0,23.74,7.46,-19.68,0.38,0.49,1.1,11,0.05,0.0962,-3.87
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,False,3.0,248,26.2,0.0368,9.1,5.42,2.34,-22.66,0.1,0.22,1.05,11,0.1382,-0.0645,-3.87,92,33.7,0.3402,31.3,34.46,54.39,-8.76,6.21,2.06,1.51,9,0.55,0.1304,-1.49,340,28.2,0.1189,40.4,41.74,12.5,-22.66,0.55,0.73,1.16,11,0.1126,0.1253,-3.87
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,False,3.5,231,24.2,0.0794,18.3,15.07,6.35,-20.21,0.31,0.42,1.1,14,0.149,0.0104,-3.87,81,29.6,0.3245,26.3,27.83,43.36,-10.08,4.3,1.64,1.46,9,0.4446,0.2073,-1.39,312,25.6,0.1431,44.6,47.09,13.91,-20.21,0.69,0.75,1.19,14,0.1657,0.1204,-3.87
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,True,2.5,270,30.0,0.0404,10.9,7.66,3.29,-27.07,0.12,0.26,1.06,14,0.1215,-0.0407,-3.87,98,32.7,0.1337,13.1,12.5,18.85,-13.28,1.42,1.02,1.2,9,0.196,0.0714,-1.9,368,30.7,0.0652,24.0,21.11,6.68,-27.07,0.25,0.44,1.09,14,0.0701,0.0603,-3.87
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,True,3.0,257,26.8,0.0624,16.0,12.73,5.4,-26.24,0.21,0.37,1.08,15,0.1332,-0.0078,-3.87,87,25.3,0.0012,0.1,-1.2,-1.75,-17.48,-0.1,0.01,1.0,9,0.2815,-0.2727,-1.9,344,26.5,0.047,16.2,11.38,3.71,-26.24,0.14,0.28,1.06,15,0.0991,-0.0052,-3.87
35.0,2,20.0,False,1.0,False,0.0,0.0,none,True,True,3.5,241,24.9,0.109,26.3,24.21,9.97,-24.38,0.41,0.57,1.14,21,0.2129,0.0059,-3.87,83,22.9,0.0193,1.6,0.13,0.19,-15.84,0.01,0.11,1.02,9,0.2952,-0.25,-1.9,324,24.4,0.086,27.9,24.37,7.64,-24.38,0.31,0.46,1.11,21,0.122,0.05,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,False,2.5,326,27.0,-0.0568,-18.5,-20.1,-9.37,-33.66,-0.28,-0.48,0.92,13,0.0092,-0.1228,-1.93,122,33.6,0.169,20.6,20.85,32.02,-10.54,3.04,1.38,1.25,9,0.0264,0.3116,-1.49,448,28.8,0.0047,2.1,-3.45,-1.18,-33.66,-0.03,0.02,1.01,13,-0.0336,0.0429,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,False,3.0,289,23.2,-0.0759,-21.9,-22.91,-10.78,-24.89,-0.43,-0.56,0.9,13,-0.0898,-0.0621,-1.93,120,32.5,0.2942,35.3,39.31,62.64,-9.67,6.48,2.16,1.43,9,0.255,0.3333,-1.49,409,25.9,0.0327,13.4,7.39,2.44,-24.89,0.1,0.22,1.04,13,-0.0438,0.1088,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,False,3.5,247,21.1,-0.0556,-13.7,-16.34,-7.52,-29.65,-0.25,-0.33,0.93,16,-0.122,0.0103,-1.93,90,31.1,0.3921,35.3,39.5,62.96,-8.79,7.16,2.05,1.56,9,0.4841,0.3,-1.39,337,23.7,0.064,21.6,16.71,5.35,-29.65,0.18,0.35,1.08,16,-0.1484,0.2751,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,True,2.5,370,27.3,-0.0474,-17.5,-19.74,-9.19,-23.35,-0.39,-0.36,0.94,17,-0.0167,-0.078,-1.93,124,32.3,0.1218,15.1,14.38,21.79,-9.64,2.26,1.09,1.18,10,0.0581,0.1855,-1.9,494,28.5,-0.0049,-2.4,-8.2,-2.85,-25.89,-0.11,-0.04,0.99,17,-0.0689,0.0591,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,True,3.0,347,25.6,0.023,8.0,2.78,1.21,-20.17,0.06,0.16,1.03,17,0.0631,-0.0169,-1.93,115,28.7,0.14,16.1,15.28,23.2,-9.67,2.4,1.0,1.19,10,0.0369,0.2414,-1.9,462,26.4,0.0521,24.1,18.49,5.89,-20.17,0.29,0.36,1.07,17,0.0172,0.087,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,False,True,3.5,309,22.7,0.0168,5.2,-0.22,-0.1,-27.27,-0.0,0.1,1.02,19,-0.007,0.0405,-1.93,93,26.9,0.2,18.6,18.24,27.86,-9.56,2.91,1.13,1.27,10,0.2523,0.1489,-1.9,402,23.6,0.0592,23.8,17.97,5.74,-27.27,0.21,0.35,1.08,19,-0.0648,0.1832,-1.93
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,False,2.5,273,29.7,0.0295,8.1,4.62,2.0,-18.05,0.11,0.2,1.04,11,0.1066,-0.0471,-3.87,98,35.7,0.241,23.6,24.87,38.52,-8.73,4.41,1.59,1.37,9,0.1963,0.2857,-1.49,371,31.3,0.0854,31.7,30.64,9.44,-18.05,0.52,0.58,1.12,11,0.0273,0.1431,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,False,3.0,250,24.8,-0.0195,-4.9,-8.26,-3.71,-23.75,-0.16,-0.14,0.97,11,0.0331,-0.072,-3.87,90,34.4,0.37,33.3,37.19,59.01,-8.65,6.82,2.15,1.56,9,0.4956,0.2444,-1.49,340,27.4,0.0836,28.4,25.86,8.07,-23.75,0.34,0.51,1.11,11,0.042,0.1253,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,False,3.5,236,22.9,0.0184,4.3,0.12,0.05,-19.4,0.0,0.09,1.02,14,0.0435,-0.0067,-3.87,80,30.0,0.3411,27.3,29.12,45.49,-10.08,4.51,1.67,1.48,9,0.4446,0.2375,-1.39,316,24.7,0.1001,31.6,29.28,9.05,-19.4,0.47,0.53,1.13,14,0.0641,0.1361,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,True,2.5,286,28.7,-0.0068,-2.0,-5.42,-2.41,-29.55,-0.08,-0.05,0.99,14,0.1052,-0.1189,-3.87,94,34.0,0.182,17.1,17.11,26.07,-11.51,2.26,1.33,1.27,9,0.1724,0.1915,-1.9,380,30.0,0.0399,15.2,10.76,3.51,-29.55,0.12,0.28,1.06,14,0.0897,-0.01,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,True,3.0,275,26.2,0.0365,10.0,5.95,2.57,-28.98,0.09,0.22,1.05,15,0.1463,-0.0725,-3.87,84,26.2,0.037,3.1,1.82,2.69,-15.81,0.17,0.23,1.05,9,0.2168,-0.1429,-1.9,359,26.2,0.0366,13.2,7.88,2.59,-29.29,0.09,0.22,1.05,15,0.1455,-0.0716,-3.87
35.0,2,20.0,False,1.0,False,20.0,0.0,none,True,True,3.5,260,24.2,0.0798,20.8,17.25,7.23,-24.32,0.3,0.44,1.1,20,0.1196,0.0401,-3.87,80,23.8,0.0576,4.6,3.2,4.72,-14.13,0.33,0.32,1.07,9,0.2151,-0.1,-1.9,340,24.1,0.0746,25.4,21.0,6.65,-24.71,0.27,0.41,1.1,20,0.1486,0.0006,-3.87
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,False,2.5,285,26.3,-0.0795,-22.7,-22.94,-10.8,-28.5,-0.38,-0.56,0.89,20,-0.0399,-0.1189,-1.93,113,35.4,0.2355,26.6,28.41,44.32,-9.64,4.6,1.83,1.36,8,0.1181,0.3509,-1.39,398,28.9,0.0099,3.9,-1.04,-0.35,-29.53,-0.01,0.07,1.01,20,-0.0687,0.0885,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,False,3.0,264,23.9,-0.049,-12.9,-15.41,-7.08,-23.5,-0.3,-0.32,0.94,20,-0.0374,-0.0606,-1.93,107,33.6,0.3439,36.8,41.68,66.7,-8.76,7.62,2.4,1.52,8,0.3546,0.3333,-1.39,371,26.7,0.0643,23.9,19.84,6.3,-24.92,0.25,0.41,1.09,20,-0.0105,0.1387,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,False,3.5,215,20.0,-0.1043,-22.4,-22.81,-10.73,-34.02,-0.32,-0.57,0.87,20,-0.285,0.0747,-1.93,83,30.1,0.3468,28.8,30.98,48.57,-7.87,6.17,1.87,1.49,8,0.4094,0.2857,-1.39,298,22.8,0.0213,6.4,1.11,0.37,-34.02,0.01,0.11,1.03,20,-0.2512,0.2939,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,True,2.5,258,27.5,-0.0391,-10.1,-12.39,-5.64,-29.44,-0.19,-0.25,0.95,16,-0.1019,0.0238,-1.93,93,33.3,0.1667,15.5,15.3,23.22,-7.81,2.97,1.27,1.25,8,0.2174,0.117,-1.0,351,29.1,0.0154,5.4,1.01,0.34,-29.44,0.01,0.1,1.02,16,-0.1033,0.1335,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,True,3.0,248,26.2,0.0446,11.1,7.53,3.24,-18.16,0.18,0.26,1.06,16,0.0323,0.057,-1.93,86,31.4,0.2558,22.0,22.77,35.1,-7.73,4.54,1.57,1.37,8,0.3953,0.1163,-1.0,334,27.5,0.099,33.1,32.01,9.83,-18.16,0.54,0.58,1.14,16,0.0243,0.1737,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,False,True,3.5,214,22.0,-0.0161,-3.4,-6.86,-3.07,-25.42,-0.12,-0.09,0.98,15,-0.1168,0.0847,-1.93,70,30.0,0.35,24.5,25.86,40.12,-7.73,5.19,1.67,1.5,8,0.5429,0.1571,-1.0,284,23.9,0.0742,21.1,17.23,5.51,-25.42,0.22,0.37,1.1,15,-0.0559,0.2042,-1.93
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,False,2.5,219,30.6,0.0743,16.3,14.37,6.06,-18.75,0.32,0.45,1.11,12,0.1952,-0.0455,-1.0,91,39.6,0.3803,34.6,39.41,62.8,-8.73,7.2,2.35,1.62,9,0.3136,0.4457,-1.39,310,33.2,0.1641,50.9,59.44,17.06,-18.75,0.91,0.99,1.25,12,0.0663,0.262,-1.39
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,False,3.0,216,26.9,0.0741,16.0,13.48,5.7,-23.36,0.24,0.41,1.1,12,0.2222,-0.0741,-1.0,85,36.5,0.4564,38.8,44.98,72.44,-8.65,8.38,2.49,1.71,9,0.6142,0.3023,-1.39,301,29.6,0.182,54.8,64.53,18.3,-23.36,0.78,1.01,1.26,12,0.12,0.2437,-1.39
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,False,3.5,213,23.0,0.0352,7.5,3.81,1.65,-33.08,0.05,0.18,1.05,12,0.2311,-0.1589,-1.0,72,30.6,0.3651,26.3,28.03,43.68,-10.08,4.33,1.78,1.52,9,0.3552,0.375,-1.39,285,24.9,0.1185,33.8,32.91,10.08,-33.08,0.3,0.6,1.16,12,0.1408,0.0964,-1.39
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,True,2.5,178,27.5,-0.0345,-6.1,-7.98,-3.58,-22.96,-0.16,-0.19,0.95,20,0.1051,-0.1742,-1.0,68,35.3,0.2353,16.0,16.23,24.69,-10.54,2.34,1.45,1.36,6,0.3382,0.1324,-1.0,246,29.7,0.0401,9.9,6.96,2.3,-22.96,0.1,0.23,1.06,20,0.0842,-0.0041,-1.0
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,True,3.0,173,26.0,0.0405,7.0,4.47,1.93,-24.13,0.08,0.2,1.05,20,0.3023,-0.2184,-1.0,61,31.1,0.2459,15.0,14.97,22.71,-9.67,2.35,1.18,1.36,6,0.4667,0.0323,-1.0,234,27.4,0.094,22.0,20.11,6.38,-24.13,0.26,0.46,1.13,20,0.2308,-0.0427,-1.0
35.0,2,20.0,False,1.0,True,0.0,0.0,none,True,True,3.5,165,23.6,0.0636,10.5,7.82,3.36,-21.13,0.16,0.28,1.08,20,0.2073,-0.0783,-1.0,57,28.1,0.2632,15.0,14.84,22.5,-7.87,2.86,1.16,1.37,6,0.4464,0.0862,-1.0,222,24.8,0.1149,25.5,23.82,7.48,-22.16,0.34,0.51,1.15,20,0.2162,0.0135,-1.0
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,False,2.5,303,27.1,-0.0545,-16.5,-18.27,-8.47,-28.11,-0.3,-0.42,0.93,19,-0.0327,-0.0762,-1.93,112,35.7,0.2465,27.6,29.71,46.46,-9.64,4.82,1.91,1.38,8,0.1181,0.375,-1.39,415,29.4,0.0267,11.1,6.01,1.99,-29.15,0.07,0.2,1.04,19,-0.0387,0.0919,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,False,3.0,268,22.8,-0.093,-24.9,-24.94,-11.82,-26.65,-0.44,-0.64,0.88,19,-0.1115,-0.0746,-1.93,107,33.6,0.3439,36.8,41.68,66.7,-8.76,7.62,2.4,1.52,8,0.3546,0.3333,-1.39,375,25.9,0.0316,11.9,6.35,2.1,-28.13,0.07,0.2,1.04,19,-0.1066,0.1691,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,False,3.5,231,19.9,-0.1079,-24.9,-24.9,-11.8,-36.45,-0.32,-0.61,0.87,19,-0.2565,0.0394,-1.93,83,30.1,0.3468,28.8,30.98,48.57,-7.87,6.17,1.87,1.49,8,0.4094,0.2857,-1.39,314,22.6,0.0123,3.9,-1.63,-0.55,-36.45,-0.02,0.06,1.02,19,-0.2321,0.2566,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,True,2.5,263,27.0,-0.0587,-15.4,-16.97,-7.83,-26.06,-0.3,-0.38,0.92,15,-0.0916,-0.026,-1.93,91,34.1,0.1923,17.5,17.64,26.91,-7.81,3.45,1.44,1.29,8,0.2444,0.1413,-1.0,354,28.8,0.0058,2.1,-2.33,-0.79,-26.06,-0.03,0.04,1.01,15,-0.0759,0.0876,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,True,3.0,253,25.7,0.024,6.1,2.26,0.99,-18.07,0.05,0.14,1.03,15,0.0476,0.0005,-1.93,85,31.8,0.2706,23.0,24.01,37.11,-7.73,4.8,1.65,1.4,8,0.4286,0.1163,-1.0,338,27.2,0.086,29.1,26.81,8.35,-18.07,0.46,0.51,1.12,15,0.0596,0.1124,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,False,True,3.5,234,21.8,-0.0232,-5.4,-8.99,-4.05,-25.96,-0.16,-0.13,0.97,14,-0.1154,0.0689,-1.93,69,30.4,0.3696,25.5,27.13,42.2,-7.73,5.46,1.75,1.53,8,0.5882,0.1571,-1.0,303,23.8,0.0662,20.1,15.7,5.04,-25.96,0.19,0.35,1.09,14,-0.1122,0.2434,-1.93
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,False,2.5,234,31.2,0.0937,21.9,20.75,8.62,-17.93,0.48,0.59,1.14,12,0.1966,-0.0092,-1.0,90,40.0,0.3957,35.6,40.82,65.21,-8.73,7.47,2.42,1.65,9,0.3136,0.4778,-1.39,324,33.6,0.1776,57.5,70.03,19.62,-17.93,1.09,1.1,1.27,12,0.1476,0.2075,-1.39
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,False,3.0,220,25.5,0.0182,4.0,0.71,0.31,-22.59,0.01,0.1,1.02,12,0.1273,-0.0909,-1.0,85,36.5,0.4564,38.8,44.98,72.44,-8.65,8.38,2.49,1.71,9,0.6142,0.3023,-1.39,305,28.5,0.1403,42.8,46.01,13.63,-22.59,0.6,0.79,1.2,12,0.0526,0.2274,-1.39
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,False,3.5,219,21.5,-0.0342,-7.5,-10.58,-4.78,-32.4,-0.15,-0.19,0.96,12,0.0734,-0.1409,-1.0,72,30.6,0.3651,26.3,28.03,43.68,-10.08,4.33,1.78,1.52,9,0.3552,0.375,-1.39,291,23.7,0.0646,18.8,14.49,4.67,-32.4,0.14,0.33,1.08,12,0.0552,0.0739,-1.39
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,True,2.5,186,25.8,-0.0968,-18.0,-18.27,-8.46,-27.53,-0.31,-0.56,0.87,20,0.0538,-0.2473,-1.0,67,35.8,0.2537,17.0,17.4,26.54,-10.54,2.52,1.54,1.4,6,0.3788,0.1324,-1.0,253,28.5,-0.004,-1.0,-4.04,-1.38,-27.53,-0.05,-0.03,0.99,20,0.0556,-0.063,-1.0
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,True,3.0,182,24.7,-0.011,-2.0,-4.57,-2.03,-27.07,-0.07,-0.06,0.99,20,0.2308,-0.2527,-1.0,61,31.1,0.2459,15.0,14.97,22.71,-9.67,2.35,1.18,1.36,6,0.4667,0.0323,-1.0,243,26.3,0.0535,13.0,9.72,3.18,-27.07,0.12,0.27,1.07,20,0.2231,-0.1148,-1.0
35.0,2,20.0,False,1.0,True,20.0,0.0,none,True,True,3.5,175,21.7,-0.0229,-4.0,-6.73,-3.01,-24.56,-0.12,-0.12,0.97,20,0.0862,-0.1307,-1.0,57,28.1,0.2632,15.0,14.84,22.5,-7.87,2.86,1.16,1.37,6,0.4464,0.0862,-1.0,232,23.3,0.0474,11.0,7.11,2.35,-25.54,0.09,0.22,1.06,20,0.1638,-0.069,-1.0
35.0,2,0.0,False,0.0,False,0.0,0.0,none,False,False,2.5,361,26.9,-0.06,-21.7,-22.9,-10.78,-32.61,-0.33,-0.49,0.92,12,-0.0092,-0.1105,-1.93,114,37.7,0.3124,35.6,40.39,64.49,-8.73,7.39,2.57,1.5,7,0.274,0.3509,-1.49,475,29.5,0.0294,14.0,8.24,2.71,-32.61,0.08,0.23,1.04,12,-0.026,0.0845,-1.93
35.0,2,0.0,False,0.0,False,0.0,0.0,none,False,False,3.0,327,24.2,-0.0365,-11.9,-15.37,-7.05,-25.69,-0.27,-0.27,0.95,10,-0.0487,-0.0244,-1.93,123,34.1,0.3611,44.4,52.4,85.53,-8.76,9.77,2.71,1.54,8,0.3674,0.3548,-1.49,450,26.9,0.0722,32.5,28.98,8.97,-25.69,0.35,0.51,1.1,10,-0.0086,0.1529,-1.93
35.0,2,0.0,False,0.0,False,0.0,0.0,none,False,False,3.5,248,21.4,-0.0383,-9.5,-12.76,-5.81,-24.44,-0.24,-0.24,0.95,15,-0.1653,0.0887,-1.0,75,28.0,0.2548,19.1,19.22,29.41,-12.38,2.38,1.3,1.35,13,0.5706,-0.0526,-1.39,323,22.9,0.0298,9.6,4.0,1.33,-24.44,0.05,0.16,1.04,15,-0.1335,0.192,-1.39
35.0,2,0.0,False,0.0,False,0.0,0.0,none,False,True,2.5,416,27.9,-0.0254,-10.6,-14.51,-6.64,-29.54,-0.22,-0.2,0.96,20,-0.0728,0.0219,-1.93,136,32.4,0.1258,17.1,16.5,25.12,-11.36,2.21,1.16,1.18,12,0.2221,0.0294,-1.9,552,29.0,0.0118,6.5,-0.4,-0.14,-29.54,-0.0,0.1,1.02,20,-0.0764,0.1,-1.93
35.0,2,0.0,False,0.0,False,0.0,0.0,none,False,True,3.0,381,26.0,0.0369,14.1,8.62,3.69,-22.4,0.16,0.27,1.05,18,0.0105,0.0632,-1.93,130,29.2,0.1623,21.1,20.87,32.05,-11.36,2.82,1.27,1.23,12,0.217,0.1077,-1.9,511,26.8,0.0688,35.2,31.28,9.62,-22.4,0.43,0.5,1.09,18,-0.0154,0.1528,-1.93
