Price,Close,High,Low,Open,Volume
Ticker,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
Datetime,,,,,
2025-10-14 07:00:00+00:00,9415.1796875,9446.599609375,9400.5595703125,9442.9404296875,0
2025-10-14 07:15:00+00:00,9427.349609375,9428.419921875,9413.9697265625,9415.25,0
2025-10-14 07:30:00+00:00,9411.1796875,9427.75,9403.2900390625,9427.1396484375,0
2025-10-14 07:45:00+00:00,9413.349609375,9415.580078125,9408.169921875,9411.1796875,0
2025-10-14 08:00:00+00:00,9416.4404296875,9421.2099609375,9410.650390625,9413.7001953125,0
2025-10-14 08:15:00+00:00,9427.8896484375,9428.0,9415.1904296875,9416.4404296875,0
2025-10-14 08:30:00+00:00,9434.400390625,9434.4296875,9427.83984375,9427.8701171875,0
2025-10-14 08:45:00+00:00,9435.51953125,9436.41015625,9428.83984375,9434.2998046875,0
2025-10-14 09:00:00+00:00,9440.2099609375,9443.73046875,9435.3896484375,9435.51953125,0
2025-10-14 09:15:00+00:00,9436.41015625,9441.8603515625,9436.2998046875,9440.419921875,0
2025-10-14 09:30:00+00:00,9429.5703125,9437.83984375,9429.1904296875,9436.259765625,0
2025-10-14 09:45:00+00:00,9417.7001953125,9430.7802734375,9416.650390625,9429.4599609375,0
2025-10-14 10:00:00+00:00,9412.0595703125,9419.4501953125,9411.099609375,9417.7099609375,0
2025-10-14 10:15:00+00:00,9409.6396484375,9415.23046875,9408.7099609375,9412.08984375,0
2025-10-14 10:30:00+00:00,9401.0302734375,9410.25,9399.650390625,9409.3095703125,0
2025-10-14 10:45:00+00:00,9390.0,9401.0302734375,9384.240234375,9401.0302734375,0
2025-10-14 11:00:00+00:00,9403.9501953125,9405.849609375,9389.98046875,9389.98046875,0
2025-10-14 11:15:00+00:00,9413.25,9415.1396484375,9403.9599609375,9403.9599609375,0
2025-10-14 11:30:00+00:00,9412.6103515625,9417.76953125,9411.509765625,9413.330078125,0
2025-10-14 11:45:00+00:00,9415.8095703125,9417.4501953125,9412.4296875,9412.669921875,0
2025-10-14 12:00:00+00:00,9407.9501953125,9415.8603515625,9405.5302734375,9415.8095703125,0
2025-10-14 12:15:00+00:00,9405.8798828125,9408.3095703125,9401.5498046875,9408.0302734375,0
2025-10-14 12:30:00+00:00,9401.25,9407.9296875,9397.9296875,9405.7001953125,0
2025-10-14 12:45:00+00:00,9403.5703125,9403.650390625,9397.259765625,9401.25,0
2025-10-14 13:00:00+00:00,9409.1298828125,9413.48046875,9403.66015625,9403.6796875,0
2025-10-14 13:15:00+00:00,9413.0,9416.7197265625,9408.759765625,9409.1298828125,0
2025-10-14 13:30:00+00:00,9413.5498046875,9425.8798828125,9410.1201171875,9413.23046875,0
2025-10-14 13:45:00+00:00,9431.76953125,9436.26953125,9412.75,9413.41015625,0
2025-10-14 14:00:00+00:00,9438.0498046875,9438.0703125,9427.849609375,9431.7900390625,0
2025-10-14 14:15:00+00:00,9451.580078125,9451.8203125,9437.91015625,9437.91015625,0
2025-10-14 14:30:00+00:00,9443.009765625,9454.2900390625,9442.990234375,9451.669921875,0
2025-10-14 14:45:00+00:00,9449.099609375,9451.2900390625,9442.9296875,9443.099609375,0
2025-10-14 15:00:00+00:00,9445.6904296875,9450.669921875,9444.4599609375,9449.5498046875,0
2025-10-14 15:15:00+00:00,9445.1396484375,9449.8798828125,9442.759765625,9445.7900390625,0
2025-10-15 07:00:00+00:00,9457.23046875,9474.08984375,9452.75,9452.75,0
2025-10-15 07:15:00+00:00,9449.41015625,9459.08984375,9448.650390625,9457.4404296875,0
2025-10-15 07:30:00+00:00,9442.8603515625,9454.1396484375,9442.740234375,9449.330078125,0
2025-10-15 07:45:00+00:00,9446.830078125,9447.2099609375,9440.8603515625,9442.9296875,0
2025-10-15 08:00:00+00:00,9437.740234375,9448.1298828125,9436.650390625,9446.9697265625,0
2025-10-15 08:15:00+00:00,9431.75,9437.73046875,9431.6904296875,9437.73046875,0
2025-10-15 08:30:00+00:00,9423.0703125,9432.080078125,9422.1396484375,9431.73046875,0
2025-10-15 08:45:00+00:00,9416.8798828125,9423.16015625,9415.7099609375,9422.9501953125,0
2025-10-15 09:00:00+00:00,9432.900390625,9433.0595703125,9416.3798828125,9416.8701171875,0
