Price,Close,High,Low,Open,Volume
Ticker,USDCHF=X,USDCHF=X,USDCHF=X,USDCHF=X,USDCHF=X
Datetime,,,,,
2025-10-19 23:00:00+00:00,0.793940007686615,0.7941100001335144,0.7938799858093262,0.7939199805259705,0
2025-10-19 23:15:00+00:00,0.7935199737548828,0.7940000295639038,0.793470025062561,0.793940007686615,0
2025-10-19 23:30:00+00:00,0.7934200167655945,0.7936699986457825,0.7933700084686279,0.7935299873352051,0
2025-10-19 23:45:00+00:00,0.7936000227928162,0.793690025806427,0.7933400273323059,0.7934200167655945,0
2025-10-20 00:00:00+00:00,0.7933599948883057,0.7936400175094604,0.7930899858474731,0.7936300039291382,0
2025-10-20 00:15:00+00:00,0.7931699752807617,0.7935000061988831,0.7929800152778625,0.7933300137519836,0
2025-10-20 00:30:00+00:00,0.7930700182914734,0.7932999730110168,0.7928000092506409,0.793179988861084,0
2025-10-20 00:45:00+00:00,0.7927899956703186,0.7930999994277954,0.7926999926567078,0.7930700182914734,0
2025-10-20 01:00:00+00:00,0.7931200265884399,0.7932800054550171,0.7927600145339966,0.7927899956703186,0
2025-10-20 01:15:00+00:00,0.7935500144958496,0.7936199903488159,0.7930999994277954,0.7931100130081177,0
2025-10-20 01:30:00+00:00,0.7936099767684937,0.7938399910926819,0.7933800220489502,0.7935500144958496,0
2025-10-20 01:45:00+00:00,0.7932699918746948,0.7936599850654602,0.7929999828338623,0.7936300039291382,0
2025-10-20 02:00:00+00:00,0.7928400039672852,0.7932999730110168,0.7927600145339966,0.7932500243186951,0
2025-10-20 02:15:00+00:00,0.7928500175476074,0.7929199934005737,0.792680025100708,0.7928400039672852,0
2025-10-20 02:30:00+00:00,0.7929199934005737,0.7929999828338623,0.7926099896430969,0.7928500175476074,0
2025-10-20 02:45:00+00:00,0.7931600213050842,0.7932999730110168,0.7929099798202515,0.7929199934005737,0
2025-10-20 03:00:00+00:00,0.7930399775505066,0.7933400273323059,0.7929900288581848,0.7931600213050842,0
2025-10-20 03:15:00+00:00,0.7930799722671509,0.7931100130081177,0.7928299903869629,0.7930499911308289,0
2025-10-20 03:30:00+00:00,0.7930899858474731,0.7932000160217285,0.7929800152778625,0.7930799722671509,0
2025-10-20 03:45:00+00:00,0.792959988117218,0.7932100296020508,0.7928500175476074,0.7930899858474731,0
2025-10-20 04:00:00+00:00,0.7930600047111511,0.7931399941444397,0.7928900122642517,0.7929499745368958,0
2025-10-20 04:15:00+00:00,0.792900025844574,0.7930999994277954,0.7928799986839294,0.7930600047111511,0
2025-10-20 04:30:00+00:00,0.792739987373352,0.792930006980896,0.7926200032234192,0.7929099798202515,0
